OBJECTID,PROVINCIA,DATA_RICEVIMENTO_TAMPONE,NUM_TAMP,INCREMENTO,REGIONE,ObjectId2
386,MONZA E DELLA BRIANZA,20200313,84,459,LOMBARDIA,1
387,MONZA E DELLA BRIANZA,20200314,53,512,LOMBARDIA,2
388,MONZA E DELLA BRIANZA,20200315,91,603,LOMBARDIA,3
389,MONZA E DELLA BRIANZA,20200316,153,756,LOMBARDIA,4
390,MONZA E DELLA BRIANZA,20200317,129,885,LOMBARDIA,5
391,MONZA E DELLA BRIANZA,20200318,140,1025,LOMBARDIA,6
392,MONZA E DELLA BRIANZA,20200319,88,1113,LOMBARDIA,7
393,MONZA E DELLA BRIANZA,20200320,175,1288,LOMBARDIA,8
394,MONZA E DELLA BRIANZA,20200321,67,1355,LOMBARDIA,9
395,MONZA E DELLA BRIANZA,20200322,62,1417,LOMBARDIA,10
396,MONZA E DELLA BRIANZA,20200323,155,1572,LOMBARDIA,11
397,MONZA E DELLA BRIANZA,20200324,177,1749,LOMBARDIA,12
398,MONZA E DELLA BRIANZA,20200325,170,1919,LOMBARDIA,13
399,MONZA E DELLA BRIANZA,20200326,139,2058,LOMBARDIA,14
400,MONZA E DELLA BRIANZA,20200327,188,2246,LOMBARDIA,15
401,MONZA E DELLA BRIANZA,20200328,99,2345,LOMBARDIA,16
402,MONZA E DELLA BRIANZA,20200329,47,2392,LOMBARDIA,17
403,MONZA E DELLA BRIANZA,20200330,104,2496,LOMBARDIA,18
404,MONZA E DELLA BRIANZA,20200331,104,2600,LOMBARDIA,19
405,MONZA E DELLA BRIANZA,20200401,134,2734,LOMBARDIA,20
406,MONZA E DELLA BRIANZA,20200402,63,2797,LOMBARDIA,21
407,MONZA E DELLA BRIANZA,20200403,139,2936,LOMBARDIA,22
408,PAVIA,20200220,1,1,LOMBARDIA,23
409,PAVIA,20200221,1,2,LOMBARDIA,24
410,PAVIA,20200222,8,10,LOMBARDIA,25
411,PAVIA,20200223,15,25,LOMBARDIA,26
412,PAVIA,20200224,9,34,LOMBARDIA,27
413,PAVIA,20200225,11,45,LOMBARDIA,28
414,PAVIA,20200226,8,53,LOMBARDIA,29
415,PAVIA,20200227,6,59,LOMBARDIA,30
416,PAVIA,20200228,11,70,LOMBARDIA,31
417,PAVIA,20200229,16,86,LOMBARDIA,32
418,PAVIA,20200301,19,105,LOMBARDIA,33
419,PAVIA,20200302,24,129,LOMBARDIA,34
420,PAVIA,20200303,27,156,LOMBARDIA,35
421,PAVIA,20200304,18,174,LOMBARDIA,36
422,PAVIA,20200305,40,214,LOMBARDIA,37
423,PAVIA,20200306,45,259,LOMBARDIA,38
424,PAVIA,20200307,45,304,LOMBARDIA,39
425,PAVIA,20200308,53,357,LOMBARDIA,40
426,PAVIA,20200309,66,423,LOMBARDIA,41
427,PAVIA,20200310,68,491,LOMBARDIA,42
428,PAVIA,20200311,92,583,LOMBARDIA,43
429,PAVIA,20200312,70,653,LOMBARDIA,44
430,PAVIA,20200313,83,736,LOMBARDIA,45
431,PAVIA,20200314,80,816,LOMBARDIA,46
432,PAVIA,20200315,67,883,LOMBARDIA,47
433,PAVIA,20200316,103,986,LOMBARDIA,48
434,PAVIA,20200317,89,1075,LOMBARDIA,49
435,PAVIA,20200318,84,1159,LOMBARDIA,50
16,BERGAMO,20200307,265,1708,LOMBARDIA,51
17,BERGAMO,20200308,202,1910,LOMBARDIA,52
18,BERGAMO,20200309,357,2267,LOMBARDIA,53
19,BERGAMO,20200310,329,2596,LOMBARDIA,54
20,BERGAMO,20200311,390,2986,LOMBARDIA,55
21,BERGAMO,20200312,420,3406,LOMBARDIA,56
22,BERGAMO,20200313,486,3892,LOMBARDIA,57
23,BERGAMO,20200314,364,4256,LOMBARDIA,58
24,BERGAMO,20200315,305,4561,LOMBARDIA,59
25,BERGAMO,20200316,391,4952,LOMBARDIA,60
26,BERGAMO,20200317,476,5428,LOMBARDIA,61
27,BERGAMO,20200318,449,5877,LOMBARDIA,62
28,BERGAMO,20200319,408,6285,LOMBARDIA,63
