OBJECTID,PROVINCIA,DATA_RICEVIMENTO_TAMPONE,NUM_TAMP,INCREMENTO,REGIONE,ObjectId2
242,COMO,20200507,24,3505,LOMBARDIA,1
243,COMO,20200508,26,3531,LOMBARDIA,2
244,COMO,20200509,14,3545,LOMBARDIA,3
245,COMO,20200510,3,3548,LOMBARDIA,4
246,COMO,20200511,14,3562,LOMBARDIA,5
247,COMO,20200512,25,3587,LOMBARDIA,6
248,COMO,20200513,25,3612,LOMBARDIA,7
249,COMO,20200514,8,3620,LOMBARDIA,8
250,COMO,20200515,5,3625,LOMBARDIA,9
251,COMO,20200516,5,3630,LOMBARDIA,10
252,CREMONA,20200221,3,3,LOMBARDIA,11
253,CREMONA,20200222,8,11,LOMBARDIA,12
254,CREMONA,20200223,18,29,LOMBARDIA,13
255,CREMONA,20200224,25,54,LOMBARDIA,14
256,CREMONA,20200225,21,75,LOMBARDIA,15
257,CREMONA,20200226,26,101,LOMBARDIA,16
258,CREMONA,20200227,30,131,LOMBARDIA,17
259,CREMONA,20200228,36,167,LOMBARDIA,18
260,CREMONA,20200229,20,187,LOMBARDIA,19
261,CREMONA,20200301,39,226,LOMBARDIA,20
262,CREMONA,20200302,63,289,LOMBARDIA,21
263,CREMONA,20200303,71,360,LOMBARDIA,22
264,CREMONA,20200304,101,461,LOMBARDIA,23
265,CREMONA,20200305,144,605,LOMBARDIA,24
266,CREMONA,20200306,165,770,LOMBARDIA,25
267,CREMONA,20200307,69,839,LOMBARDIA,26
268,CREMONA,20200308,116,955,LOMBARDIA,27
269,CREMONA,20200309,178,1133,LOMBARDIA,28
270,CREMONA,20200310,134,1267,LOMBARDIA,29
271,CREMONA,20200311,115,1382,LOMBARDIA,30
272,CREMONA,20200312,153,1535,LOMBARDIA,31
273,CREMONA,20200313,247,1782,LOMBARDIA,32
274,CREMONA,20200314,138,1920,LOMBARDIA,33
275,CREMONA,20200315,89,2009,LOMBARDIA,34
276,CREMONA,20200316,133,2142,LOMBARDIA,35
277,CREMONA,20200317,133,2275,LOMBARDIA,36
278,CREMONA,20200318,91,2366,LOMBARDIA,37
279,CREMONA,20200319,161,2527,LOMBARDIA,38
280,CREMONA,20200320,155,2682,LOMBARDIA,39
281,CREMONA,20200321,83,2765,LOMBARDIA,40
282,CREMONA,20200322,40,2805,LOMBARDIA,41
283,CREMONA,20200323,147,2952,LOMBARDIA,42
284,CREMONA,20200324,136,3088,LOMBARDIA,43
285,CREMONA,20200325,138,3226,LOMBARDIA,44
286,CREMONA,20200326,161,3387,LOMBARDIA,45
287,CREMONA,20200327,210,3597,LOMBARDIA,46
288,CREMONA,20200328,92,3689,LOMBARDIA,47
289,CREMONA,20200329,34,3723,LOMBARDIA,48
290,CREMONA,20200330,109,3832,LOMBARDIA,49
291,CREMONA,20200331,105,3937,LOMBARDIA,50
492,LECCO,20200505,25,2418,LOMBARDIA,51
493,LECCO,20200506,45,2463,LOMBARDIA,52
494,LECCO,20200507,13,2476,LOMBARDIA,53
495,LECCO,20200508,32,2508,LOMBARDIA,54
496,LECCO,20200509,34,2542,LOMBARDIA,55
497,LECCO,20200510,15,2557,LOMBARDIA,56
498,LECCO,20200511,27,2584,LOMBARDIA,57
499,LECCO,20200512,13,2597,LOMBARDIA,58
500,LECCO,20200513,19,2616,LOMBARDIA,59
501,LECCO,20200514,16,2632,LOMBARDIA,60
502,LECCO,20200515,4,2636,LOMBARDIA,61
503,LECCO,20200516,10,2646,LOMBARDIA,62
504,LODI,20200220,2,2,LOMBARDIA,63
505,LODI,20200221,24,26,LOMBARDIA,64
506,LODI,20200222,19,45,LOMBARDIA,65
507,LODI,20200223,13,58,LOMBARDIA,66
508,LODI,20200224,10,68,LOMBARDIA,67
509,LODI,20200225,26,94,LOMBARDIA,68
510,LODI,20200226,17,111,LOMBARDIA,69
511,LODI,20200227,32,143,LOMBARDIA,70
512,LODI,20200228,37,180,LOMBARDIA,71
513,LODI,20200229,78,258,LOMBARDIA,72
514,LODI,20200301,78,336,LOMBARDIA,73
515,LODI,20200302,92,428,LOMBARDIA,74
516,LODI,20200303,55,483,LOMBARDIA,75
517,LODI,20200304,86,569,LOMBARDIA,76
518,LODI,20200305,80,649,LOMBARDIA,77
519,LODI,20200306,51,700,LOMBARDIA,78
520,LODI,20200307,22,722,LOMBARDIA,79
521,LODI,20200308,73,795,LOMBARDIA,80
522,LODI,20200309,66,861,LOMBARDIA,81
523,LODI,20200310,54,915,LOMBARDIA,82
524,LODI,20200311,55,970,LOMBARDIA,83
525,LODI,20200312,89,1059,LOMBARDIA,84
526,LODI,20200313,51,1110,LOMBARDIA,85
527,LODI,20200314,21,1131,LOMBARDIA,86
528,LODI,20200315,38,1169,LOMBARDIA,87
529,LODI,20200316,150,1319,LOMBARDIA,88
530,LODI,20200317,95,1414,LOMBARDIA,89
531,LODI,20200318,79,1493,LOMBARDIA,90
532,LODI,20200319,69,1562,LOMBARDIA,91
533,LODI,20200320,76,1638,LOMBARDIA,92
534,LODI,20200321,25,1663,LOMBARDIA,93
535,LODI,20200322,19,1682,LOMBARDIA,94
536,LODI,20200323,74,1756,LOMBARDIA,95
537,LODI,20200324,41,1797,LOMBARDIA,96
538,LODI,20200325,54,1851,LOMBARDIA,97
539,LODI,20200326,59,1910,LOMBARDIA,98
540,LODI,20200327,53,1963,LOMBARDIA,99
541,LODI,20200328,33,1996,LOMBARDIA,100
342,IGNOTA,20200227,1,7,LOMBARDIA,101
343,IGNOTA,20200228,5,12,LOMBARDIA,102
344,IGNOTA,20200229,7,19,LOMBARDIA,103
345,IGNOTA,20200301,3,22,LOMBARDIA,104
346,IGNOTA,20200302,12,34,LOMBARDIA,105
347,IGNOTA,20200303,14,48,LOMBARDIA,106
