OBJECTID,PROVINCIA,DATA_RICEVIMENTO_TAMPONE,NUM_TAMP,INCREMENTO,REGIONE,ObjectId2
570,PAVIA,20200413,28,3310,LOMBARDIA,1
571,PAVIA,20200414,6,3316,LOMBARDIA,2
572,SONDRIO,20200223,1,1,LOMBARDIA,3
573,SONDRIO,20200225,2,3,LOMBARDIA,4
574,SONDRIO,20200303,1,4,LOMBARDIA,5
575,SONDRIO,20200305,3,7,LOMBARDIA,6
576,SONDRIO,20200307,2,9,LOMBARDIA,7
577,SONDRIO,20200308,3,12,LOMBARDIA,8
578,SONDRIO,20200309,1,13,LOMBARDIA,9
579,SONDRIO,20200310,14,27,LOMBARDIA,10
580,SONDRIO,20200311,7,34,LOMBARDIA,11
581,SONDRIO,20200312,8,42,LOMBARDIA,12
582,SONDRIO,20200313,10,52,LOMBARDIA,13
583,SONDRIO,20200314,4,56,LOMBARDIA,14
584,SONDRIO,20200315,17,73,LOMBARDIA,15
585,SONDRIO,20200316,14,87,LOMBARDIA,16
586,SONDRIO,20200317,27,114,LOMBARDIA,17
587,SONDRIO,20200318,34,148,LOMBARDIA,18
588,SONDRIO,20200319,20,168,LOMBARDIA,19
589,SONDRIO,20200320,37,205,LOMBARDIA,20
590,SONDRIO,20200321,11,216,LOMBARDIA,21
591,SONDRIO,20200322,15,231,LOMBARDIA,22
592,SONDRIO,20200323,28,259,LOMBARDIA,23
593,SONDRIO,20200324,21,280,LOMBARDIA,24
594,SONDRIO,20200325,15,295,LOMBARDIA,25
595,SONDRIO,20200326,40,335,LOMBARDIA,26
596,SONDRIO,20200327,25,360,LOMBARDIA,27
597,SONDRIO,20200328,13,373,LOMBARDIA,28
598,SONDRIO,20200329,11,384,LOMBARDIA,29
599,SONDRIO,20200330,38,422,LOMBARDIA,30
600,SONDRIO,20200331,10,432,LOMBARDIA,31
601,SONDRIO,20200401,25,457,LOMBARDIA,32
602,SONDRIO,20200402,26,483,LOMBARDIA,33
603,SONDRIO,20200403,28,511,LOMBARDIA,34
604,SONDRIO,20200404,16,527,LOMBARDIA,35
605,SONDRIO,20200405,49,576,LOMBARDIA,36
606,SONDRIO,20200406,14,590,LOMBARDIA,37
607,SONDRIO,20200407,22,612,LOMBARDIA,38
608,SONDRIO,20200408,9,621,LOMBARDIA,39
609,SONDRIO,20200409,22,643,LOMBARDIA,40
610,SONDRIO,20200410,24,667,LOMBARDIA,41
611,SONDRIO,20200411,69,736,LOMBARDIA,42
612,SONDRIO,20200412,106,842,LOMBARDIA,43
613,SONDRIO,20200413,17,859,LOMBARDIA,44
614,VARESE,20200225,2,2,LOMBARDIA,45
615,VARESE,20200226,1,3,LOMBARDIA,46
616,VARESE,20200227,1,4,LOMBARDIA,47
617,VARESE,20200228,1,5,LOMBARDIA,48
618,VARESE,20200229,1,6,LOMBARDIA,49
619,VARESE,20200301,3,9,LOMBARDIA,50
107,BRESCIA,20200414,71,11187,LOMBARDIA,51
108,COMO,20200225,1,1,LOMBARDIA,52
109,COMO,20200227,1,2,LOMBARDIA,53
110,COMO,20200229,2,4,LOMBARDIA,54
111,COMO,20200301,4,8,LOMBARDIA,55
112,COMO,20200302,3,11,LOMBARDIA,56
113,COMO,20200303,6,17,LOMBARDIA,57
114,COMO,20200304,4,21,LOMBARDIA,58
115,COMO,20200305,15,36,LOMBARDIA,59
116,COMO,20200306,4,40,LOMBARDIA,60
117,COMO,20200307,8,48,LOMBARDIA,61
118,COMO,20200308,15,63,LOMBARDIA,62
119,COMO,20200309,17,80,LOMBARDIA,63
120,COMO,20200310,29,109,LOMBARDIA,64
121,COMO,20200311,26,135,LOMBARDIA,65
122,COMO,20200312,30,165,LOMBARDIA,66
123,COMO,20200313,36,201,LOMBARDIA,67
124,COMO,20200314,36,237,LOMBARDIA,68
125,COMO,20200315,31,268,LOMBARDIA,69
126,COMO,20200316,46,314,LOMBARDIA,70
127,COMO,20200317,42,356,LOMBARDIA,71
128,COMO,20200318,46,402,LOMBARDIA,72
129,COMO,20200319,68,470,LOMBARDIA,73
130,COMO,20200320,68,538,LOMBARDIA,74
131,COMO,20200321,60,598,LOMBARDIA,75
132,COMO,20200322,29,627,LOMBARDIA,76
133,COMO,20200323,71,698,LOMBARDIA,77
134,COMO,20200324,50,748,LOMBARDIA,78
135,COMO,20200325,71,819,LOMBARDIA,79
136,COMO,20200326,74,893,LOMBARDIA,80
137,COMO,20200327,73,966,LOMBARDIA,81
138,COMO,20200328,86,1052,LOMBARDIA,82
139,COMO,20200329,28,1080,LOMBARDIA,83
140,COMO,20200330,48,1128,LOMBARDIA,84
