OBJECTID,PROVINCIA,DATA_RICEVIMENTO_TAMPONE,NUM_TAMP,INCREMENTO,REGIONE,ObjectId2
196,IGNOTA,20200317,58,452,LOMBARDIA,1
197,IGNOTA,20200318,31,483,LOMBARDIA,2
198,IGNOTA,20200319,43,526,LOMBARDIA,3
199,IGNOTA,20200320,45,571,LOMBARDIA,4
200,IGNOTA,20200321,18,589,LOMBARDIA,5
201,IGNOTA,20200322,23,612,LOMBARDIA,6
202,IGNOTA,20200323,38,650,LOMBARDIA,7
203,IGNOTA,20200324,53,703,LOMBARDIA,8
204,IGNOTA,20200325,45,748,LOMBARDIA,9
205,IGNOTA,20200326,58,806,LOMBARDIA,10
206,IGNOTA,20200327,44,850,LOMBARDIA,11
207,IGNOTA,20200328,21,871,LOMBARDIA,12
208,IGNOTA,20200329,16,887,LOMBARDIA,13
209,IGNOTA,20200330,44,931,LOMBARDIA,14
210,IGNOTA,20200331,34,965,LOMBARDIA,15
211,IGNOTA,20200401,44,1009,LOMBARDIA,16
212,IGNOTA,20200402,36,1045,LOMBARDIA,17
213,IGNOTA,20200403,38,1083,LOMBARDIA,18
214,IGNOTA,20200404,26,1109,LOMBARDIA,19
215,IGNOTA,20200405,23,1132,LOMBARDIA,20
216,LECCO,20200224,1,1,LOMBARDIA,21
217,LECCO,20200225,1,2,LOMBARDIA,22
218,LECCO,20200228,1,3,LOMBARDIA,23
219,LECCO,20200229,2,5,LOMBARDIA,24
220,LECCO,20200301,1,6,LOMBARDIA,25
221,LECCO,20200302,1,7,LOMBARDIA,26
222,LECCO,20200303,9,16,LOMBARDIA,27
223,LECCO,20200304,12,28,LOMBARDIA,28
224,LECCO,20200305,14,42,LOMBARDIA,29
225,LECCO,20200306,29,71,LOMBARDIA,30
226,LECCO,20200307,36,107,LOMBARDIA,31
227,LECCO,20200308,28,135,LOMBARDIA,32
228,LECCO,20200309,49,184,LOMBARDIA,33
229,LECCO,20200310,55,239,LOMBARDIA,34
230,LECCO,20200311,46,285,LOMBARDIA,35
231,LECCO,20200312,78,363,LOMBARDIA,36
232,LECCO,20200313,75,438,LOMBARDIA,37
233,LECCO,20200314,60,498,LOMBARDIA,38
234,LECCO,20200315,49,547,LOMBARDIA,39
235,LECCO,20200316,69,616,LOMBARDIA,40
236,LECCO,20200317,80,696,LOMBARDIA,41
237,LECCO,20200318,60,756,LOMBARDIA,42
238,LECCO,20200319,75,831,LOMBARDIA,43
239,LECCO,20200320,88,919,LOMBARDIA,44
240,LECCO,20200321,52,971,LOMBARDIA,45
241,LECCO,20200322,45,1016,LOMBARDIA,46
242,LECCO,20200323,65,1081,LOMBARDIA,47
243,LECCO,20200324,88,1169,LOMBARDIA,48
