OBJECTID,PROVINCIA,DATA_RICEVIMENTO_TAMPONE,NUM_TAMP,INCREMENTO,REGIONE,ObjectId2
195,CREMONA,20200406,81,4233,LOMBARDIA,1
196,CREMONA,20200407,113,4346,LOMBARDIA,2
197,CREMONA,20200408,110,4456,LOMBARDIA,3
198,CREMONA,20200409,130,4586,LOMBARDIA,4
199,CREMONA,20200410,58,4644,LOMBARDIA,5
200,CREMONA,20200411,13,4657,LOMBARDIA,6
201,CREMONA,20200412,477,5134,LOMBARDIA,7
202,IGNOTA,20200222,1,1,LOMBARDIA,8
203,IGNOTA,20200223,1,2,LOMBARDIA,9
204,IGNOTA,20200225,2,4,LOMBARDIA,10
205,IGNOTA,20200226,2,6,LOMBARDIA,11
206,IGNOTA,20200227,1,7,LOMBARDIA,12
207,IGNOTA,20200228,5,12,LOMBARDIA,13
208,IGNOTA,20200229,7,19,LOMBARDIA,14
209,IGNOTA,20200301,4,23,LOMBARDIA,15
210,IGNOTA,20200302,13,36,LOMBARDIA,16
211,IGNOTA,20200303,14,50,LOMBARDIA,17
212,IGNOTA,20200304,9,59,LOMBARDIA,18
213,IGNOTA,20200305,21,80,LOMBARDIA,19
214,IGNOTA,20200306,9,89,LOMBARDIA,20
215,IGNOTA,20200307,12,101,LOMBARDIA,21
216,IGNOTA,20200308,12,113,LOMBARDIA,22
217,IGNOTA,20200309,27,140,LOMBARDIA,23
218,IGNOTA,20200310,50,190,LOMBARDIA,24
219,IGNOTA,20200311,26,216,LOMBARDIA,25
220,IGNOTA,20200312,37,253,LOMBARDIA,26
221,IGNOTA,20200313,24,277,LOMBARDIA,27
222,IGNOTA,20200314,25,302,LOMBARDIA,28
223,IGNOTA,20200315,28,330,LOMBARDIA,29
224,IGNOTA,20200316,35,365,LOMBARDIA,30
225,IGNOTA,20200317,50,415,LOMBARDIA,31
226,IGNOTA,20200318,25,440,LOMBARDIA,32
227,IGNOTA,20200319,42,482,LOMBARDIA,33
228,IGNOTA,20200320,47,529,LOMBARDIA,34
229,IGNOTA,20200321,17,546,LOMBARDIA,35
230,IGNOTA,20200322,19,565,LOMBARDIA,36
231,IGNOTA,20200323,45,610,LOMBARDIA,37
232,IGNOTA,20200324,50,660,LOMBARDIA,38
233,IGNOTA,20200325,36,696,LOMBARDIA,39
234,IGNOTA,20200326,58,754,LOMBARDIA,40
235,IGNOTA,20200327,43,797,LOMBARDIA,41
236,IGNOTA,20200328,22,819,LOMBARDIA,42
237,IGNOTA,20200329,15,834,LOMBARDIA,43
238,IGNOTA,20200330,40,874,LOMBARDIA,44
239,IGNOTA,20200331,29,903,LOMBARDIA,45
240,IGNOTA,20200401,44,947,LOMBARDIA,46
241,IGNOTA,20200402,41,988,LOMBARDIA,47
242,IGNOTA,20200403,44,1032,LOMBARDIA,48
243,IGNOTA,20200404,21,1053,LOMBARDIA,49
244,IGNOTA,20200405,14,1067,LOMBARDIA,50
495,MONZA E DELLA BRIANZA,20200409,99,3521,LOMBARDIA,51
496,MONZA E DELLA BRIANZA,20200410,79,3600,LOMBARDIA,52
497,MONZA E DELLA BRIANZA,20200411,22,3622,LOMBARDIA,53
498,MONZA E DELLA BRIANZA,20200412,100,3722,LOMBARDIA,54
499,PAVIA,20200221,1,1,LOMBARDIA,55
500,PAVIA,20200222,1,2,LOMBARDIA,56
501,PAVIA,20200223,8,10,LOMBARDIA,57
502,PAVIA,20200224,5,15,LOMBARDIA,58
503,PAVIA,20200225,5,20,LOMBARDIA,59
504,PAVIA,20200226,16,36,LOMBARDIA,60
505,PAVIA,20200227,17,53,LOMBARDIA,61
506,PAVIA,20200228,12,65,LOMBARDIA,62
507,PAVIA,20200229,13,78,LOMBARDIA,63
508,PAVIA,20200301,11,89,LOMBARDIA,64
509,PAVIA,20200302,15,104,LOMBARDIA,65
510,PAVIA,20200303,26,130,LOMBARDIA,66
511,PAVIA,20200304,17,147,LOMBARDIA,67
512,PAVIA,20200305,25,172,LOMBARDIA,68
513,PAVIA,20200306,34,206,LOMBARDIA,69
514,PAVIA,20200307,27,233,LOMBARDIA,70
515,PAVIA,20200308,24,257,LOMBARDIA,71
516,PAVIA,20200309,71,328,LOMBARDIA,72
517,PAVIA,20200310,63,391,LOMBARDIA,73
518,PAVIA,20200311,71,462,LOMBARDIA,74
519,PAVIA,20200312,52,514,LOMBARDIA,75
520,PAVIA,20200313,71,585,LOMBARDIA,76
521,PAVIA,20200314,62,647,LOMBARDIA,77
522,PAVIA,20200315,53,700,LOMBARDIA,78
523,PAVIA,20200316,88,788,LOMBARDIA,79
524,PAVIA,20200317,76,864,LOMBARDIA,80
525,PAVIA,20200318,100,964,LOMBARDIA,81
526,PAVIA,20200319,96,1060,LOMBARDIA,82
527,PAVIA,20200320,108,1168,LOMBARDIA,83
528,PAVIA,20200321,62,1230,LOMBARDIA,84
529,PAVIA,20200322,87,1317,LOMBARDIA,85
530,PAVIA,20200323,160,1477,LOMBARDIA,86
531,PAVIA,20200324,145,1622,LOMBARDIA,87
532,PAVIA,20200325,116,1738,LOMBARDIA,88
533,PAVIA,20200326,98,1836,LOMBARDIA,89
534,PAVIA,20200327,95,1931,LOMBARDIA,90
535,PAVIA,20200328,67,1998,LOMBARDIA,91
536,PAVIA,20200329,53,2051,LOMBARDIA,92
537,PAVIA,20200330,114,2165,LOMBARDIA,93
538,PAVIA,20200331,98,2263,LOMBARDIA,94
539,PAVIA,20200401,130,2393,LOMBARDIA,95
540,PAVIA,20200402,93,2486,LOMBARDIA,96
541,PAVIA,20200403,138,2624,LOMBARDIA,97
542,PAVIA,20200404,59,2683,LOMBARDIA,98
543,PAVIA,20200405,28,2711,LOMBARDIA,99
544,PAVIA,20200406,91,2802,LOMBARDIA,100
245,IGNOTA,20200406,37,1104,LOMBARDIA,101
246,IGNOTA,20200407,33,1137,LOMBARDIA,102
247,IGNOTA,20200408,33,1170,LOMBARDIA,103
248,IGNOTA,20200409,44,1214,LOMBARDIA,104
249,IGNOTA,20200410,38,1252,LOMBARDIA,105
250,IGNOTA,20200411,13,1265,LOMBARDIA,106
251,IGNOTA,20200412,18,1283,LOMBARDIA,107
252,LECCO,20200224,1,1,LOMBARDIA,108
253,LECCO,20200225,1,2,LOMBARDIA,109
254,LECCO,20200227,1,3,LOMBARDIA,110
255,LECCO,20200228,1,4,LOMBARDIA,111
256,LECCO,20200229,1,5,LOMBARDIA,112
257,LECCO,20200301,4,9,LOMBARDIA,113
258,LECCO,20200302,2,11,LOMBARDIA,114
259,LECCO,20200303,5,16,LOMBARDIA,115
260,LECCO,20200304,10,26,LOMBARDIA,116
261,LECCO,20200305,17,43,LOMBARDIA,117
262,LECCO,20200306,26,69,LOMBARDIA,118
263,LECCO,20200307,33,102,LOMBARDIA,119
264,LECCO,20200308,15,117,LOMBARDIA,120
265,LECCO,20200309,35,152,LOMBARDIA,121
266,LECCO,20200310,27,179,LOMBARDIA,122
267,LECCO,20200311,35,214,LOMBARDIA,123
268,LECCO,20200312,68,282,LOMBARDIA,124
269,LECCO,20200313,61,343,LOMBARDIA,125
270,LECCO,20200314,63,406,LOMBARDIA,126
271,LECCO,20200315,43,449,LOMBARDIA,127
272,LECCO,20200316,57,506,LOMBARDIA,128
273,LECCO,20200317,97,603,LOMBARDIA,129
274,LECCO,20200318,66,669,LOMBARDIA,130
275,LECCO,20200319,76,745,LOMBARDIA,131
276,LECCO,20200320,88,833,LOMBARDIA,132
277,LECCO,20200321,62,895,LOMBARDIA,133
278,LECCO,20200322,42,937,LOMBARDIA,134
279,LECCO,20200323,105,1042,LOMBARDIA,135
280,LECCO,20200324,107,1149,LOMBARDIA,136
281,LECCO,20200325,63,1212,LOMBARDIA,137
282,LECCO,20200326,101,1313,LOMBARDIA,138
283,LECCO,20200327,73,1386,LOMBARDIA,139
284,LECCO,20200328,46,1432,LOMBARDIA,140
285,LECCO,20200329,32,1464,LOMBARDIA,141
286,LECCO,20200330,47,1511,LOMBARDIA,142
287,LECCO,20200331,43,1554,LOMBARDIA,143
288,LECCO,20200401,43,1597,LOMBARDIA,144
289,LECCO,20200402,53,1650,LOMBARDIA,145
290,LECCO,20200403,40,1690,LOMBARDIA,146
291,LECCO,20200404,23,1713,LOMBARDIA,147
292,LECCO,20200405,19,1732,LOMBARDIA,148
293,LECCO,20200406,39,1771,LOMBARDIA,149
294,LECCO,20200407,52,1823,LOMBARDIA,150
445,MILANO,20200409,711,13332,LOMBARDIA,151
395,MANTOVA,20200410,68,2470,LOMBARDIA,152
446,MILANO,20200410,648,13980,LOMBARDIA,153
396,MANTOVA,20200411,41,2511,LOMBARDIA,154
447,MILANO,20200411,153,14133,LOMBARDIA,155
397,MANTOVA,20200412,111,2622,LOMBARDIA,156
448,MILANO,20200412,26,14159,LOMBARDIA,157
398,MILANO,20200221,1,1,LOMBARDIA,158
449,MONZA E DELLA BRIANZA,20200221,1,1,LOMBARDIA,159
399,MILANO,20200223,2,3,LOMBARDIA,160
450,MONZA E DELLA BRIANZA,20200223,2,3,LOMBARDIA,161
400,MILANO,20200224,6,9,LOMBARDIA,162
451,MONZA E DELLA BRIANZA,20200224,1,4,LOMBARDIA,163
401,MILANO,20200225,7,16,LOMBARDIA,164
452,MONZA E DELLA BRIANZA,20200226,1,5,LOMBARDIA,165
402,MILANO,20200226,7,23,LOMBARDIA,166
453,MONZA E DELLA BRIANZA,20200227,1,6,LOMBARDIA,167
403,MILANO,20200227,11,34,LOMBARDIA,168
454,MONZA E DELLA BRIANZA,20200228,2,8,LOMBARDIA,169
404,MILANO,20200228,10,44,LOMBARDIA,170
455,MONZA E DELLA BRIANZA,20200229,3,11,LOMBARDIA,171
456,MONZA E DELLA BRIANZA,20200301,2,13,LOMBARDIA,172
405,MILANO,20200229,14,58,LOMBARDIA,173
295,LECCO,20200408,22,1845,LOMBARDIA,174
457,MONZA E DELLA BRIANZA,20200302,7,20,LOMBARDIA,175
296,LECCO,20200409,36,1881,LOMBARDIA,176
406,MILANO,20200301,21,79,LOMBARDIA,177
297,LECCO,20200410,26,1907,LOMBARDIA,178
458,MONZA E DELLA BRIANZA,20200303,12,32,LOMBARDIA,179
407,MILANO,20200302,35,114,LOMBARDIA,180
298,LECCO,20200411,2,1909,LOMBARDIA,181
459,MONZA E DELLA BRIANZA,20200304,14,46,LOMBARDIA,182
408,MILANO,20200303,44,158,LOMBARDIA,183
299,LECCO,20200412,3,1912,LOMBARDIA,184
460,MONZA E DELLA BRIANZA,20200305,15,61,LOMBARDIA,185
