OBJECTID,PROVINCIA,DATA_RICEVIMENTO_TAMPONE,NUM_TAMP,INCREMENTO,REGIONE,ObjectId2
589,MANTOVA,20200318,122,702,LOMBARDIA,1
590,MANTOVA,20200319,117,819,LOMBARDIA,2
591,MANTOVA,20200320,64,883,LOMBARDIA,3
592,MANTOVA,20200321,104,987,LOMBARDIA,4
593,MANTOVA,20200322,42,1029,LOMBARDIA,5
594,MANTOVA,20200323,128,1157,LOMBARDIA,6
595,MANTOVA,20200324,90,1247,LOMBARDIA,7
596,MANTOVA,20200325,94,1341,LOMBARDIA,8
597,MANTOVA,20200326,107,1448,LOMBARDIA,9
598,MANTOVA,20200327,109,1557,LOMBARDIA,10
599,MANTOVA,20200328,68,1625,LOMBARDIA,11
600,MANTOVA,20200329,38,1663,LOMBARDIA,12
601,MANTOVA,20200330,81,1744,LOMBARDIA,13
602,MANTOVA,20200331,69,1813,LOMBARDIA,14
603,MANTOVA,20200401,81,1894,LOMBARDIA,15
604,MANTOVA,20200402,69,1963,LOMBARDIA,16
605,MANTOVA,20200403,94,2057,LOMBARDIA,17
606,MANTOVA,20200404,32,2089,LOMBARDIA,18
607,MANTOVA,20200405,74,2163,LOMBARDIA,19
608,MANTOVA,20200406,83,2246,LOMBARDIA,20
609,MANTOVA,20200407,60,2306,LOMBARDIA,21
610,MANTOVA,20200408,91,2397,LOMBARDIA,22
611,MANTOVA,20200409,98,2495,LOMBARDIA,23
612,MANTOVA,20200410,79,2574,LOMBARDIA,24
613,MANTOVA,20200411,50,2624,LOMBARDIA,25
614,MANTOVA,20200412,8,2632,LOMBARDIA,26
615,MANTOVA,20200413,19,2651,LOMBARDIA,27
616,MANTOVA,20200414,33,2684,LOMBARDIA,28
617,MANTOVA,20200415,43,2727,LOMBARDIA,29
618,MANTOVA,20200416,51,2778,LOMBARDIA,30
619,MANTOVA,20200417,101,2879,LOMBARDIA,31
620,MANTOVA,20200418,29,2908,LOMBARDIA,32
621,MANTOVA,20200419,12,2920,LOMBARDIA,33
622,MANTOVA,20200420,56,2976,LOMBARDIA,34
623,MANTOVA,20200421,22,2998,LOMBARDIA,35
624,MANTOVA,20200422,46,3044,LOMBARDIA,36
625,MANTOVA,20200423,27,3071,LOMBARDIA,37
626,MANTOVA,20200424,18,3089,LOMBARDIA,38
627,MANTOVA,20200425,28,3117,LOMBARDIA,39
628,MANTOVA,20200426,4,3121,LOMBARDIA,40
629,MANTOVA,20200427,25,3146,LOMBARDIA,41
630,MANTOVA,20200428,14,3160,LOMBARDIA,42
631,MANTOVA,20200429,23,3183,LOMBARDIA,43
632,MANTOVA,20200430,13,3196,LOMBARDIA,44
633,MANTOVA,20200501,3,3199,LOMBARDIA,45
634,MANTOVA,20200502,4,3203,LOMBARDIA,46
635,MANTOVA,20200503,1,3204,LOMBARDIA,47
636,MANTOVA,20200504,10,3214,LOMBARDIA,48
637,MANTOVA,20200505,4,3218,LOMBARDIA,49
638,MANTOVA,20200506,15,3233,LOMBARDIA,50
789,MONZA E DELLA BRIANZA,20200424,78,4447,LOMBARDIA,51
790,MONZA E DELLA BRIANZA,20200425,54,4501,LOMBARDIA,52
791,MONZA E DELLA BRIANZA,20200426,41,4542,LOMBARDIA,53
792,MONZA E DELLA BRIANZA,20200427,41,4583,LOMBARDIA,54
793,MONZA E DELLA BRIANZA,20200428,40,4623,LOMBARDIA,55
794,MONZA E DELLA BRIANZA,20200429,55,4678,LOMBARDIA,56
795,MONZA E DELLA BRIANZA,20200430,43,4721,LOMBARDIA,57
796,MONZA E DELLA BRIANZA,20200501,29,4750,LOMBARDIA,58
797,MONZA E DELLA BRIANZA,20200502,10,4760,LOMBARDIA,59
798,MONZA E DELLA BRIANZA,20200503,14,4774,LOMBARDIA,60
799,MONZA E DELLA BRIANZA,20200504,42,4816,LOMBARDIA,61
800,MONZA E DELLA BRIANZA,20200505,66,4882,LOMBARDIA,62
801,MONZA E DELLA BRIANZA,20200506,41,4923,LOMBARDIA,63
802,MONZA E DELLA BRIANZA,20200507,37,4960,LOMBARDIA,64
803,MONZA E DELLA BRIANZA,20200508,29,4989,LOMBARDIA,65
804,MONZA E DELLA BRIANZA,20200509,9,4998,LOMBARDIA,66
805,MONZA E DELLA BRIANZA,20200510,4,5002,LOMBARDIA,67
806,MONZA E DELLA BRIANZA,20200511,33,5035,LOMBARDIA,68
807,MONZA E DELLA BRIANZA,20200512,32,5067,LOMBARDIA,69
