OBJECTID,PROVINCIA,DATA_RICEVIMENTO_TAMPONE,NUM_TAMP,INCREMENTO,REGIONE,ObjectId2
342,IGNOTA,20200222,1,1,LOMBARDIA,1
343,IGNOTA,20200223,1,2,LOMBARDIA,2
344,IGNOTA,20200225,2,4,LOMBARDIA,3
345,IGNOTA,20200226,2,6,LOMBARDIA,4
346,IGNOTA,20200227,1,7,LOMBARDIA,5
347,IGNOTA,20200228,5,12,LOMBARDIA,6
348,IGNOTA,20200229,7,19,LOMBARDIA,7
349,IGNOTA,20200301,3,22,LOMBARDIA,8
350,IGNOTA,20200302,12,34,LOMBARDIA,9
351,IGNOTA,20200303,14,48,LOMBARDIA,10
352,IGNOTA,20200304,9,57,LOMBARDIA,11
353,IGNOTA,20200305,21,78,LOMBARDIA,12
354,IGNOTA,20200306,9,87,LOMBARDIA,13
355,IGNOTA,20200307,11,98,LOMBARDIA,14
356,IGNOTA,20200308,13,111,LOMBARDIA,15
357,IGNOTA,20200309,28,139,LOMBARDIA,16
358,IGNOTA,20200310,50,189,LOMBARDIA,17
359,IGNOTA,20200311,26,215,LOMBARDIA,18
360,IGNOTA,20200312,36,251,LOMBARDIA,19
361,IGNOTA,20200313,25,276,LOMBARDIA,20
362,IGNOTA,20200314,26,302,LOMBARDIA,21
363,IGNOTA,20200315,28,330,LOMBARDIA,22
364,IGNOTA,20200316,35,365,LOMBARDIA,23
365,IGNOTA,20200317,51,416,LOMBARDIA,24
366,IGNOTA,20200318,25,441,LOMBARDIA,25
367,IGNOTA,20200319,41,482,LOMBARDIA,26
368,IGNOTA,20200320,46,528,LOMBARDIA,27
369,IGNOTA,20200321,17,545,LOMBARDIA,28
370,IGNOTA,20200322,19,564,LOMBARDIA,29
371,IGNOTA,20200323,43,607,LOMBARDIA,30
372,IGNOTA,20200324,45,652,LOMBARDIA,31
373,IGNOTA,20200325,34,686,LOMBARDIA,32
374,IGNOTA,20200326,57,743,LOMBARDIA,33
375,IGNOTA,20200327,36,779,LOMBARDIA,34
376,IGNOTA,20200328,18,797,LOMBARDIA,35
377,IGNOTA,20200329,14,811,LOMBARDIA,36
378,IGNOTA,20200330,39,850,LOMBARDIA,37
379,IGNOTA,20200331,29,879,LOMBARDIA,38
380,IGNOTA,20200401,45,924,LOMBARDIA,39
381,IGNOTA,20200402,39,963,LOMBARDIA,40
382,IGNOTA,20200403,44,1007,LOMBARDIA,41
383,IGNOTA,20200404,22,1029,LOMBARDIA,42
384,IGNOTA,20200405,13,1042,LOMBARDIA,43
385,IGNOTA,20200406,38,1080,LOMBARDIA,44
386,IGNOTA,20200407,34,1114,LOMBARDIA,45
387,IGNOTA,20200408,33,1147,LOMBARDIA,46
388,IGNOTA,20200409,30,1177,LOMBARDIA,47
389,IGNOTA,20200410,33,1210,LOMBARDIA,48
390,IGNOTA,20200411,22,1232,LOMBARDIA,49
391,IGNOTA,20200412,8,1240,LOMBARDIA,50
542,LODI,20200323,74,1756,LOMBARDIA,51
543,LODI,20200324,41,1797,LOMBARDIA,52
544,LODI,20200325,54,1851,LOMBARDIA,53
545,LODI,20200326,59,1910,LOMBARDIA,54
546,LODI,20200327,53,1963,LOMBARDIA,55
547,LODI,20200328,33,1996,LOMBARDIA,56
