date,nuoviCasiGiornalieri
2020-02-20T00:00:00,1
2020-02-21T00:00:00,0
2020-02-22T00:00:00,2
2020-02-23T00:00:00,2
2020-02-24T00:00:00,1
2020-02-25T00:00:00,1
2020-02-26T00:00:00,3
2020-02-27T00:00:00,11
2020-02-28T00:00:00,14
2020-02-29T00:00:00,6
2020-03-01T00:00:00,3
2020-03-02T00:00:00,11
2020-03-03T00:00:00,22
2020-03-04T00:00:00,37
2020-03-05T00:00:00,41
2020-03-06T00:00:00,81
2020-03-07T00:00:00,114
2020-03-08T00:00:00,107
2020-03-09T00:00:00,107
2020-03-10T00:00:00,118
2020-03-11T00:00:00,209
2020-03-12T00:00:00,234
2020-03-13T00:00:00,320
2020-03-14T00:00:00,345
2020-03-15T00:00:00,208
2020-03-16T00:00:00,373
2020-03-17T00:00:00,471
2020-03-18T00:00:00,497
2020-03-19T00:00:00,364
2020-03-20T00:00:00,391
2020-03-21T00:00:00,582
2020-03-22T00:00:00,556
2020-03-23T00:00:00,568
2020-03-24T00:00:00,439
2020-03-25T00:00:00,589
2020-03-26T00:00:00,425
2020-03-27T00:00:00,720
2020-03-28T00:00:00,612
2020-03-29T00:00:00,479
2020-03-30T00:00:00,448
2020-03-31T00:00:00,647
2020-04-01T00:00:00,558
2020-04-02T00:00:00,611
2020-04-03T00:00:00,529
2020-04-04T00:00:00,606
2020-04-05T00:00:00,666
2020-04-06T00:00:00,391
2020-04-07T00:00:00,439
2020-04-08T00:00:00,803
2020-04-09T00:00:00,666
2020-04-10T00:00:00,953
2020-04-11T00:00:00,752
2020-04-12T00:00:00,570
2020-04-13T00:00:00,415
2020-04-14T00:00:00,410
2020-04-15T00:00:00,793
2020-04-16T00:00:00,865
2020-04-17T00:00:00,549
2020-04-18T00:00:00,675
2020-04-19T00:00:00,301
2020-04-20T00:00:00,600
2020-04-21T00:00:00,671
2020-04-22T00:00:00,508
2020-04-23T00:00:00,642
2020-04-24T00:00:00,610
2020-04-25T00:00:00,446
2020-04-26T00:00:00,255
2020-04-27T00:00:00,225
2020-04-28T00:00:00,571
2020-04-29T00:00:00,442
2020-04-30T00:00:00,414
2020-05-01T00:00:00,293
2020-05-02T00:00:00,287
2020-05-03T00:00:00,133
2020-05-04T00:00:00,151
2020-05-05T00:00:00,154
2020-05-06T00:00:00,249
2020-05-07T00:00:00,205
2020-05-08T00:00:00,170
2020-05-09T00:00:00,180
2020-05-10T00:00:00,72
2020-05-11T00:00:00,75
2020-05-12T00:00:00,138
2020-05-13T00:00:00,142
2020-05-14T00:00:00,167
2020-05-15T00:00:00,116
2020-05-16T00:00:00,67
2020-05-17T00:00:00,56
2020-05-18T00:00:00,124
2020-05-19T00:00:00,117
2020-05-20T00:00:00,85
2020-05-21T00:00:00,95
2020-05-22T00:00:00,70
2020-05-23T00:00:00,67
2020-05-24T00:00:00,29
2020-05-25T00:00:00,52
2020-05-26T00:00:00,72
2020-05-27T00:00:00,48
2020-05-28T00:00:00,83
2020-05-29T00:00:00,65
2020-05-30T00:00:00,55
2020-05-31T00:00:00,31
2020-06-01T00:00:00,47
2020-06-02T00:00:00,17
2020-06-03T00:00:00,29
2020-06-04T00:00:00,29
2020-06-05T00:00:00,38
2020-06-06T00:00:00,13
2020-06-07T00:00:00,9
2020-06-08T00:00:00,24
2020-06-09T00:00:00,18
2020-06-10T00:00:00,44
2020-06-11T00:00:00,33
2020-06-12T00:00:00,22
2020-06-13T00:00:00,26
2020-06-14T00:00:00,9
2020-06-15T00:00:00,19
2020-06-16T00:00:00,38
2020-06-17T00:00:00,36
2020-06-18T00:00:00,19
2020-06-19T00:00:00,26
2020-06-20T00:00:00,24
2020-06-21T00:00:00,5
2020-06-22T00:00:00,5
2020-06-23T00:00:00,32
2020-06-24T00:00:00,15
2020-06-25T00:00:00,15
2020-06-26T00:00:00,15
2020-06-27T00:00:00,14
2020-06-28T00:00:00,2
2020-06-29T00:00:00,10
2020-06-30T00:00:00,14
2020-07-01T00:00:00,15
2020-07-02T00:00:00,13
2020-07-03T00:00:00,15
2020-07-04T00:00:00,17
2020-07-05T00:00:00,5
2020-07-06T00:00:00,7
