date,nuoviCasiGiornalieri
2020-02-20T00:00:00,1
2020-02-21T00:00:00,5
2020-02-22T00:00:00,15
2020-02-23T00:00:00,16
2020-02-24T00:00:00,10
2020-02-25T00:00:00,49
2020-02-26T00:00:00,40
2020-02-27T00:00:00,72
2020-02-28T00:00:00,39
2020-02-29T00:00:00,37
2020-03-01T00:00:00,22
2020-03-02T00:00:00,44
2020-03-03T00:00:00,49
2020-03-04T00:00:00,106
2020-03-05T00:00:00,89
2020-03-06T00:00:00,83
2020-03-07T00:00:00,115
2020-03-08T00:00:00,68
2020-03-09T00:00:00,180
2020-03-10T00:00:00,190
2020-03-11T00:00:00,229
2020-03-12T00:00:00,228
2020-03-13T00:00:00,367
2020-03-14T00:00:00,267
2020-03-15T00:00:00,242
2020-03-16T00:00:00,484
2020-03-17T00:00:00,598
2020-03-18T00:00:00,504
2020-03-19T00:00:00,558
2020-03-20T00:00:00,704
2020-03-21T00:00:00,406
2020-03-22T00:00:00,358
2020-03-23T00:00:00,624
2020-03-24T00:00:00,646
2020-03-25T00:00:00,529
2020-03-26T00:00:00,443
2020-03-27T00:00:00,407
2020-03-28T00:00:00,361
2020-03-29T00:00:00,263
2020-03-30T00:00:00,495
2020-03-31T00:00:00,601
2020-04-01T00:00:00,464
2020-04-02T00:00:00,387
2020-04-03T00:00:00,331
2020-04-04T00:00:00,274
2020-04-05T00:00:00,267
2020-04-06T00:00:00,425
2020-04-07T00:00:00,461
2020-04-08T00:00:00,617
2020-04-09T00:00:00,336
2020-04-10T00:00:00,275
2020-04-11T00:00:00,215
2020-04-12T00:00:00,89
2020-04-13T00:00:00,94
2020-04-14T00:00:00,303
2020-04-15T00:00:00,358
2020-04-16T00:00:00,421
2020-04-17T00:00:00,261
2020-04-18T00:00:00,256
2020-04-19T00:00:00,145
2020-04-20T00:00:00,210
2020-04-21T00:00:00,350
2020-04-22T00:00:00,201
2020-04-23T00:00:00,153
2020-04-24T00:00:00,162
2020-04-25T00:00:00,66
2020-04-26T00:00:00,71
2020-04-27T00:00:00,133
2020-04-28T00:00:00,146
2020-04-29T00:00:00,137
2020-04-30T00:00:00,136
2020-05-01T00:00:00,54
2020-05-02T00:00:00,66
2020-05-03T00:00:00,16
2020-05-04T00:00:00,105
2020-05-05T00:00:00,76
2020-05-06T00:00:00,70
2020-05-07T00:00:00,63
2020-05-08T00:00:00,58
2020-05-09T00:00:00,15
2020-05-10T00:00:00,8
2020-05-11T00:00:00,48
2020-05-12T00:00:00,37
2020-05-13T00:00:00,39
2020-05-14T00:00:00,29
2020-05-15T00:00:00,15
2020-05-16T00:00:00,45
2020-05-17T00:00:00,8
2020-05-18T00:00:00,18
2020-05-19T00:00:00,17
2020-05-20T00:00:00,16
2020-05-21T00:00:00,11
2020-05-22T00:00:00,16
2020-05-23T00:00:00,7
2020-05-24T00:00:00,3
2020-05-25T00:00:00,12
2020-05-26T00:00:00,15
2020-05-27T00:00:00,9
2020-05-28T00:00:00,3
2020-05-29T00:00:00,10
2020-05-30T00:00:00,4
2020-05-31T00:00:00,1
2020-06-01T00:00:00,6
2020-06-02T00:00:00,2
2020-06-03T00:00:00,8
2020-06-04T00:00:00,6
2020-06-05T00:00:00,6
2020-06-06T00:00:00,2
2020-06-07T00:00:00,1
2020-06-08T00:00:00,6
2020-06-09T00:00:00,8
2020-06-10T00:00:00,8
2020-06-11T00:00:00,18
2020-06-12T00:00:00,4
2020-06-13T00:00:00,5
2020-06-14T00:00:00,0
2020-06-15T00:00:00,5
2020-06-16T00:00:00,5
2020-06-17T00:00:00,2
2020-06-18T00:00:00,3
2020-06-19T00:00:00,9
2020-06-20T00:00:00,5
2020-06-21T00:00:00,1
2020-06-22T00:00:00,6
2020-06-23T00:00:00,7
2020-06-24T00:00:00,4
2020-06-25T00:00:00,5
2020-06-26T00:00:00,5
2020-06-27T00:00:00,4
2020-06-28T00:00:00,2
2020-06-29T00:00:00,12
2020-06-30T00:00:00,11
2020-07-01T00:00:00,5
2020-07-02T00:00:00,6
2020-07-03T00:00:00,5
2020-07-04T00:00:00,9
2020-07-05T00:00:00,5
2020-07-06T00:00:00,8
2020-07-07T00:00:00,16
2020-07-08T00:00:00,9
2020-07-09T00:00:00,17
2020-07-10T00:00:00,11
2020-07-11T00:00:00,14
2020-07-12T00:00:00,5
2020-07-13T00:00:00,21
2020-07-14T00:00:00,66
2020-07-15T00:00:00,25
2020-07-16T00:00:00,44
2020-07-17T00:00:00,51
2020-07-18T00:00:00,27
2020-07-19T00:00:00,33
2020-07-20T00:00:00,32
2020-07-21T00:00:00,23
2020-07-22T00:00:00,27
2020-07-23T00:00:00,33
2020-07-24T00:00:00,32
2020-07-25T00:00:00,18
2020-07-26T00:00:00,4
2020-07-27T00:00:00,50
2020-07-28T00:00:00,55
2020-07-29T00:00:00,174
2020-07-30T00:00:00,51
2020-07-31T00:00:00,57
2020-08-01T00:00:00,19
2020-08-02T00:00:00,9
2020-08-03T00:00:00,47
2020-08-04T00:00:00,55
2020-08-05T00:00:00,176
2020-08-06T00:00:00,68
2020-08-07T00:00:00,94
2020-08-08T00:00:00,39
2020-08-09T00:00:00,14
2020-08-10T00:00:00,69
2020-08-11T00:00:00,107
2020-08-12T00:00:00,104
2020-08-13T00:00:00,104
2020-08-14T00:00:00,104
2020-08-15T00:00:00,43
2020-08-16T00:00:00,44
2020-08-17T00:00:00,83
2020-08-18T00:00:00,166
2020-08-19T00:00:00,200
2020-08-20T00:00:00,158
2020-08-21T00:00:00,188
2020-08-22T00:00:00,108
2020-08-23T00:00:00,46
2020-08-24T00:00:00,149
2020-08-25T00:00:00,160
2020-08-26T00:00:00,152
2020-08-27T00:00:00,130
2020-08-28T00:00:00,189
2020-08-29T00:00:00,117
2020-08-30T00:00:00,49
2020-08-31T00:00:00,158
2020-09-01T00:00:00,169
2020-09-02T00:00:00,156
2020-09-03T00:00:00,157
2020-09-04T00:00:00,201
2020-09-05T00:00:00,122
2020-09-06T00:00:00,56
2020-09-07T00:00:00,123
2020-09-08T00:00:00,153
2020-09-09T00:00:00,178
2020-09-10T00:00:00,126
2020-09-11T00:00:00,152
2020-09-12T00:00:00,101
2020-09-13T00:00:00,45
2020-09-14T00:00:00,158
2020-09-15T00:00:00,170
2020-09-16T00:00:00,178
2020-09-17T00:00:00,173
2020-09-18T00:00:00,221
2020-09-19T00:00:00,114
2020-09-20T00:00:00,74
2020-09-21T00:00:00,164
2020-09-22T00:00:00,277
2020-09-23T00:00:00,214
2020-09-24T00:00:00,261
2020-09-25T00:00:00,261
2020-09-26T00:00:00,132
2020-09-27T00:00:00,97
2020-09-28T00:00:00,206
2020-09-29T00:00:00,376
2020-09-30T00:00:00,267
2020-10-01T00:00:00,294
2020-10-02T00:00:00,315
2020-10-03T00:00:00,239
2020-10-04T00:00:00,152
2020-10-05T00:00:00,378
2020-10-06T00:00:00,532
2020-10-07T00:00:00,530
2020-10-08T00:00:00,505
2020-10-09T00:00:00,551
2020-10-10T00:00:00,438
2020-10-11T00:00:00,206
2020-10-12T00:00:00,691
2020-10-13T00:00:00,702
2020-10-14T00:00:00,672
2020-10-15T00:00:00,815
2020-10-16T00:00:00,1003
2020-10-17T00:00:00,698
2020-10-18T00:00:00,359
2020-10-19T00:00:00,1144
2020-10-20T00:00:00,1465
2020-10-21T00:00:00,1587
2020-10-22T00:00:00,1683
2020-10-23T00:00:00,1925
2020-10-24T00:00:00,1463
2020-10-25T00:00:00,667
2020-10-26T00:00:00,2443
2020-10-27T00:00:00,2926
2020-10-28T00:00:00,2959
2020-10-29T00:00:00,2873
2020-10-30T00:00:00,2990
2020-10-31T00:00:00,2162
2020-11-01T00:00:00,1018
2020-11-02T00:00:00,3057
2020-11-03T00:00:00,3603
2020-11-04T00:00:00,3425
2020-11-05T00:00:00,3628
2020-11-06T00:00:00,3787
2020-11-07T00:00:00,2485
2020-11-08T00:00:00,1235
2020-11-09T00:00:00,3465
2020-11-10T00:00:00,3962
2020-11-11T00:00:00,3624
2020-11-12T00:00:00,3442
2020-11-13T00:00:00,3633
2020-11-14T00:00:00,2316
2020-11-15T00:00:00,1017
2020-11-16T00:00:00,3661
2020-11-17T00:00:00,4051
2020-11-18T00:00:00,3605
2020-11-19T00:00:00,3348
2020-11-20T00:00:00,3730
2020-11-21T00:00:00,2170
2020-11-22T00:00:00,1026
2020-11-23T00:00:00,3570
2020-11-24T00:00:00,3578
2020-11-25T00:00:00,3446
2020-11-26T00:00:00,3392
2020-11-27T00:00:00,3367
2020-11-28T00:00:00,2377
2020-11-29T00:00:00,1172
2020-11-30T00:00:00,3841
2020-12-01T00:00:00,3933
2020-12-02T00:00:00,3618
2020-12-03T00:00:00,3429
2020-12-04T00:00:00,4156
2020-12-05T00:00:00,2922
2020-12-06T00:00:00,1296
2020-12-07T00:00:00,4716
2020-12-08T00:00:00,2047
2020-12-09T00:00:00,5028
2020-12-10T00:00:00,5147
2020-12-11T00:00:00,4852
2020-12-12T00:00:00,3171
2020-12-13T00:00:00,1422
2020-12-14T00:00:00,4567
2020-12-15T00:00:00,4718
2020-12-16T00:00:00,3985
2020-12-17T00:00:00,3757
2020-12-18T00:00:00,4454
2020-12-19T00:00:00,3155
2020-12-20T00:00:00,1422
2020-12-21T00:00:00,4636
2020-12-22T00:00:00,4848
2020-12-23T00:00:00,4501
2020-12-24T00:00:00,4170
2020-12-25T00:00:00,1438
2020-12-26T00:00:00,1929
2020-12-27T00:00:00,1983
2020-12-28T00:00:00,4482
2020-12-29T00:00:00,5299
2020-12-30T00:00:00,4650
2020-12-31T00:00:00,3982
2021-01-01T00:00:00,1488
2021-01-02T00:00:00,2652
2021-01-03T00:00:00,1628
2021-01-04T00:00:00,4397
2021-01-05T00:00:00,4139
2021-01-06T00:00:00,1452
2021-01-07T00:00:00,3108
2021-01-08T00:00:00,2890
2021-01-09T00:00:00,1845
2021-01-10T00:00:00,922
2021-01-11T00:00:00,2319
2021-01-12T00:00:00,1787
2021-01-13T00:00:00,1502
2021-01-14T00:00:00,1447
2021-01-15T00:00:00,1490
2021-01-16T00:00:00,979
2021-01-17T00:00:00,523
2021-01-18T00:00:00,1606
2021-01-19T00:00:00,1118
2021-01-20T00:00:00,1049
2021-01-21T00:00:00,1056
2021-01-22T00:00:00,1073
2021-01-23T00:00:00,695
2021-01-24T00:00:00,406
2021-01-25T00:00:00,1278
2021-01-26T00:00:00,877
2021-01-27T00:00:00,812
2021-01-28T00:00:00,713
2021-01-29T00:00:00,775
2021-01-30T00:00:00,503
2021-01-31T00:00:00,277
2021-02-01T00:00:00,862
2021-02-02T00:00:00,684
2021-02-03T00:00:00,663
2021-02-04T00:00:00,703
2021-02-05T00:00:00,751
2021-02-06T00:00:00,455
2021-02-07T00:00:00,313
2021-02-08T00:00:00,978
2021-02-09T00:00:00,780
2021-02-10T00:00:00,693
2021-02-11T00:00:00,679
2021-02-12T00:00:00,673
2021-02-13T00:00:00,423
2021-02-14T00:00:00,235
2021-02-15T00:00:00,797
2021-02-16T00:00:00,756
2021-02-17T00:00:00,782
2021-02-18T00:00:00,874
2021-02-19T00:00:00,971
2021-02-20T00:00:00,788
2021-02-21T00:00:00,361
