date,nuoviCasiGiornalieri
2020-02-24T00:00:00,2
2020-02-25T00:00:00,2
2020-02-26T00:00:00,2
2020-02-27T00:00:00,2
2020-02-28T00:00:00,2
2020-02-29T00:00:00,1
2020-03-01T00:00:00,1
2020-03-02T00:00:00,8
2020-03-03T00:00:00,17
2020-03-04T00:00:00,20
2020-03-05T00:00:00,20
2020-03-06T00:00:00,23
2020-03-07T00:00:00,34
2020-03-08T00:00:00,46
2020-03-09T00:00:00,68
2020-03-10T00:00:00,50
2020-03-11T00:00:00,57
2020-03-12T00:00:00,106
2020-03-13T00:00:00,123
2020-03-14T00:00:00,162
2020-03-15T00:00:00,105
2020-03-16T00:00:00,179
2020-03-17T00:00:00,205
2020-03-18T00:00:00,248
2020-03-19T00:00:00,232
2020-03-20T00:00:00,305
2020-03-21T00:00:00,261
2020-03-22T00:00:00,159
2020-03-23T00:00:00,272
2020-03-24T00:00:00,286
2020-03-25T00:00:00,274
2020-03-26T00:00:00,255
2020-03-27T00:00:00,381
2020-03-28T00:00:00,227
2020-03-29T00:00:00,190
2020-03-30T00:00:00,379
2020-03-31T00:00:00,374
2020-04-01T00:00:00,336
2020-04-02T00:00:00,181
2020-04-03T00:00:00,225
2020-04-04T00:00:00,160
2020-04-05T00:00:00,83
2020-04-06T00:00:00,132
2020-04-07T00:00:00,170
2020-04-08T00:00:00,207
2020-04-09T00:00:00,219
2020-04-10T00:00:00,209
2020-04-11T00:00:00,138
2020-04-12T00:00:00,120
2020-04-13T00:00:00,117
2020-04-14T00:00:00,185
2020-04-15T00:00:00,186
2020-04-16T00:00:00,183
2020-04-17T00:00:00,142
2020-04-18T00:00:00,109
2020-04-19T00:00:00,71
2020-04-20T00:00:00,124
2020-04-21T00:00:00,100
2020-04-22T00:00:00,110
2020-04-23T00:00:00,89
2020-04-24T00:00:00,128
2020-04-25T00:00:00,33
2020-04-26T00:00:00,8
2020-04-27T00:00:00,63
2020-04-28T00:00:00,62
2020-04-29T00:00:00,71
2020-04-30T00:00:00,74
2020-05-01T00:00:00,28
2020-05-02T00:00:00,40
2020-05-03T00:00:00,19
2020-05-04T00:00:00,40
2020-05-05T00:00:00,44
2020-05-06T00:00:00,38
2020-05-07T00:00:00,28
2020-05-08T00:00:00,35
2020-05-09T00:00:00,23
2020-05-10T00:00:00,7
2020-05-11T00:00:00,18
2020-05-12T00:00:00,21
2020-05-13T00:00:00,19
2020-05-14T00:00:00,27
2020-05-15T00:00:00,34
2020-05-16T00:00:00,16
2020-05-17T00:00:00,3
2020-05-18T00:00:00,13
2020-05-19T00:00:00,16
2020-05-20T00:00:00,31
2020-05-21T00:00:00,19
2020-05-22T00:00:00,10
2020-05-23T00:00:00,10
2020-05-24T00:00:00,2
2020-05-25T00:00:00,8
2020-05-26T00:00:00,6
2020-05-27T00:00:00,3
2020-05-28T00:00:00,6
