date,nuoviCasiGiornalieri
2020-02-20T00:00:00,67
2020-02-21T00:00:00,94
2020-02-22T00:00:00,94
2020-02-23T00:00:00,115
2020-02-24T00:00:00,130
2020-02-25T00:00:00,205
2020-02-26T00:00:00,201
2020-02-27T00:00:00,226
2020-02-28T00:00:00,278
2020-02-29T00:00:00,261
2020-03-01T00:00:00,312
2020-03-02T00:00:00,477
2020-03-03T00:00:00,550
2020-03-04T00:00:00,642
2020-03-05T00:00:00,766
2020-03-06T00:00:00,844
2020-03-07T00:00:00,765
2020-03-08T00:00:00,750
2020-03-09T00:00:00,933
2020-03-10T00:00:00,1002
2020-03-11T00:00:00,1082
2020-03-12T00:00:00,1129
2020-03-13T00:00:00,1349
2020-03-14T00:00:00,1155
2020-03-15T00:00:00,1062
2020-03-16T00:00:00,1459
2020-03-17T00:00:00,1471
2020-03-18T00:00:00,1459
2020-03-19T00:00:00,1390
2020-03-20T00:00:00,1373
2020-03-21T00:00:00,1161
2020-03-22T00:00:00,1044
2020-03-23T00:00:00,1309
2020-03-24T00:00:00,1253
2020-03-25T00:00:00,1119
2020-03-26T00:00:00,1041
2020-03-27T00:00:00,1083
2020-03-28T00:00:00,814
2020-03-29T00:00:00,681
2020-03-30T00:00:00,822
2020-03-31T00:00:00,767
2020-04-01T00:00:00,734
2020-04-02T00:00:00,722
2020-04-03T00:00:00,620
2020-04-04T00:00:00,456
2020-04-05T00:00:00,364
2020-04-06T00:00:00,488
2020-04-07T00:00:00,422
2020-04-08T00:00:00,459
2020-04-09T00:00:00,445
2020-04-10T00:00:00,413
2020-04-11T00:00:00,332
2020-04-12T00:00:00,300
2020-04-13T00:00:00,276
2020-04-14T00:00:00,358
2020-04-15T00:00:00,317
2020-04-16T00:00:00,325
2020-04-17T00:00:00,289
2020-04-18T00:00:00,214
2020-04-19T00:00:00,151
2020-04-20T00:00:00,241
2020-04-21T00:00:00,223
2020-04-22T00:00:00,219
2020-04-23T00:00:00,206
2020-04-24T00:00:00,192
2020-04-25T00:00:00,149
2020-04-26T00:00:00,133
2020-04-27T00:00:00,173
2020-04-28T00:00:00,173
2020-04-29T00:00:00,149
2020-04-30T00:00:00,139
2020-05-01T00:00:00,112
2020-05-02T00:00:00,90
2020-05-03T00:00:00,70
2020-05-04T00:00:00,118
2020-05-05T00:00:00,107
2020-05-06T00:00:00,116
2020-05-07T00:00:00,103
2020-05-08T00:00:00,115
2020-05-09T00:00:00,69
2020-05-10T00:00:00,68
2020-05-11T00:00:00,99
2020-05-12T00:00:00,70
2020-05-13T00:00:00,77
2020-05-14T00:00:00,73
2020-05-15T00:00:00,60
2020-05-16T00:00:00,52
2020-05-17T00:00:00,50
2020-05-18T00:00:00,48
2020-05-19T00:00:00,59
2020-05-20T00:00:00,56
2020-05-21T00:00:00,37
2020-05-22T00:00:00,37
2020-05-23T00:00:00,34
