date,nuoviCasiGiornalieri
2020-02-20T00:00:00,92
2020-02-21T00:00:00,121
2020-02-22T00:00:00,106
2020-02-23T00:00:00,152
2020-02-24T00:00:00,191
2020-02-25T00:00:00,268
2020-02-26T00:00:00,276
2020-02-27T00:00:00,319
2020-02-28T00:00:00,379
2020-02-29T00:00:00,373
2020-03-01T00:00:00,444
2020-03-02T00:00:00,666
2020-03-03T00:00:00,818
2020-03-04T00:00:00,915
2020-03-05T00:00:00,1091
2020-03-06T00:00:00,1233
2020-03-07T00:00:00,1204
2020-03-08T00:00:00,1161
2020-03-09T00:00:00,1454
2020-03-10T00:00:00,1596
2020-03-11T00:00:00,1753
2020-03-12T00:00:00,1904
2020-03-13T00:00:00,2329
2020-03-14T00:00:00,1994
2020-03-15T00:00:00,1903
2020-03-16T00:00:00,2489
2020-03-17T00:00:00,2672
2020-03-18T00:00:00,2708
2020-03-19T00:00:00,2785
2020-03-20T00:00:00,2853
2020-03-21T00:00:00,2535
2020-03-22T00:00:00,2190
2020-03-23T00:00:00,2704
2020-03-24T00:00:00,2609
2020-03-25T00:00:00,2319
2020-03-26T00:00:00,2113
2020-03-27T00:00:00,2214
2020-03-28T00:00:00,1732
2020-03-29T00:00:00,1423
2020-03-30T00:00:00,1683
2020-03-31T00:00:00,1571
2020-04-01T00:00:00,1485
2020-04-02T00:00:00,1453
2020-04-03T00:00:00,1257
2020-04-04T00:00:00,1013
2020-04-05T00:00:00,835
2020-04-06T00:00:00,1010
2020-04-07T00:00:00,1012
2020-04-08T00:00:00,1032
2020-04-09T00:00:00,991
2020-04-10T00:00:00,898
2020-04-11T00:00:00,804
2020-04-12T00:00:00,660
2020-04-13T00:00:00,620
2020-04-14T00:00:00,837
2020-04-15T00:00:00,688
2020-04-16T00:00:00,696
2020-04-17T00:00:00,706
2020-04-18T00:00:00,569
2020-04-19T00:00:00,461
2020-04-20T00:00:00,647
2020-04-21T00:00:00,579
2020-04-22T00:00:00,586
2020-04-23T00:00:00,574
2020-04-24T00:00:00,541
2020-04-25T00:00:00,426
2020-04-26T00:00:00,349
2020-04-27T00:00:00,419
2020-04-28T00:00:00,415
2020-04-29T00:00:00,401
2020-04-30T00:00:00,351
2020-05-01T00:00:00,270
2020-05-02T00:00:00,235
2020-05-03T00:00:00,180
2020-05-04T00:00:00,284
2020-05-05T00:00:00,272
2020-05-06T00:00:00,281
2020-05-07T00:00:00,264
2020-05-08T00:00:00,274
2020-05-09T00:00:00,164
2020-05-10T00:00:00,154
2020-05-11T00:00:00,225
2020-05-12T00:00:00,177
2020-05-13T00:00:00,178
2020-05-14T00:00:00,186
2020-05-15T00:00:00,190
2020-05-16T00:00:00,134
2020-05-17T00:00:00,115
2020-05-18T00:00:00,147
2020-05-19T00:00:00,143
2020-05-20T00:00:00,138
2020-05-21T00:00:00,107
2020-05-22T00:00:00,111
2020-05-23T00:00:00,88
2020-05-24T00:00:00,81
2020-05-25T00:00:00,137
2020-05-26T00:00:00,103
2020-05-27T00:00:00,96
2020-05-28T00:00:00,76
2020-05-29T00:00:00,94
2020-05-30T00:00:00,80
2020-05-31T00:00:00,47
2020-06-01T00:00:00,97
2020-06-02T00:00:00,59
2020-06-03T00:00:00,79
2020-06-04T00:00:00,71
2020-06-05T00:00:00,78
2020-06-06T00:00:00,47
2020-06-07T00:00:00,42
2020-06-08T00:00:00,92
2020-06-09T00:00:00,62
2020-06-10T00:00:00,69
2020-06-11T00:00:00,51
2020-06-12T00:00:00,66
2020-06-13T00:00:00,58
2020-06-14T00:00:00,48
2020-06-15T00:00:00,64
2020-06-16T00:00:00,50
2020-06-17T00:00:00,56
2020-06-18T00:00:00,63
2020-06-19T00:00:00,68
2020-06-20T00:00:00,34
2020-06-21T00:00:00,40
2020-06-22T00:00:00,69
2020-06-23T00:00:00,50
2020-06-24T00:00:00,65
2020-06-25T00:00:00,64
2020-06-26T00:00:00,68
2020-06-27T00:00:00,37
2020-06-28T00:00:00,29
2020-06-29T00:00:00,69
2020-06-30T00:00:00,58
2020-07-01T00:00:00,49
2020-07-02T00:00:00,63
2020-07-03T00:00:00,69
2020-07-04T00:00:00,36
2020-07-05T00:00:00,47
2020-07-06T00:00:00,56
2020-07-07T00:00:00,45
2020-07-08T00:00:00,54
2020-07-09T00:00:00,44
2020-07-10T00:00:00,61
2020-07-11T00:00:00,45
2020-07-12T00:00:00,36
2020-07-13T00:00:00,57
2020-07-14T00:00:00,48
2020-07-15T00:00:00,52
2020-07-16T00:00:00,53
2020-07-17T00:00:00,74
2020-07-18T00:00:00,43
2020-07-19T00:00:00,35
2020-07-20T00:00:00,59
2020-07-21T00:00:00,66
2020-07-22T00:00:00,56
2020-07-23T00:00:00,59
2020-07-24T00:00:00,55
2020-07-25T00:00:00,58
2020-07-26T00:00:00,41
2020-07-27T00:00:00,50
2020-07-28T00:00:00,57
2020-07-29T00:00:00,50
2020-07-30T00:00:00,52
2020-07-31T00:00:00,71
2020-08-01T00:00:00,65
2020-08-02T00:00:00,48
2020-08-03T00:00:00,76
2020-08-04T00:00:00,59
2020-08-05T00:00:00,74
2020-08-06T00:00:00,52
2020-08-07T00:00:00,65
2020-08-08T00:00:00,56
2020-08-09T00:00:00,60
2020-08-10T00:00:00,78
2020-08-11T00:00:00,58
2020-08-12T00:00:00,87
2020-08-13T00:00:00,77
2020-08-14T00:00:00,80
2020-08-15T00:00:00,60
2020-08-16T00:00:00,62
2020-08-17T00:00:00,82
2020-08-18T00:00:00,100
2020-08-19T00:00:00,127
2020-08-20T00:00:00,76
2020-08-21T00:00:00,91
2020-08-22T00:00:00,111
2020-08-23T00:00:00,89
2020-08-24T00:00:00,117
2020-08-25T00:00:00,140
2020-08-26T00:00:00,143
2020-08-27T00:00:00,134
2020-08-28T00:00:00,135
2020-08-29T00:00:00,105
2020-08-30T00:00:00,113
2020-08-31T00:00:00,123
2020-09-01T00:00:00,151
2020-09-02T00:00:00,164
2020-09-03T00:00:00,179
2020-09-04T00:00:00,164
2020-09-05T00:00:00,147
2020-09-06T00:00:00,119
2020-09-07T00:00:00,200
2020-09-08T00:00:00,170
2020-09-09T00:00:00,179
2020-09-10T00:00:00,200
2020-09-11T00:00:00,187
2020-09-12T00:00:00,181
2020-09-13T00:00:00,173
2020-09-14T00:00:00,208
2020-09-15T00:00:00,228
2020-09-16T00:00:00,225
2020-09-17T00:00:00,233
2020-09-18T00:00:00,237
2020-09-19T00:00:00,189
2020-09-20T00:00:00,167
2020-09-21T00:00:00,239
2020-09-22T00:00:00,246
2020-09-23T00:00:00,241
2020-09-24T00:00:00,236
2020-09-25T00:00:00,259
2020-09-26T00:00:00,218
2020-09-27T00:00:00,190
2020-09-28T00:00:00,252
2020-09-29T00:00:00,276
2020-09-30T00:00:00,242
2020-10-01T00:00:00,316
2020-10-02T00:00:00,342
2020-10-03T00:00:00,355
2020-10-04T00:00:00,322
2020-10-05T00:00:00,423
2020-10-06T00:00:00,467
2020-10-07T00:00:00,461
2020-10-08T00:00:00,515
2020-10-09T00:00:00,549
2020-10-10T00:00:00,564
2020-10-11T00:00:00,585
2020-10-12T00:00:00,733
2020-10-13T00:00:00,806
2020-10-14T00:00:00,826
2020-10-15T00:00:00,936
2020-10-16T00:00:00,939
2020-10-17T00:00:00,1107
2020-10-18T00:00:00,1044
