date,nuoviCasiGiornalieri
2020-02-24T00:00:00,3
2020-02-25T00:00:00,0
2020-02-26T00:00:00,2
2020-02-27T00:00:00,1
2020-02-28T00:00:00,2
2020-02-29T00:00:00,0
2020-03-01T00:00:00,1
2020-03-02T00:00:00,8
2020-03-03T00:00:00,3
2020-03-04T00:00:00,4
2020-03-05T00:00:00,4
2020-03-06T00:00:00,9
2020-03-07T00:00:00,18
2020-03-08T00:00:00,5
2020-03-09T00:00:00,14
2020-03-10T00:00:00,25
2020-03-11T00:00:00,35
2020-03-12T00:00:00,18
2020-03-13T00:00:00,22
2020-03-14T00:00:00,30
2020-03-15T00:00:00,27
2020-03-16T00:00:00,50
2020-03-17T00:00:00,78
2020-03-18T00:00:00,84
2020-03-19T00:00:00,95
2020-03-20T00:00:00,130
2020-03-21T00:00:00,137
2020-03-22T00:00:00,128
2020-03-23T00:00:00,114
2020-03-24T00:00:00,127
2020-03-25T00:00:00,128
2020-03-26T00:00:00,115
2020-03-27T00:00:00,83
2020-03-28T00:00:00,87
2020-03-29T00:00:00,31
2020-03-30T00:00:00,88
2020-03-31T00:00:00,70
2020-04-01T00:00:00,49
2020-04-02T00:00:00,50
2020-04-03T00:00:00,39
2020-04-04T00:00:00,42
2020-04-05T00:00:00,22
2020-04-06T00:00:00,64
2020-04-07T00:00:00,94
2020-04-08T00:00:00,79
2020-04-09T00:00:00,72
2020-04-10T00:00:00,55
2020-04-11T00:00:00,34
2020-04-12T00:00:00,22
2020-04-13T00:00:00,23
2020-04-14T00:00:00,31
2020-04-15T00:00:00,38
2020-04-16T00:00:00,27
2020-04-17T00:00:00,32
2020-04-18T00:00:00,11
2020-04-19T00:00:00,8
2020-04-20T00:00:00,68
2020-04-21T00:00:00,25
2020-04-22T00:00:00,38
2020-04-23T00:00:00,19
2020-04-24T00:00:00,18
2020-04-25T00:00:00,9
2020-04-26T00:00:00,3
2020-04-27T00:00:00,16
2020-04-28T00:00:00,12
2020-04-29T00:00:00,16
2020-04-30T00:00:00,23
2020-05-01T00:00:00,4
2020-05-02T00:00:00,19
2020-05-03T00:00:00,4
2020-05-04T00:00:00,7
2020-05-05T00:00:00,14
2020-05-06T00:00:00,9
2020-05-07T00:00:00,9
2020-05-08T00:00:00,14
2020-05-09T00:00:00,10
2020-05-10T00:00:00,3
2020-05-11T00:00:00,8
2020-05-12T00:00:00,8
2020-05-13T00:00:00,6
2020-05-14T00:00:00,10
2020-05-15T00:00:00,3
2020-05-16T00:00:00,2
2020-05-17T00:00:00,5
2020-05-18T00:00:00,5
2020-05-19T00:00:00,5
2020-05-20T00:00:00,3
2020-05-21T00:00:00,0
2020-05-22T00:00:00,8
2020-05-23T00:00:00,5
2020-05-24T00:00:00,0
2020-05-25T00:00:00,11
2020-05-26T00:00:00,2
2020-05-27T00:00:00,5
2020-05-28T00:00:00,8
2020-05-29T00:00:00,3
2020-05-30T00:00:00,1
2020-05-31T00:00:00,1
2020-06-01T00:00:00,3
2020-06-02T00:00:00,1
2020-06-03T00:00:00,3
2020-06-04T00:00:00,1
2020-06-05T00:00:00,2
2020-06-06T00:00:00,4
2020-06-07T00:00:00,0
2020-06-08T00:00:00,2
2020-06-09T00:00:00,2
2020-06-10T00:00:00,2
2020-06-11T00:00:00,1
2020-06-12T00:00:00,3
2020-06-13T00:00:00,2
2020-06-14T00:00:00,0
2020-06-15T00:00:00,2
2020-06-16T00:00:00,3
2020-06-17T00:00:00,2
2020-06-18T00:00:00,2
2020-06-19T00:00:00,1
2020-06-20T00:00:00,2
2020-06-21T00:00:00,8
2020-06-22T00:00:00,18
2020-06-23T00:00:00,2
2020-06-24T00:00:00,3
2020-06-25T00:00:00,3
2020-06-26T00:00:00,3
2020-06-27T00:00:00,1
2020-06-28T00:00:00,0
2020-06-29T00:00:00,4
2020-06-30T00:00:00,5
2020-07-01T00:00:00,13
2020-07-02T00:00:00,2
2020-07-03T00:00:00,3
2020-07-04T00:00:00,2
2020-07-05T00:00:00,0
2020-07-06T00:00:00,2
2020-07-07T00:00:00,1
2020-07-08T00:00:00,2
2020-07-09T00:00:00,1
2020-07-10T00:00:00,2
2020-07-11T00:00:00,0
2020-07-12T00:00:00,3
2020-07-13T00:00:00,15
2020-07-14T00:00:00,1
2020-07-15T00:00:00,18
2020-07-16T00:00:00,5
2020-07-17T00:00:00,8
2020-07-18T00:00:00,0
2020-07-19T00:00:00,3
2020-07-20T00:00:00,8
2020-07-21T00:00:00,6
2020-07-22T00:00:00,10
2020-07-23T00:00:00,5
2020-07-24T00:00:00,13
2020-07-25T00:00:00,11
2020-07-26T00:00:00,7
2020-07-27T00:00:00,33
2020-07-28T00:00:00,9
2020-07-29T00:00:00,41
2020-07-30T00:00:00,20
2020-07-31T00:00:00,12
2020-08-01T00:00:00,5
2020-08-02T00:00:00,2
2020-08-03T00:00:00,21
2020-08-04T00:00:00,21
2020-08-05T00:00:00,29
2020-08-06T00:00:00,40
2020-08-07T00:00:00,72
2020-08-08T00:00:00,18
2020-08-09T00:00:00,31
2020-08-10T00:00:00,31
2020-08-11T00:00:00,28
2020-08-12T00:00:00,60
2020-08-13T00:00:00,21
2020-08-14T00:00:00,70
2020-08-15T00:00:00,21
2020-08-16T00:00:00,10
2020-08-17T00:00:00,35
2020-08-18T00:00:00,42
2020-08-19T00:00:00,46
2020-08-20T00:00:00,51
2020-08-21T00:00:00,35
2020-08-22T00:00:00,32
2020-08-23T00:00:00,60
2020-08-24T00:00:00,35
2020-08-25T00:00:00,48
2020-08-26T00:00:00,101
2020-08-27T00:00:00,48
2020-08-28T00:00:00,36
2020-08-29T00:00:00,24
2020-08-30T00:00:00,25
2020-08-31T00:00:00,73
2020-09-01T00:00:00,67
2020-09-02T00:00:00,57
2020-09-03T00:00:00,125
2020-09-04T00:00:00,93
2020-09-05T00:00:00,63
2020-09-06T00:00:00,36
2020-09-07T00:00:00,71
2020-09-08T00:00:00,101
2020-09-09T00:00:00,117
2020-09-10T00:00:00,98
2020-09-11T00:00:00,82
2020-09-12T00:00:00,65
2020-09-13T00:00:00,74
2020-09-14T00:00:00,85
2020-09-15T00:00:00,99
2020-09-16T00:00:00,107
2020-09-17T00:00:00,121
2020-09-18T00:00:00,91
2020-09-19T00:00:00,146
2020-09-20T00:00:00,57
2020-09-21T00:00:00,141
2020-09-22T00:00:00,106
2020-09-23T00:00:00,182
2020-09-24T00:00:00,124
2020-09-25T00:00:00,114
2020-09-26T00:00:00,95
2020-09-27T00:00:00,79
2020-09-28T00:00:00,180
2020-09-29T00:00:00,162
2020-09-30T00:00:00,158
2020-10-01T00:00:00,158
2020-10-02T00:00:00,180
2020-10-03T00:00:00,175
2020-10-04T00:00:00,116
2020-10-05T00:00:00,209
2020-10-06T00:00:00,234
2020-10-07T00:00:00,318
2020-10-08T00:00:00,300
2020-10-09T00:00:00,375
2020-10-10T00:00:00,385
2020-10-11T00:00:00,217
2020-10-12T00:00:00,390
2020-10-13T00:00:00,546
2020-10-14T00:00:00,525
2020-10-15T00:00:00,509
2020-10-16T00:00:00,518
2020-10-17T00:00:00,477
2020-10-18T00:00:00,303
2020-10-19T00:00:00,625
2020-10-20T00:00:00,659
2020-10-21T00:00:00,1064
2020-10-22T00:00:00,839
2020-10-23T00:00:00,901
2020-10-24T00:00:00,756
2020-10-25T00:00:00,651
2020-10-26T00:00:00,1062
2020-10-27T00:00:00,932
2020-10-28T00:00:00,1120
2020-10-29T00:00:00,1020
2020-10-30T00:00:00,1238
2020-10-31T00:00:00,950
2020-11-01T00:00:00,611
2020-11-02T00:00:00,1513
2020-11-03T00:00:00,1546
2020-11-04T00:00:00,1712
2020-11-05T00:00:00,1748
2020-11-06T00:00:00,1648
2020-11-07T00:00:00,1474
2020-11-08T00:00:00,1196
2020-11-09T00:00:00,2073
2020-11-10T00:00:00,1514
2020-11-11T00:00:00,1665
2020-11-12T00:00:00,1498
2020-11-13T00:00:00,1839
2020-11-14T00:00:00,1504
2020-11-15T00:00:00,1435
2020-11-16T00:00:00,2000
2020-11-17T00:00:00,1917
2020-11-18T00:00:00,2026
2020-11-19T00:00:00,1893
2020-11-20T00:00:00,1368
2020-11-21T00:00:00,1345
2020-11-22T00:00:00,775
2020-11-23T00:00:00,1582
2020-11-24T00:00:00,1559
2020-11-25T00:00:00,1462
2020-11-26T00:00:00,1346
2020-11-27T00:00:00,1326
2020-11-28T00:00:00,1047
2020-11-29T00:00:00,524
2020-11-30T00:00:00,1341
2020-12-01T00:00:00,975
2020-12-02T00:00:00,941
2020-12-03T00:00:00,910
2020-12-04T00:00:00,965
2020-12-05T00:00:00,947
2020-12-06T00:00:00,608
2020-12-07T00:00:00,942
2020-12-08T00:00:00,441
2020-12-09T00:00:00,834
2020-12-10T00:00:00,809
2020-12-11T00:00:00,781
2020-12-12T00:00:00,769
2020-12-13T00:00:00,458
2020-12-14T00:00:00,1031
2020-12-15T00:00:00,790
2020-12-16T00:00:00,940
2020-12-17T00:00:00,921
2020-12-18T00:00:00,916
2020-12-19T00:00:00,774
2020-12-20T00:00:00,626
2020-12-21T00:00:00,1043
2020-12-22T00:00:00,1071
2020-12-23T00:00:00,971
2020-12-24T00:00:00,1028
2020-12-25T00:00:00,383
2020-12-26T00:00:00,757
2020-12-27T00:00:00,865
2020-12-28T00:00:00,1463
2020-12-29T00:00:00,1380
2020-12-30T00:00:00,1785
2020-12-31T00:00:00,1325
2021-01-01T00:00:00,458
2021-01-02T00:00:00,1373
2021-01-03T00:00:00,1139
2021-01-04T00:00:00,2122
2021-01-05T00:00:00,2082
2021-01-06T00:00:00,1288
2021-01-07T00:00:00,2241
2021-01-08T00:00:00,1742
2021-01-09T00:00:00,1725
2021-01-10T00:00:00,1250
2021-01-11T00:00:00,1868
2021-01-12T00:00:00,1707
2021-01-13T00:00:00,1780
2021-01-14T00:00:00,1704
2021-01-15T00:00:00,1702
2021-01-16T00:00:00,1146
2021-01-17T00:00:00,1020
2021-01-18T00:00:00,1514
2021-01-19T00:00:00,1346
2021-01-20T00:00:00,1397
2021-01-21T00:00:00,1184
2021-01-22T00:00:00,1193
2021-01-23T00:00:00,1084
2021-01-24T00:00:00,717
2021-01-25T00:00:00,1209
2021-01-26T00:00:00,979
2021-01-27T00:00:00,957
2021-01-28T00:00:00,705
2021-01-29T00:00:00,815
2021-01-30T00:00:00,863
2021-01-31T00:00:00,527
2021-02-01T00:00:00,844
2021-02-02T00:00:00,781
2021-02-03T00:00:00,683
2021-02-04T00:00:00,674
2021-02-05T00:00:00,702
2021-02-06T00:00:00,587
2021-02-07T00:00:00,440
2021-02-08T00:00:00,644
2021-02-09T00:00:00,570
2021-02-10T00:00:00,492
2021-02-11T00:00:00,531
2021-02-12T00:00:00,449
2021-02-13T00:00:00,484
2021-02-14T00:00:00,401
2021-02-15T00:00:00,480
2021-02-16T00:00:00,419
2021-02-17T00:00:00,446
2021-02-18T00:00:00,402
2021-02-19T00:00:00,455
2021-02-20T00:00:00,495
2021-02-21T00:00:00,388
2021-02-22T00:00:00,501
2021-02-23T00:00:00,565
2021-02-24T00:00:00,500
2021-02-25T00:00:00,487
2021-02-26T00:00:00,583
2021-02-27T00:00:00,491
2021-02-28T00:00:00,418
2021-03-01T00:00:00,544
2021-03-02T00:00:00,547
2021-03-03T00:00:00,555
2021-03-04T00:00:00,616
2021-03-05T00:00:00,637
2021-03-06T00:00:00,596
2021-03-07T00:00:00,427
2021-03-08T00:00:00,696
2021-03-09T00:00:00,682
2021-03-10T00:00:00,677
2021-03-11T00:00:00,640
2021-03-12T00:00:00,617
2021-03-13T00:00:00,780
2021-03-14T00:00:00,468
2021-03-15T00:00:00,777
2021-03-16T00:00:00,784
2021-03-17T00:00:00,805
2021-03-18T00:00:00,878
2021-03-19T00:00:00,793
2021-03-20T00:00:00,718
2021-03-21T00:00:00,508
2021-03-22T00:00:00,909
2021-03-23T00:00:00,1004
2021-03-24T00:00:00,869
2021-03-25T00:00:00,997
2021-03-26T00:00:00,1097
2021-03-27T00:00:00,951
2021-03-28T00:00:00,740
2021-03-29T00:00:00,964
2021-03-30T00:00:00,1308
2021-03-31T00:00:00,1066
2021-04-01T00:00:00,1180
2021-04-02T00:00:00,1283
2021-04-03T00:00:00,1360
2021-04-04T00:00:00,536
2021-04-05T00:00:00,648
2021-04-06T00:00:00,1231
2021-04-07T00:00:00,1346
