date,nuoviCasiGiornalieri
2020-02-22T00:00:00,7
2020-02-23T00:00:00,11
2020-02-24T00:00:00,6
2020-02-25T00:00:00,40
2020-02-26T00:00:00,89
2020-02-27T00:00:00,42
2020-02-28T00:00:00,45
2020-02-29T00:00:00,50
2020-03-01T00:00:00,54
2020-03-02T00:00:00,96
2020-03-03T00:00:00,169
2020-03-04T00:00:00,150
2020-03-05T00:00:00,234
2020-03-06T00:00:00,215
2020-03-07T00:00:00,221
2020-03-08T00:00:00,202
2020-03-09T00:00:00,307
2020-03-10T00:00:00,320
2020-03-11T00:00:00,364
2020-03-12T00:00:00,522
2020-03-13T00:00:00,652
2020-03-14T00:00:00,540
2020-03-15T00:00:00,381
2020-03-16T00:00:00,608
2020-03-17T00:00:00,713
2020-03-18T00:00:00,791
2020-03-19T00:00:00,827
2020-03-20T00:00:00,912
2020-03-21T00:00:00,677
2020-03-22T00:00:00,541
2020-03-23T00:00:00,741
2020-03-24T00:00:00,758
2020-03-25T00:00:00,634
2020-03-26T00:00:00,747
2020-03-27T00:00:00,620
2020-03-28T00:00:00,537
2020-03-29T00:00:00,351
2020-03-30T00:00:00,552
2020-03-31T00:00:00,728
2020-04-01T00:00:00,529
2020-04-02T00:00:00,611
2020-04-03T00:00:00,526
2020-04-04T00:00:00,477
2020-04-05T00:00:00,349
2020-04-06T00:00:00,323
2020-04-07T00:00:00,409
2020-04-08T00:00:00,567
2020-04-09T00:00:00,423
2020-04-10T00:00:00,612
2020-04-11T00:00:00,400
2020-04-12T00:00:00,177
2020-04-13T00:00:00,364
2020-04-14T00:00:00,370
2020-04-15T00:00:00,377
2020-04-16T00:00:00,266
2020-04-17T00:00:00,408
2020-04-18T00:00:00,378
2020-04-19T00:00:00,194
2020-04-20T00:00:00,287
2020-04-21T00:00:00,331
2020-04-22T00:00:00,251
2020-04-23T00:00:00,183
2020-04-24T00:00:00,298
2020-04-25T00:00:00,241
2020-04-26T00:00:00,157
2020-04-27T00:00:00,225
2020-04-28T00:00:00,202
2020-04-29T00:00:00,233
2020-04-30T00:00:00,221
2020-05-01T00:00:00,140
2020-05-02T00:00:00,107
2020-05-03T00:00:00,103
2020-05-04T00:00:00,88
2020-05-05T00:00:00,104
2020-05-06T00:00:00,120
2020-05-07T00:00:00,117
2020-05-08T00:00:00,105
2020-05-09T00:00:00,74
2020-05-10T00:00:00,36
2020-05-11T00:00:00,72
2020-05-12T00:00:00,57
2020-05-13T00:00:00,81
2020-05-14T00:00:00,64
2020-05-15T00:00:00,60
2020-05-16T00:00:00,48
2020-05-17T00:00:00,30
2020-05-18T00:00:00,62
2020-05-19T00:00:00,44
2020-05-20T00:00:00,52
2020-05-21T00:00:00,53
2020-05-22T00:00:00,49
2020-05-23T00:00:00,30
2020-05-24T00:00:00,15
2020-05-25T00:00:00,36
2020-05-26T00:00:00,52
2020-05-27T00:00:00,36
2020-05-28T00:00:00,40
2020-05-29T00:00:00,32
2020-05-30T00:00:00,13
2020-05-31T00:00:00,10
2020-06-01T00:00:00,20
2020-06-02T00:00:00,12
2020-06-03T00:00:00,16
2020-06-04T00:00:00,17
2020-06-05T00:00:00,27
2020-06-06T00:00:00,18
2020-06-07T00:00:00,11
2020-06-08T00:00:00,31
2020-06-09T00:00:00,23
