date,regione,deceduti,ricoveri,sintomatici,terapia_intensiva
2021-06-16T00:00:00,calabria,1,2,5,0
2021-06-17T00:00:00,calabria,1,2,9,0
2021-06-18T00:00:00,calabria,1,1,5,0
2021-06-19T00:00:00,calabria,0,4,5,1
2021-06-20T00:00:00,calabria,0,1,4,0
2021-06-21T00:00:00,calabria,0,3,8,0
2021-06-22T00:00:00,calabria,0,3,11,0
2021-06-23T00:00:00,calabria,1,1,5,0
2021-06-24T00:00:00,calabria,1,1,6,1
2021-06-25T00:00:00,calabria,0,1,7,0
2021-06-26T00:00:00,calabria,0,2,8,0
2021-06-27T00:00:00,calabria,0,2,5,0
2021-06-28T00:00:00,calabria,,0,6,0
2021-06-29T00:00:00,calabria,,1,6,0
2021-06-30T00:00:00,calabria,,3,5,0
2021-07-01T00:00:00,calabria,,1,4,0
2021-07-02T00:00:00,calabria,,2,5,
2020-01-29T00:00:00,campania,,,1,
2020-01-30T00:00:00,campania,,,0,
2020-01-31T00:00:00,campania,,,0,
2020-02-01T00:00:00,campania,,,0,
2020-02-02T00:00:00,campania,,,0,
2020-02-03T00:00:00,campania,,,0,
2020-02-04T00:00:00,campania,,,0,
2020-02-05T00:00:00,campania,,,0,
2020-02-06T00:00:00,campania,,,0,
2020-02-07T00:00:00,campania,,,0,
2020-02-08T00:00:00,campania,,,0,
2020-02-09T00:00:00,campania,,,0,
2020-02-10T00:00:00,campania,,,0,
2020-02-11T00:00:00,campania,,,0,
2020-02-12T00:00:00,campania,,,0,
2020-02-13T00:00:00,campania,,,0,
2020-02-14T00:00:00,campania,,,0,
2020-02-15T00:00:00,campania,,,0,
2020-02-16T00:00:00,campania,,,0,
2020-02-17T00:00:00,campania,,,0,
2020-02-18T00:00:00,campania,,,0,
2020-02-19T00:00:00,campania,,,0,
2020-02-20T00:00:00,campania,,,1,
2020-02-21T00:00:00,campania,,,0,
2020-02-22T00:00:00,campania,,1,5,
2020-02-23T00:00:00,campania,,1,0,
2020-02-24T00:00:00,campania,,0,6,
2020-02-25T00:00:00,campania,,1,9,
2020-02-26T00:00:00,campania,,0,7,
2020-02-27T00:00:00,campania,,1,8,
2020-02-28T00:00:00,campania,,0,9,
2020-02-29T00:00:00,campania,,1,9,
2020-03-01T00:00:00,campania,,6,12,
2020-03-02T00:00:00,campania,,0,13,
2020-03-03T00:00:00,campania,,7,21,
2020-03-04T00:00:00,campania,,9,17,1
2020-03-05T00:00:00,campania,1,4,27,0
2020-03-06T00:00:00,campania,0,10,21,1
2020-03-07T00:00:00,campania,1,8,34,2
2020-03-08T00:00:00,campania,0,5,34,1
2020-03-09T00:00:00,campania,0,6,52,0
2020-03-10T00:00:00,campania,1,14,56,2
2020-03-11T00:00:00,campania,0,6,50,0
2020-03-12T00:00:00,campania,1,18,58,4
2020-03-13T00:00:00,campania,2,19,64,3
2020-03-14T00:00:00,campania,2,14,53,1
2020-03-15T00:00:00,campania,3,27,76,1
2020-03-16T00:00:00,campania,2,24,55,2
2020-03-17T00:00:00,campania,3,29,74,6
2020-03-18T00:00:00,campania,6,31,80,3
2020-03-19T00:00:00,campania,2,27,68,3
2020-03-20T00:00:00,campania,2,24,94,10
2020-03-21T00:00:00,campania,8,27,73,4
2020-03-22T00:00:00,campania,12,27,80,2
2020-03-23T00:00:00,campania,6,30,67,6
2020-03-24T00:00:00,campania,9,33,76,4
2020-03-25T00:00:00,campania,11,40,56,7
2020-03-26T00:00:00,campania,9,28,83,1
2020-03-27T00:00:00,campania,7,41,84,4
2020-03-28T00:00:00,campania,6,35,80,3
2020-03-29T00:00:00,campania,12,13,41,1
2020-03-30T00:00:00,campania,6,32,58,4
2020-03-31T00:00:00,campania,10,27,42,3
2020-04-01T00:00:00,campania,6,23,61,1
2020-04-02T00:00:00,campania,11,14,29,2
2020-04-03T00:00:00,campania,7,28,34,3
2020-04-04T00:00:00,campania,6,10,42,3
2020-04-05T00:00:00,campania,13,13,26,3
2020-04-06T00:00:00,campania,11,11,33,3
2020-04-07T00:00:00,campania,3,9,38,0
2020-04-08T00:00:00,campania,4,14,41,3
2020-04-09T00:00:00,campania,4,8,35,0
2020-04-10T00:00:00,campania,9,4,34,1
2020-04-11T00:00:00,campania,7,8,31,0
2020-04-12T00:00:00,campania,7,7,34,0
2020-04-13T00:00:00,campania,3,7,17,0
2020-04-14T00:00:00,campania,6,9,24,4
2020-04-15T00:00:00,campania,6,3,14,2
2020-04-16T00:00:00,campania,5,4,17,0
2020-04-17T00:00:00,campania,9,5,19,0
2020-04-18T00:00:00,campania,6,6,24,1
2020-04-19T00:00:00,campania,6,4,15,1
2020-04-20T00:00:00,campania,4,7,17,0
2020-04-21T00:00:00,campania,5,8,11,1
2020-04-22T00:00:00,campania,5,6,9,0
2020-04-23T00:00:00,campania,3,4,9,1
2020-04-24T00:00:00,campania,3,2,4,0
2020-04-25T00:00:00,campania,2,1,3,0
2020-04-26T00:00:00,campania,1,0,6,0
2020-04-27T00:00:00,campania,0,3,7,0
2020-04-28T00:00:00,campania,1,5,7,0
2020-04-29T00:00:00,campania,3,2,4,0
2020-04-30T00:00:00,campania,1,5,5,0
2020-05-01T00:00:00,campania,0,0,7,0
2020-05-02T00:00:00,campania,0,0,1,0
2020-05-03T00:00:00,campania,1,1,7,1
2020-05-04T00:00:00,campania,0,1,7,0
2020-05-05T00:00:00,campania,0,1,4,1
2020-05-06T00:00:00,campania,3,1,6,0
2020-05-07T00:00:00,campania,0,4,5,0
2020-05-08T00:00:00,campania,2,3,5,0
2020-05-09T00:00:00,campania,2,2,7,0
2020-05-10T00:00:00,campania,0,3,1,0
2020-05-11T00:00:00,campania,4,3,4,0
2020-05-12T00:00:00,campania,0,3,3,0
2020-05-13T00:00:00,campania,0,0,3,0
2020-05-14T00:00:00,campania,0,0,3,0
2020-05-15T00:00:00,campania,0,1,0,0
2020-05-16T00:00:00,campania,1,0,2,0
2020-05-17T00:00:00,campania,1,0,1,0
2020-05-18T00:00:00,campania,0,2,0,0
2020-05-19T00:00:00,campania,1,1,1,0
2020-05-20T00:00:00,campania,0,0,0,1
2020-05-21T00:00:00,campania,3,1,1,1
2020-05-22T00:00:00,campania,0,0,1,0
2020-05-23T00:00:00,campania,1,0,1,0
2020-05-24T00:00:00,campania,0,0,1,0
2020-05-25T00:00:00,campania,0,2,3,0
2020-05-26T00:00:00,campania,0,0,2,0
2020-05-27T00:00:00,campania,0,2,0,0
2020-05-28T00:00:00,campania,0,0,0,0
2020-05-29T00:00:00,campania,2,0,0,0
2020-05-30T00:00:00,campania,0,0,0,0
2020-05-31T00:00:00,campania,0,0,0,0
2020-06-01T00:00:00,campania,2,0,0,0
2020-06-02T00:00:00,campania,0,0,0,0
2020-06-03T00:00:00,campania,1,0,0,0
2020-06-04T00:00:00,campania,0,0,1,1
2020-06-05T00:00:00,campania,0,1,1,0
2020-06-06T00:00:00,campania,0,1,0,0
2020-06-07T00:00:00,campania,0,0,1,0
2020-06-08T00:00:00,campania,1,0,0,0
2020-06-09T00:00:00,campania,0,0,1,0
2020-06-10T00:00:00,campania,2,0,0,0
2020-06-11T00:00:00,campania,0,0,1,0
2020-06-12T00:00:00,campania,0,0,0,0
2020-06-13T00:00:00,campania,0,0,0,0
2020-06-14T00:00:00,campania,0,0,1,0
2020-06-15T00:00:00,campania,0,0,0,0
2020-06-16T00:00:00,campania,0,0,0,0
2020-06-17T00:00:00,campania,0,0,0,0
2020-06-18T00:00:00,campania,0,1,0,0
2020-06-19T00:00:00,campania,0,1,1,0
2020-06-20T00:00:00,campania,0,0,1,0
2020-06-21T00:00:00,campania,0,1,4,0
2020-06-22T00:00:00,campania,0,1,1,0
2020-06-23T00:00:00,campania,0,0,1,0
2020-06-24T00:00:00,campania,0,3,0,0
2020-06-25T00:00:00,campania,0,15,1,0
2020-06-26T00:00:00,campania,0,0,1,0
2020-06-27T00:00:00,campania,0,1,5,0
2020-06-28T00:00:00,campania,0,0,0,0
2020-06-29T00:00:00,campania,0,0,0,0
2020-06-30T00:00:00,campania,0,1,1,0
2020-07-01T00:00:00,campania,0,0,1,0
2020-07-02T00:00:00,campania,0,7,2,0
2020-07-03T00:00:00,campania,0,4,1,0
2020-07-04T00:00:00,campania,0,1,1,1
2020-07-05T00:00:00,campania,0,3,3,0
2020-07-06T00:00:00,campania,0,1,1,0
2020-07-07T00:00:00,campania,0,1,1,0
2020-07-08T00:00:00,campania,0,2,3,0
2020-07-09T00:00:00,campania,0,0,1,0
2020-07-10T00:00:00,campania,0,2,4,0
2020-07-11T00:00:00,campania,0,2,2,0
2020-07-12T00:00:00,campania,0,2,4,0
2020-07-13T00:00:00,campania,0,1,2,0
2020-07-14T00:00:00,campania,0,2,2,0
2020-07-15T00:00:00,campania,0,3,7,0
2020-07-16T00:00:00,campania,1,0,6,0
2020-07-17T00:00:00,campania,0,6,6,0
2020-07-18T00:00:00,campania,1,2,0,0
2020-07-19T00:00:00,campania,0,0,6,0
2020-07-20T00:00:00,campania,0,4,6,0
2020-07-21T00:00:00,campania,0,1,2,1
2020-07-22T00:00:00,campania,0,5,3,1
2020-07-23T00:00:00,campania,0,3,5,1
2020-07-24T00:00:00,campania,0,1,5,1
2020-07-25T00:00:00,campania,0,3,7,1
2020-07-26T00:00:00,campania,0,1,2,0
2020-07-27T00:00:00,campania,0,2,1,0
2020-07-28T00:00:00,campania,0,1,1,0
2020-07-29T00:00:00,campania,0,4,1,1
2020-07-30T00:00:00,campania,1,0,2,0
2020-07-31T00:00:00,campania,0,0,0,0
2020-08-01T00:00:00,campania,0,1,2,0
2020-08-02T00:00:00,campania,1,0,0,0
2020-08-03T00:00:00,campania,0,2,1,0
2020-08-04T00:00:00,campania,0,1,7,0
2020-08-05T00:00:00,campania,1,2,6,0
2020-08-06T00:00:00,campania,0,1,12,0
2020-08-07T00:00:00,campania,0,0,6,0
2020-08-08T00:00:00,campania,0,3,5,0
2020-08-09T00:00:00,campania,0,3,6,0
2020-08-10T00:00:00,campania,0,8,10,1
2020-08-11T00:00:00,campania,0,0,8,0
2020-08-12T00:00:00,campania,0,4,11,0
2020-08-13T00:00:00,campania,0,3,10,0
2020-08-14T00:00:00,campania,0,2,7,0
2020-08-15T00:00:00,campania,0,2,15,0
2020-08-16T00:00:00,campania,0,5,15,0
2020-08-17T00:00:00,campania,0,9,15,1
2020-08-18T00:00:00,campania,0,4,28,1
2020-08-19T00:00:00,campania,0,3,21,0
2020-08-20T00:00:00,campania,0,2,14,0
2020-08-21T00:00:00,campania,0,7,26,0
2020-08-22T00:00:00,campania,1,12,25,0
2020-08-23T00:00:00,campania,0,1,25,1
2020-08-24T00:00:00,campania,1,3,23,0
2020-08-25T00:00:00,campania,2,9,13,0
2020-08-26T00:00:00,campania,1,4,17,0
2020-08-27T00:00:00,campania,0,8,12,0
2020-08-28T00:00:00,campania,0,3,14,1
2020-08-29T00:00:00,campania,0,6,10,0
2020-08-30T00:00:00,campania,0,4,10,1
2020-08-31T00:00:00,campania,0,6,12,0
2020-09-01T00:00:00,campania,0,6,19,0
2020-09-02T00:00:00,campania,1,9,14,0
2020-09-03T00:00:00,campania,1,11,14,0
2020-09-04T00:00:00,campania,0,4,15,0
2020-09-05T00:00:00,campania,0,8,22,0
2020-09-06T00:00:00,campania,0,1,24,0
2020-09-07T00:00:00,campania,0,13,29,0
2020-09-08T00:00:00,campania,0,5,22,1
2020-09-09T00:00:00,campania,0,6,28,1
2020-09-10T00:00:00,campania,1,8,38,2
2020-09-11T00:00:00,campania,1,13,22,1
2020-09-12T00:00:00,campania,1,14,24,1
2020-09-13T00:00:00,campania,1,8,35,0
2020-09-14T00:00:00,campania,0,6,45,0
2020-09-15T00:00:00,campania,1,7,38,1
2020-09-16T00:00:00,campania,2,12,29,0
2020-09-17T00:00:00,campania,1,15,37,1
2020-09-18T00:00:00,campania,3,12,43,0
2020-09-19T00:00:00,campania,0,11,27,1
2020-09-20T00:00:00,campania,0,9,51,0
2020-09-21T00:00:00,campania,0,13,54,0
2020-09-22T00:00:00,campania,0,14,41,0
2020-09-23T00:00:00,campania,2,14,42,0
2020-09-24T00:00:00,campania,1,8,42,2
2020-09-25T00:00:00,campania,2,13,49,1
2020-09-26T00:00:00,campania,0,17,58,0
2020-09-27T00:00:00,campania,2,10,77,1
2020-09-28T00:00:00,campania,0,19,58,0
2020-09-29T00:00:00,campania,0,11,73,2
2020-09-30T00:00:00,campania,1,17,102,0
2020-10-01T00:00:00,campania,2,23,115,0
2020-10-02T00:00:00,campania,3,11,78,1
2020-10-03T00:00:00,campania,0,18,80,1
2020-10-04T00:00:00,campania,1,21,99,0
2020-10-05T00:00:00,campania,4,28,119,1
2020-10-06T00:00:00,campania,1,17,100,3
2020-10-07T00:00:00,campania,2,28,142,0
2020-10-08T00:00:00,campania,7,19,173,1
2020-10-09T00:00:00,campania,3,19,179,0
2020-10-10T00:00:00,campania,4,28,205,2
2020-10-11T00:00:00,campania,7,32,147,1
2020-10-12T00:00:00,campania,3,26,154,1
2020-10-13T00:00:00,campania,6,36,201,2
2020-10-14T00:00:00,campania,9,19,170,2
2020-10-15T00:00:00,campania,3,37,251,5
2020-10-16T00:00:00,campania,12,28,196,1
2020-10-17T00:00:00,campania,7,30,266,1
2020-10-18T00:00:00,campania,2,43,346,7
2020-10-19T00:00:00,campania,5,43,474,9
2020-10-20T00:00:00,campania,18,46,412,2
2020-10-21T00:00:00,campania,8,44,335,9
2020-10-22T00:00:00,campania,14,41,392,3
2020-10-23T00:00:00,campania,10,55,414,4
2020-10-24T00:00:00,campania,16,46,330,8
2020-10-25T00:00:00,campania,12,60,516,5
2020-10-26T00:00:00,campania,19,52,556,12
2020-10-27T00:00:00,campania,21,70,751,5
2020-10-28T00:00:00,campania,29,68,792,3
2020-10-29T00:00:00,campania,13,40,673,4
2020-10-30T00:00:00,campania,23,98,720,11
2020-10-31T00:00:00,campania,22,60,306,3
2020-11-01T00:00:00,campania,29,52,669,2
2020-11-02T00:00:00,campania,25,71,782,14
2020-11-03T00:00:00,campania,37,71,676,7
2020-11-04T00:00:00,campania,25,80,495,11
2020-11-05T00:00:00,campania,20,73,645,11
2020-11-06T00:00:00,campania,21,63,490,3
2020-11-07T00:00:00,campania,22,72,508,10
2020-11-08T00:00:00,campania,21,47,732,6
2020-11-09T00:00:00,campania,19,62,673,8
2020-11-10T00:00:00,campania,41,73,753,8
2020-11-11T00:00:00,campania,34,81,591,13
2020-11-12T00:00:00,campania,47,64,482,5
2020-11-13T00:00:00,campania,36,64,409,4
2020-11-14T00:00:00,campania,44,74,383,8
2020-11-15T00:00:00,campania,27,51,501,8
2020-11-16T00:00:00,campania,30,65,523,16
2020-11-17T00:00:00,campania,46,68,436,8
2020-11-18T00:00:00,campania,38,64,533,8
2020-11-19T00:00:00,campania,39,53,409,13
2020-11-20T00:00:00,campania,35,62,353,4
2020-11-21T00:00:00,campania,45,43,225,13
2020-11-22T00:00:00,campania,29,46,347,8
2020-11-23T00:00:00,campania,39,71,391,13
2020-11-24T00:00:00,campania,38,47,290,15
2020-11-25T00:00:00,campania,40,56,265,10
2020-11-26T00:00:00,campania,29,57,224,12
2020-11-27T00:00:00,campania,29,39,192,9
2020-11-28T00:00:00,campania,38,44,165,9
2020-11-29T00:00:00,campania,24,55,202,8
2020-11-30T00:00:00,campania,34,44,216,6
2020-12-01T00:00:00,campania,30,36,226,10
2020-12-02T00:00:00,campania,44,37,196,9
2020-12-03T00:00:00,campania,27,49,116,10
2020-12-04T00:00:00,campania,34,34,135,8
2020-12-05T00:00:00,campania,12,24,121,2
2020-12-06T00:00:00,campania,16,38,125,1
2020-12-07T00:00:00,campania,17,23,142,7
2020-12-08T00:00:00,campania,18,25,173,9
2020-12-09T00:00:00,campania,29,25,169,8
2020-12-10T00:00:00,campania,22,26,189,6
2020-12-11T00:00:00,campania,21,25,110,1
2020-12-12T00:00:00,campania,18,29,118,5
2020-12-13T00:00:00,campania,12,21,113,0
2020-12-14T00:00:00,campania,22,22,134,6
2020-12-15T00:00:00,campania,14,21,170,3
2020-12-16T00:00:00,campania,20,23,132,1
2020-12-17T00:00:00,campania,20,25,130,7
2020-12-18T00:00:00,campania,18,22,129,4
2020-12-19T00:00:00,campania,14,20,117,2
2020-12-20T00:00:00,campania,11,27,200,4
2020-12-21T00:00:00,campania,11,25,138,4
2020-12-22T00:00:00,campania,13,26,156,3
2020-12-23T00:00:00,campania,22,20,107,7
2020-12-24T00:00:00,campania,15,14,93,4
2020-12-25T00:00:00,campania,14,22,99,2
2020-12-26T00:00:00,campania,9,15,137,2
2020-12-27T00:00:00,campania,14,18,163,4
2020-12-28T00:00:00,campania,15,11,154,4
2020-12-29T00:00:00,campania,6,27,161,1
2020-12-30T00:00:00,campania,11,24,110,9
2020-12-31T00:00:00,campania,10,17,29,2
2021-01-01T00:00:00,campania,10,18,121,1
2021-01-02T00:00:00,campania,8,12,73,4
2021-01-03T00:00:00,campania,10,26,124,3
2021-01-04T00:00:00,campania,15,24,157,2
2021-01-05T00:00:00,campania,9,20,82,2
2021-01-06T00:00:00,campania,8,16,180,3
2021-01-07T00:00:00,campania,12,24,126,1
2021-01-08T00:00:00,campania,13,15,118,4
2021-01-09T00:00:00,campania,10,19,54,4
2021-01-10T00:00:00,campania,9,16,134,2
2021-01-11T00:00:00,campania,12,17,158,4
2021-01-12T00:00:00,campania,11,20,127,1
2021-01-13T00:00:00,campania,10,26,102,2
2021-01-14T00:00:00,campania,8,20,96,3
2021-01-15T00:00:00,campania,18,25,67,1
2021-01-16T00:00:00,campania,15,27,54,3
2021-01-17T00:00:00,campania,15,16,114,4
2021-01-18T00:00:00,campania,10,26,106,3
2021-01-19T00:00:00,campania,17,16,120,1
2021-01-20T00:00:00,campania,17,20,77,2
2021-01-21T00:00:00,campania,4,26,72,6
2021-01-22T00:00:00,campania,13,23,73,5
2021-01-23T00:00:00,campania,13,21,48,3
2021-01-24T00:00:00,campania,13,15,125,1
2021-01-25T00:00:00,campania,12,26,92,8
2021-01-26T00:00:00,campania,10,15,98,4
2021-01-27T00:00:00,campania,13,15,62,1
2021-01-28T00:00:00,campania,13,21,106,4
2021-01-29T00:00:00,campania,9,15,68,6
2021-01-30T00:00:00,campania,12,17,51,3
2021-01-31T00:00:00,campania,10,14,104,2
2021-02-01T00:00:00,campania,12,29,118,7
2021-02-02T00:00:00,campania,13,27,154,3
2021-02-03T00:00:00,campania,13,24,108,3
2021-02-04T00:00:00,campania,9,21,139,2
2021-02-05T00:00:00,campania,9,21,140,5
2021-02-06T00:00:00,campania,10,15,67,1
2021-02-07T00:00:00,campania,6,14,135,1
2021-02-08T00:00:00,campania,7,18,122,2
2021-02-09T00:00:00,campania,24,27,113,4
2021-02-10T00:00:00,campania,9,22,126,4
2021-02-11T00:00:00,campania,16,21,166,2
2021-02-12T00:00:00,campania,11,24,89,1
2021-02-13T00:00:00,campania,6,19,67,3
2021-02-14T00:00:00,campania,11,18,105,3
2021-02-15T00:00:00,campania,9,31,80,7
2021-02-16T00:00:00,campania,15,26,109,6
2021-02-17T00:00:00,campania,10,35,167,3
2021-02-18T00:00:00,campania,15,39,163,4
2021-02-19T00:00:00,campania,4,26,140,3
2021-02-20T00:00:00,campania,22,35,136,9
2021-02-21T00:00:00,campania,13,30,209,8
2021-02-22T00:00:00,campania,53,114,251,7
2021-02-23T00:00:00,campania,20,52,299,7
2021-02-24T00:00:00,campania,12,29,305,7
2021-02-25T00:00:00,campania,22,33,243,7
2021-02-26T00:00:00,campania,12,41,254,8
2021-02-27T00:00:00,campania,24,32,214,10
2021-02-28T00:00:00,campania,11,18,397,6
2021-03-01T00:00:00,campania,31,29,486,6
2021-03-02T00:00:00,campania,22,26,539,3
2021-03-03T00:00:00,campania,17,39,409,7
2021-03-04T00:00:00,campania,15,30,436,5
2021-03-05T00:00:00,campania,18,46,561,5
2021-03-06T00:00:00,campania,32,21,520,3
2021-03-07T00:00:00,campania,21,30,716,2
2021-03-08T00:00:00,campania,27,49,821,6
2021-03-09T00:00:00,campania,22,54,606,4
2021-03-10T00:00:00,campania,24,68,753,6
2021-03-11T00:00:00,campania,21,47,738,5
2021-03-12T00:00:00,campania,29,55,687,5
2021-03-13T00:00:00,campania,25,51,529,7
2021-03-14T00:00:00,campania,23,43,895,8
2021-03-15T00:00:00,campania,15,61,838,4
2021-03-16T00:00:00,campania,23,66,733,2
2021-03-17T00:00:00,campania,26,65,710,5
2021-03-18T00:00:00,campania,28,56,760,3
2021-03-19T00:00:00,campania,24,46,703,7
2021-03-20T00:00:00,campania,21,47,545,4
2021-03-21T00:00:00,campania,19,68,858,2
2021-03-22T00:00:00,campania,24,52,954,6
2021-03-23T00:00:00,campania,30,68,845,8
2021-03-24T00:00:00,campania,23,66,842,4
2021-03-25T00:00:00,campania,27,70,967,5
2021-03-26T00:00:00,campania,33,59,732,5
2021-03-27T00:00:00,campania,34,62,431,3
2021-03-28T00:00:00,campania,21,41,932,2
2021-03-29T00:00:00,campania,28,50,941,3
2021-03-30T00:00:00,campania,20,48,847,5
2021-03-31T00:00:00,campania,27,48,844,3
2021-04-01T00:00:00,campania,30,51,942,4
2021-04-02T00:00:00,campania,23,43,701,4
2021-04-03T00:00:00,campania,31,69,381,3
2021-04-04T00:00:00,campania,22,43,435,2
2021-04-05T00:00:00,campania,34,40,951,6
2021-04-06T00:00:00,campania,27,56,925,3
2021-04-07T00:00:00,campania,20,65,805,3
2021-04-08T00:00:00,campania,21,67,963,2
2021-04-09T00:00:00,campania,19,54,750,0
2021-04-10T00:00:00,campania,16,55,593,6
2021-04-11T00:00:00,campania,20,42,1047,3
2021-04-12T00:00:00,campania,24,49,1006,2
2021-04-13T00:00:00,campania,24,97,882,3
2021-04-14T00:00:00,campania,19,59,890,8
2021-04-15T00:00:00,campania,17,60,921,3
2021-04-16T00:00:00,campania,17,56,846,3
2021-04-17T00:00:00,campania,25,62,522,5
2021-04-18T00:00:00,campania,18,40,909,2
2021-04-19T00:00:00,campania,29,69,929,3
2021-04-20T00:00:00,campania,27,57,822,6
2021-04-21T00:00:00,campania,30,66,892,2
2021-04-22T00:00:00,campania,24,50,894,1
2021-04-23T00:00:00,campania,27,85,741,1
2021-04-24T00:00:00,campania,32,47,512,0
2021-04-25T00:00:00,campania,18,43,883,1
2021-04-26T00:00:00,campania,28,79,810,0
2021-04-27T00:00:00,campania,14,70,720,1
2021-04-28T00:00:00,campania,24,62,741,1
2021-04-29T00:00:00,campania,22,53,680,3
2021-04-30T00:00:00,campania,17,41,393,2
2021-05-01T00:00:00,campania,23,34,423,4
2021-05-02T00:00:00,campania,19,36,610,0
2021-05-03T00:00:00,campania,21,55,587,3
2021-05-04T00:00:00,campania,17,104,548,0
2021-05-05T00:00:00,campania,21,66,507,2
2021-05-06T00:00:00,campania,15,48,519,0
2021-05-07T00:00:00,campania,28,52,462,2
2021-05-08T00:00:00,campania,23,27,356,2
2021-05-09T00:00:00,campania,21,27,438,3
2021-05-10T00:00:00,campania,17,55,436,2
2021-05-11T00:00:00,campania,15,43,418,2
2021-05-12T00:00:00,campania,17,46,332,5
2021-05-13T00:00:00,campania,14,40,328,0
2021-05-14T00:00:00,campania,11,42,243,2
2021-05-15T00:00:00,campania,15,22,150,2
2021-05-16T00:00:00,campania,10,30,259,3
2021-05-17T00:00:00,campania,13,58,257,1
2021-05-18T00:00:00,campania,3,25,216,1
2021-05-19T00:00:00,campania,13,31,193,2
2021-05-20T00:00:00,campania,13,26,202,1
2021-05-21T00:00:00,campania,12,22,157,4
2021-05-22T00:00:00,campania,8,23,81,2
2021-05-23T00:00:00,campania,10,20,191,3
2021-05-24T00:00:00,campania,7,28,179,1
2021-05-25T00:00:00,campania,10,17,151,5
2021-05-26T00:00:00,campania,13,25,158,5
2021-05-27T00:00:00,campania,8,18,142,0
2021-05-28T00:00:00,campania,5,20,146,0
2021-05-29T00:00:00,campania,4,9,91,1
2021-05-30T00:00:00,campania,7,7,174,1
2021-05-31T00:00:00,campania,6,17,190,1
2021-06-01T00:00:00,campania,6,12,90,2
2021-06-02T00:00:00,campania,2,14,134,1
2021-06-03T00:00:00,campania,7,12,131,1
2021-06-04T00:00:00,campania,4,20,154,3
2021-06-05T00:00:00,campania,6,15,87,3
2021-06-06T00:00:00,campania,6,17,74,1
2021-06-07T00:00:00,campania,5,14,64,0
2021-06-08T00:00:00,campania,5,17,69,2
2021-06-09T00:00:00,campania,6,11,74,1
2021-06-10T00:00:00,campania,3,7,60,0
2021-06-11T00:00:00,campania,6,11,32,1
2021-06-12T00:00:00,campania,2,8,24,0
2021-06-13T00:00:00,campania,0,7,63,0
2021-06-14T00:00:00,campania,2,6,55,0
2021-06-15T00:00:00,campania,2,11,40,4
2021-06-16T00:00:00,campania,6,9,34,0
2021-06-17T00:00:00,campania,2,7,51,0
2021-06-18T00:00:00,campania,2,10,18,1
2021-06-19T00:00:00,campania,2,4,23,0
2021-06-20T00:00:00,campania,1,8,48,0
2021-06-21T00:00:00,campania,0,7,47,0
2021-06-22T00:00:00,campania,2,3,44,0
2021-06-23T00:00:00,campania,3,8,48,1
2021-06-24T00:00:00,campania,2,14,37,0
2021-06-25T00:00:00,campania,1,5,53,1
2021-06-26T00:00:00,campania,0,7,11,0
2021-06-27T00:00:00,campania,0,4,48,2
2021-06-28T00:00:00,campania,1,7,62,0
2021-06-29T00:00:00,campania,1,4,56,
2021-06-30T00:00:00,campania,4,8,58,
2021-07-01T00:00:00,campania,0,4,60,
2021-07-02T00:00:00,campania,,5,,
2020-01-28T00:00:00,emiliaromagna_,,,1,
2020-01-29T00:00:00,emiliaromagna_,,,1,
2020-01-30T00:00:00,emiliaromagna_,,,0,
2020-01-31T00:00:00,emiliaromagna_,,,1,
2020-02-01T00:00:00,emiliaromagna_,,,0,
2020-02-02T00:00:00,emiliaromagna_,,,3,
2020-02-03T00:00:00,emiliaromagna_,,,1,
2020-02-04T00:00:00,emiliaromagna_,,,0,
2020-02-05T00:00:00,emiliaromagna_,,,1,
2020-02-06T00:00:00,emiliaromagna_,,,0,
2020-02-07T00:00:00,emiliaromagna_,,,0,
2020-02-08T00:00:00,emiliaromagna_,,,0,
2020-02-09T00:00:00,emiliaromagna_,,,2,
2020-02-10T00:00:00,emiliaromagna_,,,5,
2020-02-11T00:00:00,emiliaromagna_,,,1,
2020-02-12T00:00:00,emiliaromagna_,,,4,
2020-02-13T00:00:00,emiliaromagna_,,,2,
2020-02-14T00:00:00,emiliaromagna_,,,6,
2020-02-15T00:00:00,emiliaromagna_,,,13,
2020-02-16T00:00:00,emiliaromagna_,,,13,
2020-02-17T00:00:00,emiliaromagna_,,,11,
2020-02-18T00:00:00,emiliaromagna_,,,28,
2020-02-19T00:00:00,emiliaromagna_,,,17,
2020-02-20T00:00:00,emiliaromagna_,,3,51,1
2020-02-21T00:00:00,emiliaromagna_,,7,52,0
2020-02-22T00:00:00,emiliaromagna_,,3,62,0
2020-02-23T00:00:00,emiliaromagna_,,7,68,3
2020-02-24T00:00:00,emiliaromagna_,,11,112,0
2020-02-25T00:00:00,emiliaromagna_,1,17,117,2
2020-02-26T00:00:00,emiliaromagna_,0,29,117,2
2020-02-27T00:00:00,emiliaromagna_,0,28,124,2
2020-02-28T00:00:00,emiliaromagna_,0,28,209,8
2020-02-29T00:00:00,emiliaromagna_,1,41,155,12
2020-03-01T00:00:00,emiliaromagna_,5,37,304,3
2020-03-02T00:00:00,emiliaromagna_,1,50,247,10
2020-03-03T00:00:00,emiliaromagna_,4,77,280,8
2020-03-04T00:00:00,emiliaromagna_,1,85,266,10
2020-03-05T00:00:00,emiliaromagna_,5,106,348,12
2020-03-06T00:00:00,emiliaromagna_,5,116,394,23
2020-03-07T00:00:00,emiliaromagna_,4,105,446,16
