date,regione,ricoveri,sintomatici,terapia_intensiva
2020-06-04T00:00:00,abruzzo,0,0,0
2020-06-05T00:00:00,abruzzo,0,0,0
2020-06-06T00:00:00,abruzzo,0,1,1
2020-06-07T00:00:00,abruzzo,2,1,0
2020-06-08T00:00:00,abruzzo,1,1,0
2020-06-09T00:00:00,abruzzo,1,0,0
2020-06-10T00:00:00,abruzzo,0,0,1
2020-06-11T00:00:00,abruzzo,2,0,0
2020-06-12T00:00:00,abruzzo,0,2,1
2020-06-13T00:00:00,abruzzo,0,0,1
2020-06-14T00:00:00,abruzzo,0,0,0
2020-06-15T00:00:00,abruzzo,2,3,0
2020-06-16T00:00:00,abruzzo,1,3,0
2020-06-17T00:00:00,abruzzo,1,1,0
2020-06-18T00:00:00,abruzzo,0,0,0
2020-06-19T00:00:00,abruzzo,1,1,0
2020-06-20T00:00:00,abruzzo,0,0,0
2020-06-21T00:00:00,abruzzo,1,0,0
2020-06-22T00:00:00,abruzzo,0,0,1
2020-06-23T00:00:00,abruzzo,0,2,0
2020-06-24T00:00:00,abruzzo,0,1,0
2020-06-25T00:00:00,abruzzo,0,0,0
2020-06-26T00:00:00,abruzzo,0,0,0
2020-06-27T00:00:00,abruzzo,2,0,0
2020-06-28T00:00:00,abruzzo,0,0,0
2020-06-29T00:00:00,abruzzo,0,1,0
2020-06-30T00:00:00,abruzzo,0,0,0
2020-07-01T00:00:00,abruzzo,0,0,0
2020-07-02T00:00:00,abruzzo,1,0,0
2020-07-03T00:00:00,abruzzo,1,0,0
2020-07-04T00:00:00,abruzzo,3,1,0
2020-07-05T00:00:00,abruzzo,0,0,0
2020-07-06T00:00:00,abruzzo,0,0,0
2020-07-07T00:00:00,abruzzo,0,0,0
2020-07-08T00:00:00,abruzzo,0,0,0
2020-07-09T00:00:00,abruzzo,0,0,0
2020-07-10T00:00:00,abruzzo,0,3,0
2020-07-11T00:00:00,abruzzo,0,0,0
2020-07-12T00:00:00,abruzzo,1,3,0
2020-07-13T00:00:00,abruzzo,0,0,0
2020-07-14T00:00:00,abruzzo,0,1,0
2020-07-15T00:00:00,abruzzo,0,1,0
2020-07-16T00:00:00,abruzzo,1,1,0
2020-07-17T00:00:00,abruzzo,1,3,0
2020-07-18T00:00:00,abruzzo,0,1,0
2020-07-19T00:00:00,abruzzo,1,2,0
2020-07-20T00:00:00,abruzzo,1,4,0
2020-07-21T00:00:00,abruzzo,1,0,1
2020-07-22T00:00:00,abruzzo,0,1,1
2020-07-23T00:00:00,abruzzo,0,1,0
2020-07-24T00:00:00,abruzzo,1,0,0
2020-07-25T00:00:00,abruzzo,1,2,0
2020-07-26T00:00:00,abruzzo,0,2,0
2020-07-27T00:00:00,abruzzo,0,1,0
2020-07-28T00:00:00,abruzzo,1,4,0
2020-07-29T00:00:00,abruzzo,0,2,0
2020-07-30T00:00:00,abruzzo,0,4,0
2020-07-31T00:00:00,abruzzo,1,3,0
2020-08-01T00:00:00,abruzzo,1,6,0
2020-08-02T00:00:00,abruzzo,2,2,0
2020-08-03T00:00:00,abruzzo,2,3,0
2020-08-04T00:00:00,abruzzo,2,2,0
2020-08-05T00:00:00,abruzzo,1,5,0
2020-08-06T00:00:00,abruzzo,3,3,0
2020-08-07T00:00:00,abruzzo,1,4,0
2020-08-08T00:00:00,abruzzo,0,1,0
2020-08-09T00:00:00,abruzzo,1,2,0
2020-08-10T00:00:00,abruzzo,0,6,0
2020-08-11T00:00:00,abruzzo,1,3,0
2020-08-12T00:00:00,abruzzo,1,5,0
2020-08-13T00:00:00,abruzzo,0,3,0
2020-08-14T00:00:00,abruzzo,0,4,0
2020-08-15T00:00:00,abruzzo,0,7,0
2020-08-16T00:00:00,abruzzo,1,5,0
2020-08-17T00:00:00,abruzzo,0,12,0
2020-08-18T00:00:00,abruzzo,1,4,1
2020-08-19T00:00:00,abruzzo,3,11,0
2020-08-20T00:00:00,abruzzo,3,7,0
2020-08-21T00:00:00,abruzzo,3,6,0
2020-08-22T00:00:00,abruzzo,4,4,0
2020-08-23T00:00:00,abruzzo,2,10,0
2020-08-24T00:00:00,abruzzo,0,4,0
2020-08-25T00:00:00,abruzzo,1,2,0
2020-08-26T00:00:00,abruzzo,2,9,0
2020-08-27T00:00:00,abruzzo,1,9,0
2020-08-28T00:00:00,abruzzo,3,7,0
2020-08-29T00:00:00,abruzzo,1,8,0
2020-08-30T00:00:00,abruzzo,0,2,0
2020-08-31T00:00:00,abruzzo,0,11,0
2020-09-01T00:00:00,abruzzo,1,5,0
2020-09-02T00:00:00,abruzzo,1,9,0
2020-09-03T00:00:00,abruzzo,3,6,0
2020-09-04T00:00:00,abruzzo,1,8,1
2020-09-05T00:00:00,abruzzo,0,9,0
2020-09-06T00:00:00,abruzzo,1,8,0
2020-09-07T00:00:00,abruzzo,3,7,0
2020-09-08T00:00:00,abruzzo,6,10,0
2020-09-09T00:00:00,abruzzo,2,13,1
2020-09-10T00:00:00,abruzzo,3,15,0
2020-09-11T00:00:00,abruzzo,2,6,1
2020-09-12T00:00:00,abruzzo,3,5,0
2020-09-13T00:00:00,abruzzo,2,12,0
2020-09-14T00:00:00,abruzzo,1,15,0
2020-09-15T00:00:00,abruzzo,7,13,1
2020-09-16T00:00:00,abruzzo,3,13,0
2020-09-17T00:00:00,abruzzo,3,10,0
2020-09-18T00:00:00,abruzzo,3,9,0
2020-09-19T00:00:00,abruzzo,1,5,0
2020-09-20T00:00:00,abruzzo,6,13,0
2020-09-21T00:00:00,abruzzo,0,9,1
2020-09-22T00:00:00,abruzzo,0,10,0
2020-09-23T00:00:00,abruzzo,1,12,0
2020-09-24T00:00:00,abruzzo,4,6,1
2020-09-25T00:00:00,abruzzo,1,9,0
2020-09-26T00:00:00,abruzzo,1,16,0
2020-09-27T00:00:00,abruzzo,5,10,0
2020-09-28T00:00:00,abruzzo,2,15,1
2020-09-29T00:00:00,abruzzo,4,13,0
2020-09-30T00:00:00,abruzzo,2,33,1
2020-10-01T00:00:00,abruzzo,6,41,0
2020-10-02T00:00:00,abruzzo,7,31,1
2020-10-03T00:00:00,abruzzo,8,29,0
2020-10-04T00:00:00,abruzzo,7,26,0
2020-10-05T00:00:00,abruzzo,5,26,0
2020-10-06T00:00:00,abruzzo,10,56,0
2020-10-07T00:00:00,abruzzo,8,46,2
2020-10-08T00:00:00,abruzzo,10,38,1
2020-10-09T00:00:00,abruzzo,8,55,0
2020-10-10T00:00:00,abruzzo,8,55,1
2020-10-11T00:00:00,abruzzo,11,53,1
2020-10-12T00:00:00,abruzzo,17,52,3
2020-10-13T00:00:00,abruzzo,13,48,0
2020-10-14T00:00:00,abruzzo,8,57,0
2020-10-15T00:00:00,abruzzo,16,57,1
2020-10-16T00:00:00,abruzzo,8,60,2
2020-10-17T00:00:00,abruzzo,14,54,0
2020-10-18T00:00:00,abruzzo,9,47,1
2020-10-19T00:00:00,abruzzo,17,68,2
2020-10-20T00:00:00,abruzzo,19,109,1
2020-10-21T00:00:00,abruzzo,8,82,2
2020-10-22T00:00:00,abruzzo,12,99,1
2020-10-23T00:00:00,abruzzo,10,108,0
2020-10-24T00:00:00,abruzzo,12,96,3
2020-10-25T00:00:00,abruzzo,19,133,1
2020-10-26T00:00:00,abruzzo,13,183,0
2020-10-27T00:00:00,abruzzo,15,147,2
2020-10-28T00:00:00,abruzzo,16,201,0
2020-10-29T00:00:00,abruzzo,28,178,1
2020-10-30T00:00:00,abruzzo,23,246,2
2020-10-31T00:00:00,abruzzo,29,202,2
2020-11-01T00:00:00,abruzzo,19,342,2
2020-11-02T00:00:00,abruzzo,25,363,3
2020-11-03T00:00:00,abruzzo,22,344,2
2020-11-04T00:00:00,abruzzo,33,335,0
2020-11-05T00:00:00,abruzzo,39,310,5
2020-11-06T00:00:00,abruzzo,38,281,1
2020-11-07T00:00:00,abruzzo,45,357,2
2020-11-08T00:00:00,abruzzo,41,321,2
2020-11-09T00:00:00,abruzzo,36,355,5
2020-11-10T00:00:00,abruzzo,55,403,2
2020-11-11T00:00:00,abruzzo,41,358,6
2020-11-12T00:00:00,abruzzo,54,316,4
2020-11-13T00:00:00,abruzzo,54,302,3
2020-11-14T00:00:00,abruzzo,43,294,4
2020-11-15T00:00:00,abruzzo,43,306,4
2020-11-16T00:00:00,abruzzo,46,286,7
2020-11-17T00:00:00,abruzzo,61,268,6
2020-11-18T00:00:00,abruzzo,53,307,5
2020-11-19T00:00:00,abruzzo,43,242,8
2020-11-20T00:00:00,abruzzo,48,347,2
2020-11-21T00:00:00,abruzzo,41,204,1
2020-11-22T00:00:00,abruzzo,50,174,2
2020-11-23T00:00:00,abruzzo,37,254,4
2020-11-24T00:00:00,abruzzo,53,186,7
2020-11-25T00:00:00,abruzzo,48,293,3
2020-11-26T00:00:00,abruzzo,38,208,3
2020-11-27T00:00:00,abruzzo,32,240,3
2020-11-28T00:00:00,abruzzo,36,154,2
2020-11-29T00:00:00,abruzzo,27,109,2
2020-11-30T00:00:00,abruzzo,35,230,4
2020-12-01T00:00:00,abruzzo,29,230,4
2020-12-02T00:00:00,abruzzo,39,206,5
2020-12-03T00:00:00,abruzzo,29,169,2
2020-12-04T00:00:00,abruzzo,30,139,3
2020-12-05T00:00:00,abruzzo,23,121,2
2020-12-06T00:00:00,abruzzo,27,112,3
2020-12-07T00:00:00,abruzzo,31,132,2
2020-12-08T00:00:00,abruzzo,18,125,5
2020-12-09T00:00:00,abruzzo,32,109,4
2020-12-10T00:00:00,abruzzo,31,120,4
2020-12-11T00:00:00,abruzzo,26,85,0
2020-12-12T00:00:00,abruzzo,18,96,2
2020-12-13T00:00:00,abruzzo,27,77,5
2020-12-14T00:00:00,abruzzo,18,84,2
2020-12-15T00:00:00,abruzzo,29,93,1
2020-12-16T00:00:00,abruzzo,26,99,0
2020-12-17T00:00:00,abruzzo,22,86,3
2020-12-18T00:00:00,abruzzo,24,73,1
2020-12-19T00:00:00,abruzzo,19,95,0
2020-12-20T00:00:00,abruzzo,15,110,3
2020-12-21T00:00:00,abruzzo,13,93,4
2020-12-22T00:00:00,abruzzo,11,110,1
2020-12-23T00:00:00,abruzzo,14,114,2
2020-12-24T00:00:00,abruzzo,21,133,0
2020-12-25T00:00:00,abruzzo,9,116,2
2020-12-26T00:00:00,abruzzo,18,116,0
2020-12-27T00:00:00,abruzzo,32,140,1
2020-12-28T00:00:00,abruzzo,15,150,3
2020-12-29T00:00:00,abruzzo,16,141,1
2020-12-30T00:00:00,abruzzo,25,162,2
2020-12-31T00:00:00,abruzzo,29,152,3
2021-01-01T00:00:00,abruzzo,25,147,1
2021-01-02T00:00:00,abruzzo,33,166,5
2021-01-03T00:00:00,abruzzo,38,158,1
2021-01-04T00:00:00,abruzzo,37,212,3
2021-01-05T00:00:00,abruzzo,25,141,2
2021-01-06T00:00:00,abruzzo,20,133,1
2021-01-07T00:00:00,abruzzo,27,134,4
2021-01-08T00:00:00,abruzzo,23,122,4
2021-01-09T00:00:00,abruzzo,20,130,6
2021-01-10T00:00:00,abruzzo,21,114,0
2021-01-11T00:00:00,abruzzo,21,123,1
2021-01-12T00:00:00,abruzzo,21,87,4
2021-01-13T00:00:00,abruzzo,27,98,3
2021-01-14T00:00:00,abruzzo,12,105,1
2021-01-15T00:00:00,abruzzo,23,115,3
2021-01-16T00:00:00,abruzzo,24,107,0
2021-01-17T00:00:00,abruzzo,21,106,6
2021-01-18T00:00:00,abruzzo,18,132,1
2021-01-19T00:00:00,abruzzo,30,116,4
2021-01-20T00:00:00,abruzzo,17,148,3
2021-01-21T00:00:00,abruzzo,29,129,5
2021-01-22T00:00:00,abruzzo,10,165,0
2021-01-23T00:00:00,abruzzo,19,178,4
2021-01-24T00:00:00,abruzzo,9,154,1
2021-01-25T00:00:00,abruzzo,21,207,1
2021-01-26T00:00:00,abruzzo,16,175,0
2021-01-27T00:00:00,abruzzo,20,191,2
2021-01-28T00:00:00,abruzzo,20,185,3
2021-01-29T00:00:00,abruzzo,26,219,5
2021-01-30T00:00:00,abruzzo,34,198,4
2021-01-31T00:00:00,abruzzo,21,225,2
2021-02-01T00:00:00,abruzzo,31,273,4
2021-02-02T00:00:00,abruzzo,29,231,4
2021-02-03T00:00:00,abruzzo,56,267,4
2021-02-04T00:00:00,abruzzo,30,250,6
2021-02-05T00:00:00,abruzzo,26,251,5
2021-02-06T00:00:00,abruzzo,30,286,7
2021-02-07T00:00:00,abruzzo,29,254,3
2021-02-08T00:00:00,abruzzo,34,325,3
2021-02-09T00:00:00,abruzzo,27,252,3
2021-02-10T00:00:00,abruzzo,48,294,4
2021-02-11T00:00:00,abruzzo,26,225,4
2021-02-12T00:00:00,abruzzo,55,258,3
2021-02-13T00:00:00,abruzzo,29,252,2
2021-02-14T00:00:00,abruzzo,26,244,5
2021-02-15T00:00:00,abruzzo,45,299,13
2021-02-16T00:00:00,abruzzo,45,281,2
2021-02-17T00:00:00,abruzzo,56,246,11
2021-02-18T00:00:00,abruzzo,48,286,5
2021-02-19T00:00:00,abruzzo,48,287,7
2021-02-20T00:00:00,abruzzo,47,295,4
2021-02-21T00:00:00,abruzzo,31,258,3
2021-02-22T00:00:00,abruzzo,40,362,12
2021-02-23T00:00:00,abruzzo,54,256,4
2021-02-24T00:00:00,abruzzo,39,262,4
2021-02-25T00:00:00,abruzzo,27,272,7
2021-02-26T00:00:00,abruzzo,44,264,3
2021-02-27T00:00:00,abruzzo,48,293,6
2021-02-28T00:00:00,abruzzo,26,235,4
2021-03-01T00:00:00,abruzzo,36,337,4
2021-03-02T00:00:00,abruzzo,46,257,9
2021-03-03T00:00:00,abruzzo,42,264,5
2021-03-04T00:00:00,abruzzo,57,243,4
2021-03-05T00:00:00,abruzzo,45,247,9
2021-03-06T00:00:00,abruzzo,37,244,6
2021-03-07T00:00:00,abruzzo,38,205,5
2021-03-08T00:00:00,abruzzo,41,262,8
2021-03-09T00:00:00,abruzzo,38,230,5
2021-03-10T00:00:00,abruzzo,43,256,9
2021-03-11T00:00:00,abruzzo,38,220,7
2021-03-12T00:00:00,abruzzo,52,223,12
2021-03-13T00:00:00,abruzzo,46,197,5
2021-03-14T00:00:00,abruzzo,43,188,2
2021-03-15T00:00:00,abruzzo,34,235,5
2021-03-16T00:00:00,abruzzo,46,181,7
2021-03-17T00:00:00,abruzzo,41,164,3
2021-03-18T00:00:00,abruzzo,50,185,5
2021-03-19T00:00:00,abruzzo,45,156,6
2021-03-20T00:00:00,abruzzo,35,178,1
2021-03-21T00:00:00,abruzzo,34,159,6
2021-03-22T00:00:00,abruzzo,41,237,4
2021-03-23T00:00:00,abruzzo,42,199,5
2021-03-24T00:00:00,abruzzo,40,170,3
2021-03-25T00:00:00,abruzzo,35,201,6
2021-03-26T00:00:00,abruzzo,38,171,3
2021-03-27T00:00:00,abruzzo,31,178,1
2021-03-28T00:00:00,abruzzo,32,174,5
2021-03-29T00:00:00,abruzzo,34,178,2
2021-03-30T00:00:00,abruzzo,31,175,6
2021-03-31T00:00:00,abruzzo,32,177,6
2021-04-01T00:00:00,abruzzo,50,157,5
2021-04-02T00:00:00,abruzzo,44,167,4
2021-04-03T00:00:00,abruzzo,34,133,2
2021-04-04T00:00:00,abruzzo,29,118,1
2021-04-05T00:00:00,abruzzo,29,134,4
2021-04-06T00:00:00,abruzzo,37,156,5
2021-04-07T00:00:00,abruzzo,29,167,2
2021-04-08T00:00:00,abruzzo,33,133,3
2021-04-09T00:00:00,abruzzo,26,110,4
2021-04-10T00:00:00,abruzzo,26,110,4
2021-04-11T00:00:00,abruzzo,25,84,2
2021-04-12T00:00:00,abruzzo,27,123,5
2021-04-13T00:00:00,abruzzo,31,130,6
2021-04-14T00:00:00,abruzzo,20,106,4
2021-04-15T00:00:00,abruzzo,25,98,1
2021-04-16T00:00:00,abruzzo,30,106,3
2021-04-17T00:00:00,abruzzo,18,94,4
2021-04-18T00:00:00,abruzzo,14,89,0
2021-04-19T00:00:00,abruzzo,13,103,2
2021-04-20T00:00:00,abruzzo,19,92,1
2021-04-21T00:00:00,abruzzo,26,98,2
2021-04-22T00:00:00,abruzzo,20,96,2
2021-04-23T00:00:00,abruzzo,21,92,0
2021-04-24T00:00:00,abruzzo,18,99,1
2021-04-25T00:00:00,abruzzo,8,86,1
2021-04-26T00:00:00,abruzzo,13,97,0
2021-04-27T00:00:00,abruzzo,15,105,1
2021-04-28T00:00:00,abruzzo,20,105,2
2021-04-29T00:00:00,abruzzo,15,89,2
2021-04-30T00:00:00,abruzzo,8,76,2
2021-05-01T00:00:00,abruzzo,13,89,0
2021-05-02T00:00:00,abruzzo,17,75,4
2021-05-03T00:00:00,abruzzo,15,105,0
2021-05-04T00:00:00,abruzzo,13,88,5
2021-05-05T00:00:00,abruzzo,13,72,1
2021-05-06T00:00:00,abruzzo,11,79,0
2021-05-07T00:00:00,abruzzo,12,76,1
2021-05-08T00:00:00,abruzzo,16,62,1
2021-05-09T00:00:00,abruzzo,9,51,2
2021-05-10T00:00:00,abruzzo,8,76,0
2021-05-11T00:00:00,abruzzo,10,66,0
2021-05-12T00:00:00,abruzzo,13,57,0
2021-05-13T00:00:00,abruzzo,11,43,1
2021-05-14T00:00:00,abruzzo,11,39,0
2021-05-15T00:00:00,abruzzo,9,54,2
2021-05-16T00:00:00,abruzzo,7,40,1
2021-05-17T00:00:00,abruzzo,6,41,0
2021-05-18T00:00:00,abruzzo,12,34,2
2021-05-19T00:00:00,abruzzo,8,28,1
2021-05-20T00:00:00,abruzzo,9,44,0
2021-05-21T00:00:00,abruzzo,8,26,3
2021-05-22T00:00:00,abruzzo,8,25,0
2021-05-23T00:00:00,abruzzo,9,23,1
2021-05-24T00:00:00,abruzzo,6,23,0
2021-05-25T00:00:00,abruzzo,8,26,1
2021-05-26T00:00:00,abruzzo,8,28,1
2021-05-27T00:00:00,abruzzo,3,23,0
2021-05-28T00:00:00,abruzzo,7,23,0
2021-05-29T00:00:00,abruzzo,5,21,0
2021-05-30T00:00:00,abruzzo,5,14,1
2021-05-31T00:00:00,abruzzo,3,19,2
2021-06-01T00:00:00,abruzzo,6,33,0
2021-06-02T00:00:00,abruzzo,1,18,0
2021-06-03T00:00:00,abruzzo,2,21,0
2021-06-04T00:00:00,abruzzo,2,14,1
2021-06-05T00:00:00,abruzzo,1,14,0
2021-06-06T00:00:00,abruzzo,2,9,0
2021-06-07T00:00:00,abruzzo,2,16,0
2021-06-08T00:00:00,abruzzo,5,17,
2021-06-09T00:00:00,abruzzo,4,13,
2021-06-10T00:00:00,abruzzo,1,17,
2021-06-11T00:00:00,abruzzo,2,12,
2021-06-12T00:00:00,abruzzo,2,9,
2021-06-13T00:00:00,abruzzo,3,8,
2021-06-14T00:00:00,abruzzo,4,13,
2021-06-15T00:00:00,abruzzo,2,12,
2021-06-16T00:00:00,abruzzo,1,10,
2021-06-17T00:00:00,abruzzo,0,13,
2021-06-18T00:00:00,abruzzo,1,13,
2021-06-19T00:00:00,abruzzo,2,11,
2021-06-20T00:00:00,abruzzo,1,10,
2021-06-21T00:00:00,abruzzo,2,16,
2021-06-22T00:00:00,abruzzo,3,15,
2021-06-23T00:00:00,abruzzo,0,13,
2021-06-24T00:00:00,abruzzo,0,12,
2021-06-25T00:00:00,abruzzo,1,14,
2021-06-26T00:00:00,abruzzo,1,14,
2021-06-27T00:00:00,abruzzo,2,18,
2021-06-28T00:00:00,abruzzo,1,17,
2021-06-29T00:00:00,abruzzo,2,20,
2021-06-30T00:00:00,abruzzo,1,11,
2021-07-01T00:00:00,abruzzo,1,25,
2020-02-26T00:00:00,basilicata,,2,
2020-02-27T00:00:00,basilicata,,1,
2020-02-28T00:00:00,basilicata,,0,
2020-02-29T00:00:00,basilicata,,0,
2020-03-01T00:00:00,basilicata,,2,
2020-03-02T00:00:00,basilicata,,3,
2020-03-03T00:00:00,basilicata,,0,
2020-03-04T00:00:00,basilicata,,2,
2020-03-05T00:00:00,basilicata,,2,
2020-03-06T00:00:00,basilicata,2,2,
2020-03-07T00:00:00,basilicata,0,1,
2020-03-08T00:00:00,basilicata,0,2,
2020-03-09T00:00:00,basilicata,0,3,
2020-03-10T00:00:00,basilicata,0,6,
2020-03-11T00:00:00,basilicata,1,1,
2020-03-12T00:00:00,basilicata,0,3,
2020-03-13T00:00:00,basilicata,0,5,
2020-03-14T00:00:00,basilicata,0,3,1
2020-03-15T00:00:00,basilicata,1,18,0
2020-03-16T00:00:00,basilicata,2,3,1
2020-03-17T00:00:00,basilicata,3,3,0
2020-03-18T00:00:00,basilicata,7,4,3
2020-03-19T00:00:00,basilicata,3,4,2
2020-03-20T00:00:00,basilicata,6,9,2
2020-03-21T00:00:00,basilicata,1,2,1
2020-03-22T00:00:00,basilicata,3,1,1
2020-03-23T00:00:00,basilicata,6,6,2
2020-03-24T00:00:00,basilicata,3,7,4
2020-03-25T00:00:00,basilicata,2,6,1
2020-03-26T00:00:00,basilicata,1,7,0
2020-03-27T00:00:00,basilicata,8,6,1
2020-03-28T00:00:00,basilicata,3,4,0
2020-03-29T00:00:00,basilicata,3,2,1
2020-03-30T00:00:00,basilicata,6,4,1
2020-03-31T00:00:00,basilicata,0,1,0
2020-04-01T00:00:00,basilicata,2,4,2
2020-04-02T00:00:00,basilicata,3,2,0
2020-04-03T00:00:00,basilicata,4,2,2
2020-04-04T00:00:00,basilicata,2,0,0
2020-04-05T00:00:00,basilicata,0,2,0
2020-04-06T00:00:00,basilicata,1,1,1
2020-04-07T00:00:00,basilicata,5,2,0
2020-04-08T00:00:00,basilicata,7,2,0
2020-04-09T00:00:00,basilicata,4,0,0
2020-04-10T00:00:00,basilicata,2,2,1
2020-04-11T00:00:00,basilicata,3,0,1
2020-04-12T00:00:00,basilicata,1,2,0
2020-04-13T00:00:00,basilicata,1,1,0
2020-04-14T00:00:00,basilicata,0,5,0
2020-04-15T00:00:00,basilicata,0,1,0
2020-04-16T00:00:00,basilicata,0,3,0
2020-04-17T00:00:00,basilicata,0,1,0
2020-04-18T00:00:00,basilicata,3,3,0
2020-04-19T00:00:00,basilicata,1,1,0
2020-04-20T00:00:00,basilicata,5,2,0
2020-04-21T00:00:00,basilicata,1,0,0
2020-04-22T00:00:00,basilicata,3,0,0
