date,regione,deceduti,positivi,ricoveri,terapia_intensiva
2020-10-26T00:00:00,patrento_,1,238,13,1
2020-10-27T00:00:00,patrento_,5,211,12,0
2020-10-28T00:00:00,patrento_,3,275,22,1
2020-10-29T00:00:00,patrento_,1,269,31,3
2020-10-30T00:00:00,patrento_,3,326,28,1
2020-10-31T00:00:00,patrento_,3,103,13,1
2020-11-01T00:00:00,patrento_,4,59,38,2
2020-11-02T00:00:00,patrento_,4,346,35,2
2020-11-03T00:00:00,patrento_,2,269,41,1
2020-11-04T00:00:00,patrento_,1,257,28,2
2020-11-05T00:00:00,patrento_,3,328,31,5
2020-11-06T00:00:00,patrento_,11,277,29,3
2020-11-07T00:00:00,patrento_,3,158,30,3
2020-11-08T00:00:00,patrento_,5,95,24,2
2020-11-09T00:00:00,patrento_,5,285,34,4
2020-11-10T00:00:00,patrento_,4,316,43,5
2020-11-11T00:00:00,patrento_,10,318,40,5
2020-11-12T00:00:00,patrento_,16,217,50,2
2020-11-13T00:00:00,patrento_,8,334,42,2
2020-11-14T00:00:00,patrento_,15,96,37,5
2020-11-15T00:00:00,patrento_,3,63,31,3
2020-11-16T00:00:00,patrento_,11,303,37,1
2020-11-17T00:00:00,patrento_,3,270,38,4
2020-11-18T00:00:00,patrento_,7,281,51,5
2020-11-19T00:00:00,patrento_,9,181,40,3
2020-11-20T00:00:00,patrento_,15,178,42,3
2020-11-21T00:00:00,patrento_,7,65,43,4
2020-11-22T00:00:00,patrento_,12,48,25,4
2020-11-23T00:00:00,patrento_,6,300,29,3
2020-11-24T00:00:00,patrento_,7,231,37,4
2020-11-25T00:00:00,patrento_,11,309,35,2
2020-11-26T00:00:00,patrento_,10,168,38,6
2020-11-27T00:00:00,patrento_,10,275,36,3
2020-11-28T00:00:00,patrento_,16,138,35,1
2020-11-29T00:00:00,patrento_,5,85,23,6
2020-11-30T00:00:00,patrento_,10,343,32,1
2020-12-01T00:00:00,patrento_,9,318,24,2
2020-12-02T00:00:00,patrento_,8,224,46,4
2020-12-03T00:00:00,patrento_,3,186,26,4
2020-12-04T00:00:00,patrento_,10,308,38,2
2020-12-05T00:00:00,patrento_,18,125,28,4
2020-12-06T00:00:00,patrento_,11,74,31,1
2020-12-07T00:00:00,patrento_,8,312,28,5
2020-12-08T00:00:00,patrento_,15,115,39,3
2020-12-09T00:00:00,patrento_,9,276,40,1
2020-12-10T00:00:00,patrento_,11,314,29,2
2020-12-11T00:00:00,patrento_,10,466,27,1
2020-12-12T00:00:00,patrento_,9,318,35,2
2020-12-13T00:00:00,patrento_,16,85,28,4
2020-12-14T00:00:00,patrento_,8,476,33,7
2020-12-15T00:00:00,patrento_,7,279,30,3
2020-12-16T00:00:00,patrento_,17,199,32,2
2020-12-17T00:00:00,patrento_,14,242,29,3
2020-12-18T00:00:00,patrento_,5,229,23,3
2020-12-19T00:00:00,patrento_,8,150,35,3
2020-12-20T00:00:00,patrento_,10,51,14,0
2020-12-21T00:00:00,patrento_,18,176,15,2
2020-12-22T00:00:00,patrento_,6,313,21,3
2020-12-23T00:00:00,patrento_,9,223,25,3
2020-12-24T00:00:00,patrento_,11,193,18,3
2020-12-25T00:00:00,patrento_,8,41,19,2
2020-12-26T00:00:00,patrento_,8,121,29,2
2020-12-27T00:00:00,patrento_,11,88,33,0
2020-12-28T00:00:00,patrento_,5,200,30,2
2020-12-29T00:00:00,patrento_,7,387,33,4
2020-12-30T00:00:00,patrento_,11,367,28,5
2020-12-31T00:00:00,patrento_,7,315,32,3
2021-01-01T00:00:00,patrento_,6,58,26,0
2021-01-02T00:00:00,patrento_,13,211,26,3
2021-01-03T00:00:00,patrento_,10,88,31,4
2021-01-04T00:00:00,patrento_,6,332,22,1
2021-01-05T00:00:00,patrento_,5,350,29,5
2021-01-06T00:00:00,patrento_,2,108,37,4
2021-01-07T00:00:00,patrento_,9,245,21,3
2021-01-08T00:00:00,patrento_,11,269,29,1
2021-01-09T00:00:00,patrento_,4,137,28,3
2021-01-10T00:00:00,patrento_,8,65,17,1
2021-01-11T00:00:00,patrento_,9,176,26,4
2021-01-12T00:00:00,patrento_,6,212,25,2
2021-01-13T00:00:00,patrento_,6,163,23,4
2021-01-14T00:00:00,patrento_,8,125,22,0
2021-01-15T00:00:00,patrento_,9,181,24,4
2021-01-16T00:00:00,patrento_,9,116,14,4
2021-01-17T00:00:00,patrento_,4,40,13,4
2021-01-18T00:00:00,patrento_,6,191,16,2
2021-01-19T00:00:00,patrento_,4,240,9,2
2021-01-20T00:00:00,patrento_,4,158,12,2
2021-01-21T00:00:00,patrento_,3,171,12,3
2021-01-22T00:00:00,patrento_,3,189,7,1
2021-01-23T00:00:00,patrento_,6,115,11,3
2021-01-24T00:00:00,patrento_,4,37,12,0
2021-01-25T00:00:00,patrento_,2,182,13,1
2021-01-26T00:00:00,patrento_,1,243,15,1
2021-01-27T00:00:00,patrento_,1,238,7,1
2021-01-28T00:00:00,patrento_,2,247,14,2
2021-01-29T00:00:00,patrento_,0,250,13,1
2021-01-30T00:00:00,patrento_,3,119,14,1
2021-01-31T00:00:00,patrento_,1,38,15,1
2021-02-01T00:00:00,patrento_,1,199,6,0
2021-02-02T00:00:00,patrento_,3,270,13,1
2021-02-03T00:00:00,patrento_,5,232,10,2
2021-02-04T00:00:00,patrento_,0,198,12,1
2021-02-05T00:00:00,patrento_,2,289,15,0
2021-02-06T00:00:00,patrento_,6,157,10,0
2021-02-07T00:00:00,patrento_,4,46,8,0
2021-02-08T00:00:00,patrento_,3,189,14,3
2021-02-09T00:00:00,patrento_,1,320,18,3
2021-02-10T00:00:00,patrento_,1,241,7,1
2021-02-11T00:00:00,patrento_,1,218,26,3
2021-02-12T00:00:00,patrento_,1,259,16,2
2021-02-13T00:00:00,patrento_,2,129,18,0
2021-02-14T00:00:00,patrento_,1,32,14,2
2021-02-15T00:00:00,patrento_,3,220,13,1
2021-02-16T00:00:00,patrento_,4,289,16,3
2021-02-17T00:00:00,patrento_,3,309,14,3
2021-02-18T00:00:00,patrento_,3,256,26,3
2021-02-19T00:00:00,patrento_,0,323,16,0
2021-02-20T00:00:00,patrento_,1,234,14,3
2021-02-21T00:00:00,patrento_,2,58,13,2
2021-02-22T00:00:00,patrento_,0,256,13,2
2021-02-23T00:00:00,patrento_,4,418,20,2
2021-02-24T00:00:00,patrento_,2,411,15,3
2021-02-25T00:00:00,patrento_,2,333,16,5
2021-02-26T00:00:00,patrento_,1,398,19,3
2021-02-27T00:00:00,patrento_,2,210,18,2
2021-02-28T00:00:00,patrento_,1,82,18,2
2021-03-01T00:00:00,patrento_,1,314,13,4
2021-03-02T00:00:00,patrento_,2,331,27,2
2021-03-03T00:00:00,patrento_,1,341,21,5
2021-03-04T00:00:00,patrento_,3,341,19,3
2021-03-05T00:00:00,patrento_,5,298,19,6
2021-03-06T00:00:00,patrento_,3,189,26,5
2021-03-07T00:00:00,patrento_,1,102,9,1
2021-03-08T00:00:00,patrento_,4,279,18,2
2021-03-09T00:00:00,patrento_,3,384,21,3
2021-03-10T00:00:00,patrento_,2,355,21,7
2021-03-11T00:00:00,patrento_,0,258,19,1
2021-03-12T00:00:00,patrento_,3,308,13,1
2021-03-13T00:00:00,patrento_,1,216,19,0
2021-03-14T00:00:00,patrento_,4,33,21,3
2021-03-15T00:00:00,patrento_,2,263,17,3
2021-03-16T00:00:00,patrento_,3,298,25,4
2021-03-17T00:00:00,patrento_,2,325,20,4
2021-03-18T00:00:00,patrento_,3,222,19,6
2021-03-19T00:00:00,patrento_,3,284,11,3
2021-03-20T00:00:00,patrento_,5,137,14,3
2021-03-21T00:00:00,patrento_,4,84,19,2
2021-03-22T00:00:00,patrento_,2,231,11,2
2021-03-23T00:00:00,patrento_,2,302,16,2
2021-03-24T00:00:00,patrento_,2,225,19,2
2021-03-25T00:00:00,patrento_,5,210,15,3
2021-03-26T00:00:00,patrento_,2,220,12,1
2021-03-27T00:00:00,patrento_,1,125,30,3
2021-03-28T00:00:00,patrento_,1,55,11,5
2021-03-29T00:00:00,patrento_,2,205,15,1
2021-03-30T00:00:00,patrento_,2,185,18,5
2021-03-31T00:00:00,patrento_,5,157,26,5
2021-04-01T00:00:00,patrento_,2,136,16,1
2021-04-02T00:00:00,patrento_,7,139,14,5
2021-04-03T00:00:00,patrento_,1,82,15,2
2021-04-04T00:00:00,patrento_,0,25,12,1
2021-04-05T00:00:00,patrento_,2,27,7,3
2021-04-06T00:00:00,patrento_,7,161,8,3
2021-04-07T00:00:00,patrento_,2,130,10,1
2021-04-08T00:00:00,patrento_,0,97,13,1
2021-04-09T00:00:00,patrento_,3,110,7,1
2021-04-10T00:00:00,patrento_,0,94,14,3
2021-04-11T00:00:00,patrento_,0,35,12,0
2021-04-12T00:00:00,patrento_,3,117,9,1
2021-04-13T00:00:00,patrento_,1,122,12,1
2021-04-14T00:00:00,patrento_,3,105,5,3
2021-04-15T00:00:00,patrento_,1,82,6,0
2021-04-16T00:00:00,patrento_,4,88,6,1
2021-04-17T00:00:00,patrento_,2,57,10,0
2021-04-18T00:00:00,patrento_,1,20,12,0
2021-04-19T00:00:00,patrento_,2,122,5,1
2021-04-20T00:00:00,patrento_,2,102,8,3
2021-04-21T00:00:00,patrento_,2,97,6,0
2021-04-22T00:00:00,patrento_,1,100,4,0
2021-04-23T00:00:00,patrento_,1,86,5,1
2021-04-24T00:00:00,patrento_,0,63,6,0
2021-04-25T00:00:00,patrento_,1,9,11,2
2021-04-26T00:00:00,patrento_,3,108,7,2
2021-04-27T00:00:00,patrento_,2,101,4,0
2021-04-28T00:00:00,patrento_,3,80,7,4
2021-04-29T00:00:00,patrento_,1,67,9,0
2021-04-30T00:00:00,patrento_,1,91,8,1
2021-05-01T00:00:00,patrento_,0,19,5,3
2021-05-02T00:00:00,patrento_,1,26,5,0
2021-05-03T00:00:00,patrento_,0,87,2,0
2021-05-04T00:00:00,patrento_,0,80,5,1
2021-05-05T00:00:00,patrento_,0,74,3,1
2021-05-06T00:00:00,patrento_,0,65,7,0
2021-05-07T00:00:00,patrento_,0,79,3,2
2021-05-08T00:00:00,patrento_,0,35,6,0
2021-05-09T00:00:00,patrento_,1,17,1,1
2021-05-10T00:00:00,patrento_,2,59,4,2
2021-05-11T00:00:00,patrento_,0,65,1,1
2021-05-12T00:00:00,patrento_,0,40,1,1
2021-05-13T00:00:00,patrento_,0,53,7,0
2021-05-14T00:00:00,patrento_,0,73,5,0
2021-05-15T00:00:00,patrento_,3,47,5,0
2021-05-16T00:00:00,patrento_,1,15,3,0
2021-05-17T00:00:00,patrento_,0,48,1,1
2021-05-18T00:00:00,patrento_,1,59,7,0
2021-05-19T00:00:00,patrento_,0,39,2,0
2021-05-20T00:00:00,patrento_,0,27,2,1
2021-05-21T00:00:00,patrento_,0,50,3,0
2021-05-22T00:00:00,patrento_,0,36,2,1
2021-05-23T00:00:00,patrento_,0,9,6,0
2021-05-24T00:00:00,patrento_,0,32,4,2
2021-05-25T00:00:00,patrento_,0,47,2,1
2021-05-26T00:00:00,patrento_,0,45,2,0
2021-05-27T00:00:00,patrento_,0,38,3,0
2021-05-28T00:00:00,patrento_,0,36,2,1
2021-05-29T00:00:00,patrento_,0,27,0,0
2021-05-30T00:00:00,patrento_,1,5,0,0
2021-05-31T00:00:00,patrento_,3,41,1,0
2021-06-01T00:00:00,patrento_,0,31,0,1
2021-06-02T00:00:00,patrento_,0,5,1,0
2021-06-03T00:00:00,patrento_,0,25,1,0
2021-06-04T00:00:00,patrento_,0,27,3,1
2021-06-05T00:00:00,patrento_,1,12,2,0
2021-06-06T00:00:00,patrento_,0,6,2,0
2021-06-07T00:00:00,patrento_,0,35,1,0
2021-06-08T00:00:00,patrento_,0,18,2,0
2021-06-09T00:00:00,patrento_,0,19,1,0
2021-06-10T00:00:00,patrento_,0,18,1,0
2021-06-11T00:00:00,patrento_,1,11,1,0
2021-06-12T00:00:00,patrento_,0,11,1,0
2021-06-13T00:00:00,patrento_,0,2,0,0
2021-06-14T00:00:00,patrento_,0,7,0,0
2021-06-15T00:00:00,patrento_,0,6,0,0
2021-06-16T00:00:00,patrento_,1,10,0,0
2021-06-17T00:00:00,patrento_,0,8,0,0
2021-06-18T00:00:00,patrento_,0,9,1,0
2021-06-19T00:00:00,patrento_,0,2,2,0
2021-06-20T00:00:00,patrento_,0,2,0,0
2021-06-21T00:00:00,patrento_,0,7,0,0
2021-06-22T00:00:00,patrento_,,4,0,1
2021-06-23T00:00:00,patrento_,,3,0,0
2021-06-24T00:00:00,patrento_,,7,0,0
2021-06-25T00:00:00,patrento_,,4,1,0
2021-06-26T00:00:00,patrento_,,0,0,0
2021-06-27T00:00:00,patrento_,,1,0,0
2021-06-28T00:00:00,patrento_,,5,0,0
2021-06-29T00:00:00,patrento_,,6,0,0
2021-06-30T00:00:00,patrento_,,5,0,0
2021-07-01T00:00:00,patrento_,,8,0,0
2021-07-02T00:00:00,patrento_,,5,0,
2021-07-03T00:00:00,patrento_,,,0,
2020-02-20T00:00:00,piemonte,,1,2,
2020-02-21T00:00:00,piemonte,,0,1,
2020-02-22T00:00:00,piemonte,,2,0,
2020-02-23T00:00:00,piemonte,,2,6,
2020-02-24T00:00:00,piemonte,,1,2,
2020-02-25T00:00:00,piemonte,,1,0,
2020-02-26T00:00:00,piemonte,2,3,4,1
2020-02-27T00:00:00,piemonte,0,11,5,3
2020-02-28T00:00:00,piemonte,0,14,3,0
2020-02-29T00:00:00,piemonte,1,6,5,2
2020-03-01T00:00:00,piemonte,0,3,5,0
2020-03-02T00:00:00,piemonte,0,11,9,0
2020-03-03T00:00:00,piemonte,0,22,26,6
2020-03-04T00:00:00,piemonte,2,37,25,11
2020-03-05T00:00:00,piemonte,2,41,31,6
2020-03-06T00:00:00,piemonte,1,81,40,8
2020-03-07T00:00:00,piemonte,2,115,49,3
2020-03-08T00:00:00,piemonte,4,107,43,1
2020-03-09T00:00:00,piemonte,8,107,48,7
2020-03-10T00:00:00,piemonte,9,118,51,10
2020-03-11T00:00:00,piemonte,6,209,70,9
2020-03-12T00:00:00,piemonte,17,234,85,9
2020-03-13T00:00:00,piemonte,20,320,114,7
2020-03-14T00:00:00,piemonte,24,345,40,8
2020-03-15T00:00:00,piemonte,28,208,39,10
2020-03-16T00:00:00,piemonte,29,373,50,14
2020-03-17T00:00:00,piemonte,26,471,67,10
2020-03-18T00:00:00,piemonte,41,497,50,8
2020-03-19T00:00:00,piemonte,48,364,51,13
2020-03-20T00:00:00,piemonte,62,391,65,7
2020-03-21T00:00:00,piemonte,63,582,72,22
2020-03-22T00:00:00,piemonte,75,556,70,29
2020-03-23T00:00:00,piemonte,81,568,96,39
2020-03-24T00:00:00,piemonte,100,439,64,36
2020-03-25T00:00:00,piemonte,89,589,59,44
2020-03-26T00:00:00,piemonte,85,425,57,28
2020-03-27T00:00:00,piemonte,98,720,40,20
2020-03-28T00:00:00,piemonte,104,612,22,11
2020-03-29T00:00:00,piemonte,90,479,25,13
2020-03-30T00:00:00,piemonte,86,448,39,20
2020-03-31T00:00:00,piemonte,82,647,45,16
2020-04-01T00:00:00,piemonte,96,558,48,20
2020-04-02T00:00:00,piemonte,85,611,47,12
2020-04-03T00:00:00,piemonte,91,529,32,10
2020-04-04T00:00:00,piemonte,60,606,23,12
2020-04-05T00:00:00,piemonte,96,666,12,3
2020-04-06T00:00:00,piemonte,97,391,40,10
2020-04-07T00:00:00,piemonte,83,439,71,24
2020-04-08T00:00:00,piemonte,83,803,88,35
2020-04-09T00:00:00,piemonte,57,666,114,58
2020-04-10T00:00:00,piemonte,89,953,58,28
2020-04-11T00:00:00,piemonte,97,752,41,20
2020-04-12T00:00:00,piemonte,82,570,21,13
2020-04-13T00:00:00,piemonte,77,415,25,7
2020-04-14T00:00:00,piemonte,75,410,55,10
2020-04-15T00:00:00,piemonte,88,793,41,18
2020-04-16T00:00:00,piemonte,81,865,54,19
2020-04-17T00:00:00,piemonte,76,549,86,42
2020-04-18T00:00:00,piemonte,68,675,65,40
2020-04-19T00:00:00,piemonte,82,301,77,37
2020-04-20T00:00:00,piemonte,59,600,92,46
2020-04-21T00:00:00,piemonte,60,671,78,39
2020-04-22T00:00:00,piemonte,50,508,85,52
2020-04-23T00:00:00,piemonte,58,642,76,52
2020-04-24T00:00:00,piemonte,56,610,99,43
2020-04-25T00:00:00,piemonte,71,446,63,50
2020-04-26T00:00:00,piemonte,49,255,59,38
2020-04-27T00:00:00,piemonte,53,225,73,32
2020-04-28T00:00:00,piemonte,57,571,64,34
2020-04-29T00:00:00,piemonte,37,442,76,36
2020-04-30T00:00:00,piemonte,32,414,61,39
2020-05-01T00:00:00,piemonte,35,293,44,35
2020-05-02T00:00:00,piemonte,40,287,36,27
2020-05-03T00:00:00,piemonte,40,133,32,21
2020-05-04T00:00:00,piemonte,26,151,47,23
2020-05-05T00:00:00,piemonte,40,154,44,21
2020-05-06T00:00:00,piemonte,25,249,55,36
2020-05-07T00:00:00,piemonte,39,205,50,22
2020-05-08T00:00:00,piemonte,24,170,55,26
2020-05-09T00:00:00,piemonte,24,180,29,14
2020-05-10T00:00:00,piemonte,21,72,32,11
2020-05-11T00:00:00,piemonte,19,75,46,20
2020-05-12T00:00:00,piemonte,25,138,35,17
2020-05-13T00:00:00,piemonte,19,142,34,18
2020-05-14T00:00:00,piemonte,21,167,45,27
2020-05-15T00:00:00,piemonte,19,116,50,20
2020-05-16T00:00:00,piemonte,10,67,33,18
2020-05-17T00:00:00,piemonte,14,56,26,14
2020-05-18T00:00:00,piemonte,17,124,40,9
2020-05-19T00:00:00,piemonte,15,117,31,15
2020-05-20T00:00:00,piemonte,14,85,31,10
2020-05-21T00:00:00,piemonte,6,95,20,9
2020-05-22T00:00:00,piemonte,10,70,35,7
2020-05-23T00:00:00,piemonte,8,67,20,12
2020-05-24T00:00:00,piemonte,18,29,18,7
2020-05-25T00:00:00,piemonte,10,52,39,8
2020-05-26T00:00:00,piemonte,6,72,24,9
2020-05-27T00:00:00,piemonte,6,48,29,7
2020-05-28T00:00:00,piemonte,8,83,17,4
2020-05-29T00:00:00,piemonte,5,65,25,11
2020-05-30T00:00:00,piemonte,6,55,25,7
2020-05-31T00:00:00,piemonte,5,31,11,3
2020-06-01T00:00:00,piemonte,9,47,29,3
2020-06-02T00:00:00,piemonte,8,17,14,4
2020-06-03T00:00:00,piemonte,8,29,24,1
2020-06-04T00:00:00,piemonte,7,29,19,6
2020-06-05T00:00:00,piemonte,21,38,22,5
2020-06-06T00:00:00,piemonte,47,13,6,5
2020-06-07T00:00:00,piemonte,4,9,8,5
2020-06-08T00:00:00,piemonte,7,24,28,4
2020-06-09T00:00:00,piemonte,10,18,20,4
2020-06-10T00:00:00,piemonte,12,44,19,6
2020-06-11T00:00:00,piemonte,5,33,17,6
2020-06-12T00:00:00,piemonte,6,22,23,3
2020-06-13T00:00:00,piemonte,3,26,8,2
2020-06-14T00:00:00,piemonte,1,9,13,5
2020-06-15T00:00:00,piemonte,10,19,12,5
2020-06-16T00:00:00,piemonte,9,38,13,7
2020-06-17T00:00:00,piemonte,5,36,24,3
2020-06-18T00:00:00,piemonte,16,19,16,3
2020-06-19T00:00:00,piemonte,14,26,29,9
2020-06-20T00:00:00,piemonte,1,24,6,3
2020-06-21T00:00:00,piemonte,3,5,10,3
2020-06-22T00:00:00,piemonte,16,5,27,6
2020-06-23T00:00:00,piemonte,22,32,15,1
2020-06-24T00:00:00,piemonte,7,15,19,6
2020-06-25T00:00:00,piemonte,9,15,9,5
2020-06-26T00:00:00,piemonte,3,15,18,4
2020-06-27T00:00:00,piemonte,3,14,4,2
2020-06-28T00:00:00,piemonte,2,2,5,2
2020-06-29T00:00:00,piemonte,5,10,22,2
2020-06-30T00:00:00,piemonte,6,14,16,4
2020-07-01T00:00:00,piemonte,4,15,18,4
2020-07-02T00:00:00,piemonte,3,13,12,2
2020-07-03T00:00:00,piemonte,8,15,17,0
2020-07-04T00:00:00,piemonte,1,17,3,3
2020-07-05T00:00:00,piemonte,1,5,4,2
2020-07-06T00:00:00,piemonte,2,7,12,0
2020-07-07T00:00:00,piemonte,2,18,11,1
2020-07-08T00:00:00,piemonte,4,16,10,3
2020-07-09T00:00:00,piemonte,1,10,12,2
2020-07-10T00:00:00,piemonte,2,8,15,3
2020-07-11T00:00:00,piemonte,0,5,5,0
2020-07-12T00:00:00,piemonte,0,6,6,1
2020-07-13T00:00:00,piemonte,6,7,22,3
2020-07-14T00:00:00,piemonte,1,5,11,1
2020-07-15T00:00:00,piemonte,2,5,13,1
2020-07-16T00:00:00,piemonte,3,11,11,3
2020-07-17T00:00:00,piemonte,1,4,17,1
2020-07-18T00:00:00,piemonte,0,1,10,0
2020-07-19T00:00:00,piemonte,0,6,7,0
2020-07-20T00:00:00,piemonte,1,7,20,0
2020-07-21T00:00:00,piemonte,6,10,14,1
2020-07-22T00:00:00,piemonte,6,11,13,2
2020-07-23T00:00:00,piemonte,1,13,11,1
2020-07-24T00:00:00,piemonte,1,15,9,0
2020-07-25T00:00:00,piemonte,0,15,9,2
2020-07-26T00:00:00,piemonte,0,10,5,1
2020-07-27T00:00:00,piemonte,1,8,15,0
2020-07-28T00:00:00,piemonte,2,14,13,5
2020-07-29T00:00:00,piemonte,0,9,8,0
2020-07-30T00:00:00,piemonte,1,48,12,3
2020-07-31T00:00:00,piemonte,0,20,12,0
2020-08-01T00:00:00,piemonte,0,16,10,5
2020-08-02T00:00:00,piemonte,0,6,6,2
2020-08-03T00:00:00,piemonte,0,11,26,3
2020-08-04T00:00:00,piemonte,0,25,8,6
2020-08-05T00:00:00,piemonte,0,28,8,0
2020-08-06T00:00:00,piemonte,1,35,12,1
2020-08-07T00:00:00,piemonte,0,37,14,0
2020-08-08T00:00:00,piemonte,0,42,6,2
2020-08-09T00:00:00,piemonte,0,12,6,1
2020-08-10T00:00:00,piemonte,2,29,12,0
2020-08-11T00:00:00,piemonte,1,37,9,2
2020-08-12T00:00:00,piemonte,0,26,12,0
2020-08-13T00:00:00,piemonte,2,36,7,0
2020-08-14T00:00:00,piemonte,1,55,11,5
2020-08-15T00:00:00,piemonte,2,27,9,5
2020-08-16T00:00:00,piemonte,0,17,5,1
2020-08-17T00:00:00,piemonte,0,18,14,4
2020-08-18T00:00:00,piemonte,0,38,22,4
2020-08-19T00:00:00,piemonte,0,60,23,1
2020-08-20T00:00:00,piemonte,0,42,11,3
2020-08-21T00:00:00,piemonte,1,54,8,2
2020-08-22T00:00:00,piemonte,0,53,6,3
2020-08-23T00:00:00,piemonte,0,33,4,2
2020-08-24T00:00:00,piemonte,0,60,11,4
2020-08-25T00:00:00,piemonte,0,88,16,2
2020-08-26T00:00:00,piemonte,0,80,10,1
2020-08-27T00:00:00,piemonte,1,109,6,2
2020-08-28T00:00:00,piemonte,0,75,15,3
2020-08-29T00:00:00,piemonte,0,60,3,1
2020-08-30T00:00:00,piemonte,0,32,7,3
2020-08-31T00:00:00,piemonte,0,38,13,1
2020-09-01T00:00:00,piemonte,0,71,13,2
2020-09-02T00:00:00,piemonte,1,72,19,3
2020-09-03T00:00:00,piemonte,0,90,16,3
2020-09-04T00:00:00,piemonte,0,49,15,1
2020-09-05T00:00:00,piemonte,1,60,8,2
2020-09-06T00:00:00,piemonte,0,29,10,2
2020-09-07T00:00:00,piemonte,1,48,14,2
2020-09-08T00:00:00,piemonte,0,99,22,3
2020-09-09T00:00:00,piemonte,0,75,8,5
2020-09-10T00:00:00,piemonte,0,77,9,0
2020-09-11T00:00:00,piemonte,0,101,15,2
2020-09-12T00:00:00,piemonte,0,83,10,6
2020-09-13T00:00:00,piemonte,0,43,10,3
2020-09-14T00:00:00,piemonte,0,45,16,0
2020-09-15T00:00:00,piemonte,0,117,14,3
2020-09-16T00:00:00,piemonte,1,77,21,3
2020-09-17T00:00:00,piemonte,2,113,15,5
2020-09-18T00:00:00,piemonte,2,97,12,3
2020-09-19T00:00:00,piemonte,1,85,8,6
2020-09-20T00:00:00,piemonte,0,54,8,1
2020-09-21T00:00:00,piemonte,1,90,22,4
2020-09-22T00:00:00,piemonte,0,107,17,3
2020-09-23T00:00:00,piemonte,3,105,24,4
2020-09-24T00:00:00,piemonte,1,126,25,4
2020-09-25T00:00:00,piemonte,1,117,16,5
2020-09-26T00:00:00,piemonte,0,131,11,4
2020-09-27T00:00:00,piemonte,1,117,8,4
2020-09-28T00:00:00,piemonte,2,89,42,9
2020-09-29T00:00:00,piemonte,0,133,21,6
2020-09-30T00:00:00,piemonte,0,174,31,10
2020-10-01T00:00:00,piemonte,1,217,29,7
2020-10-02T00:00:00,piemonte,0,279,37,10
2020-10-03T00:00:00,piemonte,1,198,21,11
2020-10-04T00:00:00,piemonte,2,147,28,16
2020-10-05T00:00:00,piemonte,0,199,38,8
2020-10-06T00:00:00,piemonte,0,272,49,12
2020-10-07T00:00:00,piemonte,0,402,51,26
2020-10-08T00:00:00,piemonte,1,419,44,15
2020-10-09T00:00:00,piemonte,6,451,49,26
2020-10-10T00:00:00,piemonte,5,532,34,15
2020-10-11T00:00:00,piemonte,3,356,43,22
2020-10-12T00:00:00,piemonte,6,641,60,22
2020-10-13T00:00:00,piemonte,3,677,72,33
2020-10-14T00:00:00,piemonte,3,960,59,33
2020-10-15T00:00:00,piemonte,7,942,89,54
2020-10-16T00:00:00,piemonte,7,1195,79,40
2020-10-17T00:00:00,piemonte,8,1294,85,51
2020-10-18T00:00:00,piemonte,8,801,81,56
2020-10-19T00:00:00,piemonte,7,1371,113,47
2020-10-20T00:00:00,piemonte,5,1475,133,63
2020-10-21T00:00:00,piemonte,16,1781,128,87
2020-10-22T00:00:00,piemonte,13,2156,145,76
2020-10-23T00:00:00,piemonte,16,2157,149,92
2020-10-24T00:00:00,piemonte,15,2209,167,122
2020-10-25T00:00:00,piemonte,16,1263,151,95
2020-10-26T00:00:00,piemonte,16,2207,176,107
2020-10-27T00:00:00,piemonte,21,2822,190,116
2020-10-28T00:00:00,piemonte,28,3234,182,131
2020-10-29T00:00:00,piemonte,28,2612,187,118
2020-10-30T00:00:00,piemonte,33,3231,190,114
2020-10-31T00:00:00,piemonte,43,2851,201,147
2020-11-01T00:00:00,piemonte,31,1935,154,121
2020-11-02T00:00:00,piemonte,39,2928,258,178
2020-11-03T00:00:00,piemonte,41,3387,230,168
2020-11-04T00:00:00,piemonte,48,4226,241,182
2020-11-05T00:00:00,piemonte,66,4211,266,203
2020-11-06T00:00:00,piemonte,48,4963,250,195
2020-11-07T00:00:00,piemonte,60,3813,234,158
2020-11-08T00:00:00,piemonte,70,2432,221,177
2020-11-09T00:00:00,piemonte,63,3885,257,181
2020-11-10T00:00:00,piemonte,74,3691,248,167
2020-11-11T00:00:00,piemonte,78,4232,238,171
2020-11-12T00:00:00,piemonte,77,4428,267,175
2020-11-13T00:00:00,piemonte,46,4859,278,177
2020-11-14T00:00:00,piemonte,65,3777,181,143
2020-11-15T00:00:00,piemonte,68,2454,172,132
2020-11-16T00:00:00,piemonte,71,3435,243,170
2020-11-17T00:00:00,piemonte,75,3923,239,162
2020-11-18T00:00:00,piemonte,97,3801,268,195
2020-11-19T00:00:00,piemonte,75,3785,224,176
2020-11-20T00:00:00,piemonte,94,3259,208,165
2020-11-21T00:00:00,piemonte,64,2689,158,110
2020-11-22T00:00:00,piemonte,66,1567,150,118
2020-11-23T00:00:00,piemonte,66,2272,202,144
2020-11-24T00:00:00,piemonte,62,2588,181,146
2020-11-25T00:00:00,piemonte,83,2627,183,136
2020-11-26T00:00:00,piemonte,77,2708,149,125
2020-11-27T00:00:00,piemonte,77,2333,136,108
2020-11-28T00:00:00,piemonte,82,1843,123,96
2020-11-29T00:00:00,piemonte,59,873,124,103
2020-11-30T00:00:00,piemonte,68,1544,133,99
