iss_date,DATA_PRELIEVO_DIAGNOSI,CASI
11/09/2021,22/07/2021,4942
11/09/2021,23/07/2021,5427
11/09/2021,24/07/2021,4249
11/09/2021,25/07/2021,2204
11/09/2021,26/07/2021,6309
11/09/2021,27/07/2021,6401
11/09/2021,28/07/2021,6124
11/09/2021,29/07/2021,5924
11/09/2021,30/07/2021,6172
11/09/2021,31/07/2021,4944
11/09/2021,01/08/2021,2397
11/09/2021,02/08/2021,6637
11/09/2021,03/08/2021,7088
11/09/2021,04/08/2021,7088
11/09/2021,05/08/2021,6396
11/09/2021,06/08/2021,7081
11/09/2021,07/08/2021,5066
11/09/2021,08/08/2021,2982
11/09/2021,09/08/2021,7010
11/09/2021,10/08/2021,7480
11/09/2021,11/08/2021,7000
11/09/2021,12/08/2021,7089
11/09/2021,13/08/2021,6950
11/09/2021,14/08/2021,5129
11/09/2021,15/08/2021,2346
11/09/2021,16/08/2021,6671
11/09/2021,17/08/2021,7660
11/09/2021,18/08/2021,7297
11/09/2021,19/08/2021,7080
11/09/2021,20/08/2021,7455
11/09/2021,21/08/2021,5682
11/09/2021,22/08/2021,3098
11/09/2021,23/08/2021,7740
11/09/2021,24/08/2021,7842
11/09/2021,25/08/2021,7677
11/09/2021,26/08/2021,6905
11/09/2021,27/08/2021,6932
11/09/2021,28/08/2021,5493
11/09/2021,29/08/2021,2882
11/09/2021,30/08/2021,6774
11/09/2021,31/08/2021,6973
11/09/2021,01/09/2021,6508
11/09/2021,02/09/2021,5905
11/09/2021,03/09/2021,5855
11/09/2021,04/09/2021,4536
11/09/2021,05/09/2021,2266
11/09/2021,06/09/2021,4848
11/09/2021,07/09/2021,4853
11/09/2021,08/09/2021,3970
11/09/2021,09/09/2021,2386
11/09/2021,10/09/2021,844
11/09/2021,11/09/2021,<5
11/09/2021,,2542
12/09/2021,29/01/2020,<5
12/09/2021,06/02/2020,<5
12/09/2021,20/02/2020,<5
12/09/2021,21/02/2020,37
12/09/2021,22/02/2020,57
12/09/2021,23/02/2020,77
12/09/2021,24/02/2020,86
12/09/2021,25/02/2020,191
12/09/2021,26/02/2020,277
12/09/2021,27/02/2020,286
12/09/2021,28/02/2020,354
12/09/2021,29/02/2020,373
12/09/2021,01/03/2020,410
12/09/2021,02/03/2020,630
12/09/2021,03/03/2020,804
12/09/2021,04/03/2020,1075
12/09/2021,05/03/2020,1301
12/09/2021,06/03/2020,1528
12/09/2021,07/03/2020,1448
12/09/2021,08/03/2020,1452
12/09/2021,09/03/2020,2240
12/09/2021,10/03/2020,2454
12/09/2021,11/03/2020,2776
12/09/2021,12/03/2020,3140
12/09/2021,13/03/2020,4105
12/09/2021,14/03/2020,3537
12/09/2021,15/03/2020,2849
12/09/2021,16/03/2020,4814
12/09/2021,17/03/2020,5343
12/09/2021,18/03/2020,5689
12/09/2021,19/03/2020,5680
12/09/2021,20/03/2020,6255
12/09/2021,21/03/2020,4922
12/09/2021,22/03/2020,3926
12/09/2021,23/03/2020,6101
12/09/2021,24/03/2020,5916
12/09/2021,25/03/2020,5803
12/09/2021,26/03/2020,5703
12/09/2021,27/03/2020,5795
12/09/2021,28/03/2020,4528
12/09/2021,29/03/2020,3015
12/09/2021,30/03/2020,5089
12/09/2021,31/03/2020,5362
12/09/2021,01/04/2020,5024
12/09/2021,02/04/2020,4776
12/09/2021,03/04/2020,4453
12/09/2021,04/04/2020,3661
12/09/2021,05/04/2020,2600
12/09/2021,06/04/2020,4088
12/09/2021,07/04/2020,4141
12/09/2021,08/04/2020,4801
12/09/2021,09/04/2020,4686
12/09/2021,10/04/2020,5130
12/09/2021,11/04/2020,3431
12/09/2021,12/04/2020,1924
12/09/2021,13/04/2020,2267
12/09/2021,14/04/2020,3277
12/09/2021,15/04/2020,3951
12/09/2021,16/04/2020,3706
12/09/2021,17/04/2020,3504
12/09/2021,18/04/2020,2640
12/09/2021,19/04/2020,1389
12/09/2021,20/04/2020,3007
12/09/2021,21/04/2020,3076
12/09/2021,22/04/2020,2605
12/09/2021,23/04/2020,2812
12/09/2021,24/04/2020,2739
12/09/2021,25/04/2020,1667
12/09/2021,26/04/2020,1018
12/09/2021,27/04/2020,1982
12/09/2021,28/04/2020,2240
12/09/2021,29/04/2020,2327
12/09/2021,30/04/2020,2267
12/09/2021,01/05/2020,1085
12/09/2021,02/05/2020,1020
12/09/2021,03/05/2020,506
12/09/2021,04/05/2020,1458
12/09/2021,05/05/2020,1536
12/09/2021,06/05/2020,1443
12/09/2021,07/05/2020,1389
12/09/2021,08/05/2020,1379
12/09/2021,09/05/2020,731
12/09/2021,10/05/2020,337
12/09/2021,11/05/2020,872
12/09/2021,12/05/2020,916
12/09/2021,13/05/2020,889
12/09/2021,14/05/2020,902
12/09/2021,15/05/2020,791
12/09/2021,16/05/2020,606
12/09/2021,17/05/2020,298
12/09/2021,18/05/2020,655
12/09/2021,19/05/2020,720
12/09/2021,20/05/2020,674
12/09/2021,21/05/2020,622
12/09/2021,22/05/2020,685
12/09/2021,23/05/2020,356
12/09/2021,24/05/2020,147
12/09/2021,25/05/2020,513
12/09/2021,26/05/2020,540
12/09/2021,27/05/2020,524
12/09/2021,28/05/2020,516
12/09/2021,29/05/2020,388
12/09/2021,30/05/2020,285
12/09/2021,31/05/2020,89
12/09/2021,01/06/2020,375
12/09/2021,02/06/2020,87
12/09/2021,03/06/2020,358
12/09/2021,04/06/2020,361
12/09/2021,05/06/2020,384
12/09/2021,06/06/2020,203
12/09/2021,07/06/2020,84
12/09/2021,08/06/2020,300
12/09/2021,09/06/2020,368
12/09/2021,10/06/2020,394
12/09/2021,11/06/2020,447
12/09/2021,12/06/2020,369
12/09/2021,13/06/2020,214
12/09/2021,14/06/2020,68
12/09/2021,15/06/2020,276
12/09/2021,16/06/2020,280
12/09/2021,17/06/2020,302
12/09/2021,18/06/2020,232
12/09/2021,19/06/2020,290
12/09/2021,20/06/2020,165
12/09/2021,21/06/2020,62
12/09/2021,22/06/2020,333
12/09/2021,23/06/2020,292
12/09/2021,24/06/2020,206
12/09/2021,25/06/2020,201
12/09/2021,26/06/2020,184
12/09/2021,27/06/2020,121
12/09/2021,28/06/2020,62
12/09/2021,29/06/2020,233
12/09/2021,30/06/2020,198
12/09/2021,01/07/2020,236
12/09/2021,02/07/2020,249
12/09/2021,03/07/2020,238
12/09/2021,04/07/2020,219
12/09/2021,05/07/2020,81
12/09/2021,06/07/2020,235
12/09/2021,07/07/2020,224
12/09/2021,08/07/2020,284
12/09/2021,09/07/2020,220
12/09/2021,10/07/2020,250
12/09/2021,11/07/2020,163
12/09/2021,12/07/2020,62
12/09/2021,13/07/2020,187
12/09/2021,14/07/2020,238
12/09/2021,15/07/2020,237
12/09/2021,16/07/2020,256
12/09/2021,17/07/2020,285
12/09/2021,18/07/2020,166
12/09/2021,19/07/2020,110
12/09/2021,20/07/2020,316
12/09/2021,21/07/2020,279
12/09/2021,22/07/2020,276
12/09/2021,23/07/2020,267
12/09/2021,24/07/2020,307
12/09/2021,25/07/2020,193
12/09/2021,26/07/2020,92
12/09/2021,27/07/2020,323
12/09/2021,28/07/2020,317
12/09/2021,29/07/2020,469
12/09/2021,30/07/2020,352
12/09/2021,31/07/2020,320
12/09/2021,01/08/2020,201
12/09/2021,02/08/2020,107
12/09/2021,03/08/2020,420
12/09/2021,04/08/2020,394
12/09/2021,05/08/2020,507
12/09/2021,06/08/2020,398
12/09/2021,07/08/2020,494
12/09/2021,08/08/2020,345
12/09/2021,09/08/2020,194
12/09/2021,10/08/2020,501
12/09/2021,11/08/2020,534
12/09/2021,12/08/2020,626
12/09/2021,13/08/2020,550
12/09/2021,14/08/2020,632
12/09/2021,15/08/2020,324
12/09/2021,16/08/2020,300
12/09/2021,17/08/2020,704
12/09/2021,18/08/2020,926
12/09/2021,19/08/2020,1069
12/09/2021,20/08/2020,1161
12/09/2021,21/08/2020,1416
12/09/2021,22/08/2020,1064
12/09/2021,23/08/2020,718
12/09/2021,24/08/2020,1675
12/09/2021,25/08/2020,1598
12/09/2021,26/08/2020,1550
12/09/2021,27/08/2020,1510
12/09/2021,28/08/2020,1470
12/09/2021,29/08/2020,1066
12/09/2021,30/08/2020,588
12/09/2021,31/08/2020,1437
12/09/2021,01/09/2020,1429
12/09/2021,02/09/2020,1629
12/09/2021,03/09/2020,1597
12/09/2021,04/09/2020,1656
12/09/2021,05/09/2020,1149
12/09/2021,06/09/2020,563
12/09/2021,07/09/2020,1585
12/09/2021,08/09/2020,1621
12/09/2021,09/09/2020,1634
12/09/2021,10/09/2020,1678
12/09/2021,11/09/2020,1622
12/09/2021,12/09/2020,1230
12/09/2021,13/09/2020,603
12/09/2021,14/09/2020,1667
12/09/2021,15/09/2020,1833
12/09/2021,16/09/2020,1621
12/09/2021,17/09/2020,1755
12/09/2021,18/09/2020,1927
12/09/2021,19/09/2020,1326
12/09/2021,20/09/2020,664
12/09/2021,21/09/2020,1981
12/09/2021,22/09/2020,1945
12/09/2021,23/09/2020,2049
12/09/2021,24/09/2020,2017
12/09/2021,25/09/2020,2111
12/09/2021,26/09/2020,1505
12/09/2021,27/09/2020,905
12/09/2021,28/09/2020,2295
12/09/2021,29/09/2020,2338
12/09/2021,30/09/2020,2619
12/09/2021,01/10/2020,3042
12/09/2021,02/10/2020,3333
12/09/2021,03/10/2020,2616
12/09/2021,04/10/2020,1765
12/09/2021,05/10/2020,4726
12/09/2021,06/10/2020,4947
12/09/2021,07/10/2020,5464
12/09/2021,08/10/2020,6179
12/09/2021,09/10/2020,6947
12/09/2021,10/10/2020,6070
12/09/2021,11/10/2020,3437
12/09/2021,12/10/2020,9601
12/09/2021,13/10/2020,10457
12/09/2021,14/10/2020,11478
12/09/2021,15/10/2020,12220
12/09/2021,16/10/2020,13794
12/09/2021,17/10/2020,11902
12/09/2021,18/10/2020,6429
12/09/2021,19/10/2020,17633
12/09/2021,20/10/2020,19721
12/09/2021,21/10/2020,22782
12/09/2021,22/10/2020,24196
12/09/2021,23/10/2020,26139
12/09/2021,24/10/2020,20248
12/09/2021,25/10/2020,11362
12/09/2021,26/10/2020,28762
12/09/2021,27/10/2020,31770
12/09/2021,28/10/2020,34222
12/09/2021,29/10/2020,33331
12/09/2021,30/10/2020,35561
12/09/2021,31/10/2020,25801
12/09/2021,01/11/2020,13876
12/09/2021,02/11/2020,35339
12/09/2021,03/11/2020,38390
12/09/2021,04/11/2020,41632
12/09/2021,05/11/2020,40624
12/09/2021,06/11/2020,41984
12/09/2021,07/11/2020,30354
12/09/2021,08/11/2020,15707
12/09/2021,09/11/2020,39306
12/09/2021,10/11/2020,40817
12/09/2021,11/11/2020,39727
12/09/2021,12/11/2020,39248
12/09/2021,13/11/2020,40013
12/09/2021,14/11/2020,29163
12/09/2021,15/11/2020,14651
12/09/2021,16/11/2020,36700
12/09/2021,17/11/2020,38475
12/09/2021,18/11/2020,37001
12/09/2021,19/11/2020,35447
12/09/2021,20/11/2020,32876
12/09/2021,21/11/2020,22856
12/09/2021,22/11/2020,10865
12/09/2021,23/11/2020,28477
12/09/2021,24/11/2020,28879
12/09/2021,25/11/2020,27467
12/09/2021,26/11/2020,26581
12/09/2021,27/11/2020,24479
12/09/2021,28/11/2020,18233
12/09/2021,29/11/2020,8268
12/09/2021,30/11/2020,22540
12/09/2021,01/12/2020,23232
12/09/2021,02/12/2020,21665
12/09/2021,03/12/2020,20268
12/09/2021,04/12/2020,20498
12/09/2021,05/12/2020,15422
12/09/2021,06/12/2020,6348
12/09/2021,07/12/2020,19502
12/09/2021,08/12/2020,7764
12/09/2021,09/12/2020,20136
12/09/2021,10/12/2020,20696
12/09/2021,11/12/2020,19806
12/09/2021,12/12/2020,14308
12/09/2021,13/12/2020,5792
12/09/2021,14/12/2020,18156
12/09/2021,15/12/2020,18581
12/09/2021,16/12/2020,16998
12/09/2021,17/12/2020,16544
12/09/2021,18/12/2020,16966
12/09/2021,19/12/2020,12963
12/09/2021,20/12/2020,6480
12/09/2021,21/12/2020,17309
12/09/2021,22/12/2020,19609
12/09/2021,23/12/2020,19135
12/09/2021,24/12/2020,15956
12/09/2021,25/12/2020,4597
12/09/2021,26/12/2020,8003
12/09/2021,27/12/2020,7745
12/09/2021,28/12/2020,19164
12/09/2021,29/12/2020,24160
12/09/2021,30/12/2020,23926
12/09/2021,31/12/2020,19193
12/09/2021,01/01/2021,5689
12/09/2021,02/01/2021,15654
12/09/2021,03/01/2021,8385
12/09/2021,04/01/2021,22883
12/09/2021,05/01/2021,24787
12/09/2021,06/01/2021,9153
12/09/2021,07/01/2021,21483
12/09/2021,08/01/2021,21122
12/09/2021,09/01/2021,15584
12/09/2021,10/01/2021,6922
12/09/2021,11/01/2021,17054
12/09/2021,12/01/2021,16465
12/09/2021,13/01/2021,15474
12/09/2021,14/01/2021,14679
12/09/2021,15/01/2021,14341
12/09/2021,16/01/2021,10924
12/09/2021,17/01/2021,4993
12/09/2021,18/01/2021,14552
12/09/2021,19/01/2021,14555
12/09/2021,20/01/2021,13753
12/09/2021,21/01/2021,12898
12/09/2021,22/01/2021,13714
12/09/2021,23/01/2021,10517
12/09/2021,24/01/2021,4857
12/09/2021,25/01/2021,14317
12/09/2021,26/01/2021,14617
12/09/2021,27/01/2021,13347
12/09/2021,28/01/2021,12233
12/09/2021,29/01/2021,12944
12/09/2021,30/01/2021,10235
12/09/2021,31/01/2021,4792
12/09/2021,01/02/2021,13442
12/09/2021,02/02/2021,13939
12/09/2021,03/02/2021,13337
12/09/2021,04/02/2021,13306
12/09/2021,05/02/2021,13608
12/09/2021,06/02/2021,10771
12/09/2021,07/02/2021,4817
12/09/2021,08/02/2021,13871
12/09/2021,09/02/2021,14654
12/09/2021,10/02/2021,13886
12/09/2021,11/02/2021,13422
12/09/2021,12/02/2021,13112
12/09/2021,13/02/2021,9830
12/09/2021,14/02/2021,4407
12/09/2021,15/02/2021,12958
12/09/2021,16/02/2021,14088
12/09/2021,17/02/2021,14067
12/09/2021,18/02/2021,14618
12/09/2021,19/02/2021,15424
12/09/2021,20/02/2021,12642
12/09/2021,21/02/2021,5799
12/09/2021,22/02/2021,17963
12/09/2021,23/02/2021,19838
12/09/2021,24/02/2021,19906
12/09/2021,25/02/2021,19541
12/09/2021,26/02/2021,20935
12/09/2021,27/02/2021,15957
12/09/2021,28/02/2021,7111
12/09/2021,01/03/2021,22033
12/09/2021,02/03/2021,23130
12/09/2021,03/03/2021,23876
12/09/2021,04/03/2021,22898
12/09/2021,05/03/2021,24270
12/09/2021,06/03/2021,18132
12/09/2021,07/03/2021,8064
12/09/2021,08/03/2021,23971
12/09/2021,09/03/2021,26008
12/09/2021,10/03/2021,25743
12/09/2021,11/03/2021,25723
12/09/2021,12/03/2021,25310
12/09/2021,13/03/2021,20056
12/09/2021,14/03/2021,8971
12/09/2021,15/03/2021,24374
12/09/2021,16/03/2021,25888
12/09/2021,17/03/2021,24795
12/09/2021,18/03/2021,24040
12/09/2021,19/03/2021,23561
12/09/2021,20/03/2021,17895
12/09/2021,21/03/2021,8481
12/09/2021,22/03/2021,23284
12/09/2021,23/03/2021,24505
12/09/2021,24/03/2021,24205
12/09/2021,25/03/2021,23237
12/09/2021,26/03/2021,23417
12/09/2021,27/03/2021,17349
12/09/2021,28/03/2021,8234
12/09/2021,29/03/2021,22377
12/09/2021,30/03/2021,23408
12/09/2021,31/03/2021,22183
12/09/2021,01/04/2021,21641
12/09/2021,02/04/2021,20491
12/09/2021,03/04/2021,15536
12/09/2021,04/04/2021,5667
12/09/2021,05/04/2021,7269
12/09/2021,06/04/2021,18549
12/09/2021,07/04/2021,19179
12/09/2021,08/04/2021,17683
12/09/2021,09/04/2021,17293
12/09/2021,10/04/2021,14020
12/09/2021,11/04/2021,6747
12/09/2021,12/04/2021,16831
12/09/2021,13/04/2021,17308
12/09/2021,14/04/2021,16324
12/09/2021,15/04/2021,14987
12/09/2021,16/04/2021,15103
12/09/2021,17/04/2021,11435
12/09/2021,18/04/2021,5801
12/09/2021,19/04/2021,14740
12/09/2021,20/04/2021,15665
12/09/2021,21/04/2021,14798
12/09/2021,22/04/2021,14256
12/09/2021,23/04/2021,14507
12/09/2021,24/04/2021,12026
12/09/2021,25/04/2021,5269
12/09/2021,26/04/2021,13673
12/09/2021,27/04/2021,14414
12/09/2021,28/04/2021,13756
12/09/2021,29/04/2021,12424
12/09/2021,30/04/2021,12904
12/09/2021,01/05/2021,6118
12/09/2021,02/05/2021,4635
12/09/2021,03/05/2021,11475
12/09/2021,04/05/2021,11412
12/09/2021,05/05/2021,10795
12/09/2021,06/05/2021,9509
12/09/2021,07/05/2021,9514
12/09/2021,08/05/2021,7406
12/09/2021,09/05/2021,3602
12/09/2021,10/05/2021,8125
12/09/2021,11/05/2021,8279
12/09/2021,12/05/2021,7500
12/09/2021,13/05/2021,6691
12/09/2021,14/05/2021,6561
12/09/2021,15/05/2021,5030
12/09/2021,16/05/2021,2164
12/09/2021,17/05/2021,5494
12/09/2021,18/05/2021,5811
12/09/2021,19/05/2021,5084
12/09/2021,20/05/2021,4402
12/09/2021,21/05/2021,4516
12/09/2021,22/05/2021,3626
12/09/2021,23/05/2021,1475
12/09/2021,24/05/2021,3964
12/09/2021,25/05/2021,4033
12/09/2021,26/05/2021,3683
12/09/2021,27/05/2021,3413
12/09/2021,28/05/2021,3406
12/09/2021,29/05/2021,2705
12/09/2021,30/05/2021,1195
12/09/2021,31/05/2021,2986
12/09/2021,01/06/2021,3170
12/09/2021,02/06/2021,1273
12/09/2021,03/06/2021,2763
12/09/2021,04/06/2021,3008
12/09/2021,05/06/2021,2106
12/09/2021,06/06/2021,983
12/09/2021,07/06/2021,2206
12/09/2021,08/06/2021,2151
12/09/2021,09/06/2021,1834
12/09/2021,10/06/2021,1806
12/09/2021,11/06/2021,1821
12/09/2021,12/06/2021,1171
12/09/2021,13/06/2021,571
12/09/2021,14/06/2021,1465
12/09/2021,15/06/2021,1325
12/09/2021,16/06/2021,1219
12/09/2021,17/06/2021,1121
12/09/2021,18/06/2021,1077
12/09/2021,19/06/2021,815
12/09/2021,20/06/2021,362
12/09/2021,21/06/2021,941
12/09/2021,22/06/2021,938
12/09/2021,23/06/2021,809
12/09/2021,24/06/2021,806
12/09/2021,25/06/2021,840
12/09/2021,26/06/2021,655
12/09/2021,27/06/2021,274
12/09/2021,28/06/2021,830
12/09/2021,29/06/2021,795
12/09/2021,30/06/2021,871
12/09/2021,01/07/2021,907
12/09/2021,02/07/2021,990
12/09/2021,03/07/2021,822
12/09/2021,04/07/2021,402
12/09/2021,05/07/2021,1127
12/09/2021,06/07/2021,1382
12/09/2021,07/07/2021,1218
12/09/2021,08/07/2021,1390
12/09/2021,09/07/2021,1490
12/09/2021,10/07/2021,1400
12/09/2021,11/07/2021,788
12/09/2021,12/07/2021,1991
12/09/2021,13/07/2021,2606
12/09/2021,14/07/2021,2617
12/09/2021,15/07/2021,3191
12/09/2021,16/07/2021,3692
12/09/2021,17/07/2021,2960
12/09/2021,18/07/2021,1752
12/09/2021,19/07/2021,4238
12/09/2021,20/07/2021,5037
12/09/2021,21/07/2021,5117
12/09/2021,22/07/2021,4942
12/09/2021,23/07/2021,5427
12/09/2021,24/07/2021,4249
12/09/2021,25/07/2021,2204
12/09/2021,26/07/2021,6309
12/09/2021,27/07/2021,6401
12/09/2021,28/07/2021,6124
12/09/2021,29/07/2021,5924
12/09/2021,30/07/2021,6173
12/09/2021,31/07/2021,4944
12/09/2021,01/08/2021,2397
12/09/2021,02/08/2021,6637
12/09/2021,03/08/2021,7089
12/09/2021,04/08/2021,7088
12/09/2021,05/08/2021,6396
12/09/2021,06/08/2021,7081
12/09/2021,07/08/2021,5066
12/09/2021,08/08/2021,2982
12/09/2021,09/08/2021,7011
12/09/2021,10/08/2021,7480
12/09/2021,11/08/2021,7000
12/09/2021,12/08/2021,7089
12/09/2021,13/08/2021,6950
12/09/2021,14/08/2021,5129
12/09/2021,15/08/2021,2347
12/09/2021,16/08/2021,6672
12/09/2021,17/08/2021,7661
12/09/2021,18/08/2021,7297
12/09/2021,19/08/2021,7080
12/09/2021,20/08/2021,7456
12/09/2021,21/08/2021,5686
12/09/2021,22/08/2021,3099
12/09/2021,23/08/2021,7739
12/09/2021,24/08/2021,7844
12/09/2021,25/08/2021,7677
12/09/2021,26/08/2021,6908
12/09/2021,27/08/2021,6936
12/09/2021,28/08/2021,5492
12/09/2021,29/08/2021,2880
12/09/2021,30/08/2021,6775
12/09/2021,31/08/2021,6982
12/09/2021,01/09/2021,6511
12/09/2021,02/09/2021,5914
12/09/2021,03/09/2021,5867
12/09/2021,04/09/2021,4543
12/09/2021,05/09/2021,2315
12/09/2021,06/09/2021,4993
12/09/2021,07/09/2021,5013
12/09/2021,08/09/2021,4415
12/09/2021,09/09/2021,3240
12/09/2021,10/09/2021,2037
12/09/2021,11/09/2021,675
12/09/2021,12/09/2021,<5
12/09/2021,,2541
13/09/2021,29/01/2020,<5
13/09/2021,06/02/2020,<5
13/09/2021,20/02/2020,<5
13/09/2021,21/02/2020,37
13/09/2021,22/02/2020,57
13/09/2021,23/02/2020,77
13/09/2021,24/02/2020,86
13/09/2021,25/02/2020,191
13/09/2021,26/02/2020,277
13/09/2021,27/02/2020,286
13/09/2021,28/02/2020,354
13/09/2021,29/02/2020,373
13/09/2021,01/03/2020,410
13/09/2021,02/03/2020,630
13/09/2021,03/03/2020,804
13/09/2021,04/03/2020,1075
13/09/2021,05/03/2020,1301
13/09/2021,06/03/2020,1528
13/09/2021,07/03/2020,1448
13/09/2021,08/03/2020,1452
13/09/2021,09/03/2020,2240
13/09/2021,10/03/2020,2454
13/09/2021,11/03/2020,2776
13/09/2021,12/03/2020,3140
13/09/2021,13/03/2020,4105
13/09/2021,14/03/2020,3537
13/09/2021,15/03/2020,2849
13/09/2021,16/03/2020,4814
13/09/2021,17/03/2020,5343
13/09/2021,18/03/2020,5689
13/09/2021,19/03/2020,5680
13/09/2021,20/03/2020,6255
13/09/2021,21/03/2020,4922
13/09/2021,22/03/2020,3926
13/09/2021,23/03/2020,6101
13/09/2021,24/03/2020,5916
13/09/2021,25/03/2020,5803
13/09/2021,26/03/2020,5703
13/09/2021,27/03/2020,5795
13/09/2021,28/03/2020,4528
13/09/2021,29/03/2020,3015
13/09/2021,30/03/2020,5089
13/09/2021,31/03/2020,5362
13/09/2021,01/04/2020,5024
13/09/2021,02/04/2020,4776
13/09/2021,03/04/2020,4452
13/09/2021,04/04/2020,3661
13/09/2021,05/04/2020,2600
13/09/2021,06/04/2020,4088
13/09/2021,07/04/2020,4141
13/09/2021,08/04/2020,4801
13/09/2021,09/04/2020,4686
13/09/2021,10/04/2020,5130
13/09/2021,11/04/2020,3431
13/09/2021,12/04/2020,1924
13/09/2021,13/04/2020,2267
13/09/2021,14/04/2020,3277
13/09/2021,15/04/2020,3951
13/09/2021,16/04/2020,3706
13/09/2021,17/04/2020,3504
13/09/2021,18/04/2020,2640
13/09/2021,19/04/2020,1389
13/09/2021,20/04/2020,3007
13/09/2021,21/04/2020,3076
13/09/2021,22/04/2020,2605
13/09/2021,23/04/2020,2812
13/09/2021,24/04/2020,2739
13/09/2021,25/04/2020,1667
13/09/2021,26/04/2020,1018
13/09/2021,27/04/2020,1982
13/09/2021,28/04/2020,2240
13/09/2021,29/04/2020,2327
13/09/2021,30/04/2020,2267
13/09/2021,01/05/2020,1085
13/09/2021,02/05/2020,1020
13/09/2021,03/05/2020,506
13/09/2021,04/05/2020,1458
13/09/2021,05/05/2020,1536
13/09/2021,06/05/2020,1443
13/09/2021,07/05/2020,1389
13/09/2021,08/05/2020,1379
13/09/2021,09/05/2020,731
13/09/2021,10/05/2020,337
13/09/2021,11/05/2020,872
13/09/2021,12/05/2020,916
13/09/2021,13/05/2020,889
13/09/2021,14/05/2020,902
13/09/2021,15/05/2020,791
13/09/2021,16/05/2020,606
13/09/2021,17/05/2020,298
13/09/2021,18/05/2020,655
13/09/2021,19/05/2020,720
13/09/2021,20/05/2020,674
13/09/2021,21/05/2020,622
13/09/2021,22/05/2020,685
13/09/2021,23/05/2020,356
13/09/2021,24/05/2020,147
13/09/2021,25/05/2020,513
13/09/2021,26/05/2020,540
13/09/2021,27/05/2020,524
13/09/2021,28/05/2020,516
13/09/2021,29/05/2020,388
13/09/2021,30/05/2020,285
13/09/2021,31/05/2020,89
13/09/2021,01/06/2020,375
13/09/2021,02/06/2020,87
13/09/2021,03/06/2020,358
13/09/2021,04/06/2020,361
13/09/2021,05/06/2020,384
13/09/2021,06/06/2020,203
13/09/2021,07/06/2020,84
13/09/2021,08/06/2020,300
13/09/2021,09/06/2020,368
13/09/2021,10/06/2020,394
13/09/2021,11/06/2020,447
13/09/2021,12/06/2020,369
13/09/2021,13/06/2020,214
13/09/2021,14/06/2020,68
13/09/2021,15/06/2020,276
13/09/2021,16/06/2020,280
13/09/2021,17/06/2020,302
13/09/2021,18/06/2020,232
13/09/2021,19/06/2020,290
13/09/2021,20/06/2020,165
13/09/2021,21/06/2020,62
13/09/2021,22/06/2020,333
13/09/2021,23/06/2020,292
13/09/2021,24/06/2020,206
13/09/2021,25/06/2020,201
13/09/2021,26/06/2020,184
13/09/2021,27/06/2020,121
13/09/2021,28/06/2020,62
13/09/2021,29/06/2020,233
13/09/2021,30/06/2020,198
13/09/2021,01/07/2020,236
13/09/2021,02/07/2020,249
13/09/2021,03/07/2020,238
13/09/2021,04/07/2020,219
13/09/2021,05/07/2020,81
13/09/2021,06/07/2020,235
13/09/2021,07/07/2020,224
13/09/2021,08/07/2020,284
13/09/2021,09/07/2020,220
13/09/2021,10/07/2020,250
13/09/2021,11/07/2020,163
13/09/2021,12/07/2020,62
13/09/2021,13/07/2020,187
13/09/2021,14/07/2020,238
13/09/2021,15/07/2020,237
13/09/2021,16/07/2020,256
13/09/2021,17/07/2020,285
13/09/2021,18/07/2020,166
13/09/2021,19/07/2020,110
13/09/2021,20/07/2020,316
13/09/2021,21/07/2020,279
13/09/2021,22/07/2020,276
13/09/2021,23/07/2020,267
13/09/2021,24/07/2020,307
13/09/2021,25/07/2020,193
13/09/2021,26/07/2020,92
13/09/2021,27/07/2020,323
13/09/2021,28/07/2020,317
13/09/2021,29/07/2020,469
13/09/2021,30/07/2020,352
13/09/2021,31/07/2020,320
13/09/2021,01/08/2020,201
13/09/2021,02/08/2020,107
13/09/2021,03/08/2020,420
13/09/2021,04/08/2020,394
13/09/2021,05/08/2020,507
13/09/2021,06/08/2020,398
13/09/2021,07/08/2020,494
13/09/2021,08/08/2020,345
13/09/2021,09/08/2020,194
13/09/2021,10/08/2020,501
13/09/2021,11/08/2020,534
13/09/2021,12/08/2020,626
13/09/2021,13/08/2020,550
13/09/2021,14/08/2020,632
13/09/2021,15/08/2020,324
13/09/2021,16/08/2020,300
13/09/2021,17/08/2020,704
13/09/2021,18/08/2020,926
13/09/2021,19/08/2020,1069
13/09/2021,20/08/2020,1161
13/09/2021,21/08/2020,1416
13/09/2021,22/08/2020,1064
13/09/2021,23/08/2020,718
13/09/2021,24/08/2020,1675
13/09/2021,25/08/2020,1598
13/09/2021,26/08/2020,1550
13/09/2021,27/08/2020,1510
13/09/2021,28/08/2020,1470
13/09/2021,29/08/2020,1066
13/09/2021,30/08/2020,588
13/09/2021,31/08/2020,1437
13/09/2021,01/09/2020,1429
13/09/2021,02/09/2020,1629
13/09/2021,03/09/2020,1597
13/09/2021,04/09/2020,1656
13/09/2021,05/09/2020,1149
13/09/2021,06/09/2020,563
13/09/2021,07/09/2020,1585
13/09/2021,08/09/2020,1621
13/09/2021,09/09/2020,1634
13/09/2021,10/09/2020,1678
13/09/2021,11/09/2020,1622
13/09/2021,12/09/2020,1230
13/09/2021,13/09/2020,603
13/09/2021,14/09/2020,1667
