OBJECTID,DATA_RICEVIMENTO_TAMPONE,NUM_TAMP,INCREMENTO,REGIONE,ObjectId2
1,20200220,3,3,LOMBARDIA,1
107,20200605,254,90442,LOMBARDIA,2
54,20200413,568,62355,LOMBARDIA,3
2,20200221,30,33,LOMBARDIA,4
108,20200606,120,90562,LOMBARDIA,5
55,20200414,1151,63506,LOMBARDIA,6
3,20200222,32,65,LOMBARDIA,7
109,20200607,35,90597,LOMBARDIA,8
56,20200415,1382,64888,LOMBARDIA,9
4,20200223,47,112,LOMBARDIA,10
110,20200608,173,90770,LOMBARDIA,11
57,20200416,1254,66142,LOMBARDIA,12
5,20200224,60,172,LOMBARDIA,13
111,20200609,248,91018,LOMBARDIA,14
58,20200417,1308,67450,LOMBARDIA,15
6,20200225,96,268,LOMBARDIA,16
112,20200610,241,91259,LOMBARDIA,17
59,20200418,757,68207,LOMBARDIA,18
7,20200226,117,385,LOMBARDIA,19
113,20200611,324,91583,LOMBARDIA,20
60,20200419,392,68599,LOMBARDIA,21
8,20200227,147,532,LOMBARDIA,22
114,20200612,280,91863,LOMBARDIA,23
61,20200420,1160,69759,LOMBARDIA,24
9,20200228,204,736,LOMBARDIA,25
115,20200613,124,91987,LOMBARDIA,26
62,20200421,1074,70833,LOMBARDIA,27
10,20200229,250,986,LOMBARDIA,28
116,20200614,40,92027,LOMBARDIA,29
63,20200422,968,71801,LOMBARDIA,30
11,20200301,284,1270,LOMBARDIA,31
117,20200615,196,92223,LOMBARDIA,32
64,20200423,1210,73011,LOMBARDIA,33
12,20200302,396,1666,LOMBARDIA,34
118,20200616,169,92392,LOMBARDIA,35
65,20200424,1023,74034,LOMBARDIA,36
13,20200303,477,2143,LOMBARDIA,37
119,20200617,204,92596,LOMBARDIA,38
66,20200425,496,74530,LOMBARDIA,39
14,20200304,629,2772,LOMBARDIA,40
120,20200618,137,92733,LOMBARDIA,41
67,20200426,228,74758,LOMBARDIA,42
15,20200305,792,3564,LOMBARDIA,43
121,20200619,188,92921,LOMBARDIA,44
68,20200427,925,75683,LOMBARDIA,45
16,20200306,904,4468,LOMBARDIA,46
122,20200620,60,92981,LOMBARDIA,47
69,20200428,869,76552,LOMBARDIA,48
17,20200307,701,5169,LOMBARDIA,49
123,20200621,12,92993,LOMBARDIA,50
70,20200429,1049,77601,LOMBARDIA,51
18,20200308,771,5940,LOMBARDIA,52
124,20200622,170,93163,LOMBARDIA,53
71,20200430,1034,78635,LOMBARDIA,54
19,20200309,1216,7156,LOMBARDIA,55
125,20200623,149,93312,LOMBARDIA,56
72,20200501,259,78894,LOMBARDIA,57
20,20200310,1353,8509,LOMBARDIA,58
126,20200624,117,93429,LOMBARDIA,59
73,20200502,287,79181,LOMBARDIA,60
21,20200311,1335,9844,LOMBARDIA,61
127,20200625,101,93530,LOMBARDIA,62
74,20200503,117,79298,LOMBARDIA,63
22,20200312,1362,11206,LOMBARDIA,64
128,20200626,107,93637,LOMBARDIA,65
75,20200504,709,80007,LOMBARDIA,66
23,20200313,1723,12929,LOMBARDIA,67
129,20200627,45,93682,LOMBARDIA,68
76,20200505,764,80771,LOMBARDIA,69
24,20200314,1375,14304,LOMBARDIA,70
130,20200628,29,93711,LOMBARDIA,71
77,20200506,716,81487,LOMBARDIA,72
25,20200315,1194,15498,LOMBARDIA,73
131,20200629,136,93847,LOMBARDIA,74
78,20200507,688,82175,LOMBARDIA,75
26,20200316,2134,17632,LOMBARDIA,76
132,20200630,99,93946,LOMBARDIA,77
79,20200508,664,82839,LOMBARDIA,78
27,20200317,2087,19719,LOMBARDIA,79
133,20200701,125,94071,LOMBARDIA,80
80,20200509,248,83087,LOMBARDIA,81
28,20200318,2161,21880,LOMBARDIA,82
134,20200702,130,94201,LOMBARDIA,83
81,20200510,89,83176,LOMBARDIA,84
29,20200319,2231,24111,LOMBARDIA,85
135,20200703,108,94309,LOMBARDIA,86
82,20200511,473,83649,LOMBARDIA,87
30,20200320,2225,26336,LOMBARDIA,88
136,20200704,102,94411,LOMBARDIA,89
83,20200512,430,84079,LOMBARDIA,90
31,20200321,1410,27746,LOMBARDIA,91
137,20200705,22,94433,LOMBARDIA,92
84,20200513,418,84497,LOMBARDIA,93
32,20200322,1163,28909,LOMBARDIA,94
138,20200706,130,94563,LOMBARDIA,95
85,20200514,396,84893,LOMBARDIA,96
33,20200323,2191,31100,LOMBARDIA,97
139,20200707,94,94657,LOMBARDIA,98
86,20200515,361,85254,LOMBARDIA,99
34,20200324,2158,33258,LOMBARDIA,100
140,20200708,120,94777,LOMBARDIA,101
87,20200516,299,85553,LOMBARDIA,102
35,20200325,2053,35311,LOMBARDIA,103
160,20200728,68,96068,LOMBARDIA,104
141,20200709,100,94877,LOMBARDIA,105
88,20200517,87,85640,LOMBARDIA,106
36,20200326,2054,37365,LOMBARDIA,107
37,20200327,1993,39358,LOMBARDIA,108
38,20200328,1364,40722,LOMBARDIA,109
39,20200329,758,41480,LOMBARDIA,110
40,20200330,1760,43240,LOMBARDIA,111
41,20200331,1542,44782,LOMBARDIA,112
42,20200401,1812,46594,LOMBARDIA,113
43,20200402,1625,48219,LOMBARDIA,114
44,20200403,1618,49837,LOMBARDIA,115
45,20200404,1081,50918,LOMBARDIA,116
46,20200405,640,51558,LOMBARDIA,117
47,20200406,1569,53127,LOMBARDIA,118
48,20200407,1490,54617,LOMBARDIA,119
49,20200408,1501,56118,LOMBARDIA,120
50,20200409,1929,58047,LOMBARDIA,121
51,20200410,2051,60098,LOMBARDIA,122
52,20200411,1136,61234,LOMBARDIA,123
53,20200412,553,61787,LOMBARDIA,124
161,20200729,84,96152,LOMBARDIA,125
89,20200518,321,85961,LOMBARDIA,126
142,20200710,107,94984,LOMBARDIA,127
162,20200730,51,96203,LOMBARDIA,128
90,20200519,363,86324,LOMBARDIA,129
143,20200711,59,95043,LOMBARDIA,130
163,20200731,61,96264,LOMBARDIA,131
91,20200520,373,86697,LOMBARDIA,132
144,20200712,11,95054,LOMBARDIA,133
164,20200801,34,96298,LOMBARDIA,134
92,20200521,350,87047,LOMBARDIA,135
145,20200713,63,95117,LOMBARDIA,136
165,20200802,17,96315,LOMBARDIA,137
93,20200522,437,87484,LOMBARDIA,138
146,20200714,78,95195,LOMBARDIA,139
166,20200803,172,96487,LOMBARDIA,140
94,20200523,167,87651,LOMBARDIA,141
147,20200715,77,95272,LOMBARDIA,142
167,20200804,76,96563,LOMBARDIA,143
95,20200524,63,87714,LOMBARDIA,144
148,20200716,66,95338,LOMBARDIA,145
168,20200805,83,96646,LOMBARDIA,146
96,20200525,289,88003,LOMBARDIA,147
149,20200717,85,95423,LOMBARDIA,148
169,20200806,84,96730,LOMBARDIA,149
97,20200526,321,88324,LOMBARDIA,150
150,20200718,49,95472,LOMBARDIA,151
170,20200807,81,96811,LOMBARDIA,152
98,20200527,350,88674,LOMBARDIA,153
151,20200719,15,95487,LOMBARDIA,154
171,20200808,59,96870,LOMBARDIA,155
99,20200528,317,88991,LOMBARDIA,156
152,20200720,72,95559,LOMBARDIA,157
172,20200809,21,96891,LOMBARDIA,158
100,20200529,222,89213,LOMBARDIA,159
153,20200721,69,95628,LOMBARDIA,160
173,20200810,99,96990,LOMBARDIA,161
101,20200530,172,89385,LOMBARDIA,162
154,20200722,61,95689,LOMBARDIA,163
174,20200811,96,97086,LOMBARDIA,164
102,20200531,26,89411,LOMBARDIA,165
155,20200723,91,95780,LOMBARDIA,166
175,20200812,94,97180,LOMBARDIA,167
103,20200601,246,89657,LOMBARDIA,168
