OBJECTID,DATA_RICEVIMENTO_TAMPONE,NUM_TAMP,INCREMENTO,REGIONE,ObjectId2
115,20200613,124,92062,LOMBARDIA,1
1,20200220,3,3,LOMBARDIA,2
58,20200417,1308,67497,LOMBARDIA,3
116,20200614,40,92102,LOMBARDIA,4
59,20200418,757,68254,LOMBARDIA,5
2,20200221,31,34,LOMBARDIA,6
117,20200615,196,92298,LOMBARDIA,7
60,20200419,392,68646,LOMBARDIA,8
3,20200222,32,66,LOMBARDIA,9
4,20200223,47,113,LOMBARDIA,10
118,20200616,169,92467,LOMBARDIA,11
61,20200420,1161,69807,LOMBARDIA,12
5,20200224,60,173,LOMBARDIA,13
119,20200617,204,92671,LOMBARDIA,14
62,20200421,1074,70881,LOMBARDIA,15
6,20200225,97,270,LOMBARDIA,16
120,20200618,138,92809,LOMBARDIA,17
63,20200422,970,71851,LOMBARDIA,18
7,20200226,118,388,LOMBARDIA,19
121,20200619,188,92997,LOMBARDIA,20
64,20200423,1211,73062,LOMBARDIA,21
8,20200227,147,535,LOMBARDIA,22
122,20200620,60,93057,LOMBARDIA,23
65,20200424,1024,74086,LOMBARDIA,24
9,20200228,206,741,LOMBARDIA,25
123,20200621,12,93069,LOMBARDIA,26
66,20200425,496,74582,LOMBARDIA,27
10,20200229,250,991,LOMBARDIA,28
124,20200622,170,93239,LOMBARDIA,29
67,20200426,228,74810,LOMBARDIA,30
11,20200301,284,1275,LOMBARDIA,31
125,20200623,149,93388,LOMBARDIA,32
68,20200427,927,75737,LOMBARDIA,33
12,20200302,399,1674,LOMBARDIA,34
126,20200624,117,93505,LOMBARDIA,35
69,20200428,873,76610,LOMBARDIA,36
13,20200303,477,2151,LOMBARDIA,37
127,20200625,101,93606,LOMBARDIA,38
70,20200429,1050,77660,LOMBARDIA,39
14,20200304,630,2781,LOMBARDIA,40
128,20200626,105,93711,LOMBARDIA,41
71,20200430,1034,78694,LOMBARDIA,42
15,20200305,794,3575,LOMBARDIA,43
129,20200627,45,93756,LOMBARDIA,44
72,20200501,259,78953,LOMBARDIA,45
16,20200306,906,4481,LOMBARDIA,46
130,20200628,29,93785,LOMBARDIA,47
73,20200502,287,79240,LOMBARDIA,48
17,20200307,701,5182,LOMBARDIA,49
131,20200629,137,93922,LOMBARDIA,50
74,20200503,115,79355,LOMBARDIA,51
18,20200308,773,5955,LOMBARDIA,52
132,20200630,99,94021,LOMBARDIA,53
75,20200504,711,80066,LOMBARDIA,54
19,20200309,1218,7173,LOMBARDIA,55
133,20200701,125,94146,LOMBARDIA,56
76,20200505,764,80830,LOMBARDIA,57
20,20200310,1356,8529,LOMBARDIA,58
134,20200702,130,94276,LOMBARDIA,59
77,20200506,717,81547,LOMBARDIA,60
21,20200311,1335,9864,LOMBARDIA,61
135,20200703,109,94385,LOMBARDIA,62
78,20200507,689,82236,LOMBARDIA,63
22,20200312,1363,11227,LOMBARDIA,64
136,20200704,102,94487,LOMBARDIA,65
79,20200508,665,82901,LOMBARDIA,66
23,20200313,1723,12950,LOMBARDIA,67
137,20200705,22,94509,LOMBARDIA,68
80,20200509,249,83150,LOMBARDIA,69
24,20200314,1376,14326,LOMBARDIA,70
138,20200706,130,94639,LOMBARDIA,71
81,20200510,89,83239,LOMBARDIA,72
25,20200315,1194,15520,LOMBARDIA,73
139,20200707,94,94733,LOMBARDIA,74
82,20200511,475,83714,LOMBARDIA,75
26,20200316,2135,17655,LOMBARDIA,76
140,20200708,120,94853,LOMBARDIA,77
83,20200512,430,84144,LOMBARDIA,78
27,20200317,2089,19744,LOMBARDIA,79
141,20200709,100,94953,LOMBARDIA,80
84,20200513,417,84561,LOMBARDIA,81
28,20200318,2162,21906,LOMBARDIA,82
142,20200710,106,95059,LOMBARDIA,83
85,20200514,397,84958,LOMBARDIA,84
29,20200319,2231,24137,LOMBARDIA,85
143,20200711,59,95118,LOMBARDIA,86
86,20200515,361,85319,LOMBARDIA,87
30,20200320,2227,26364,LOMBARDIA,88
144,20200712,11,95129,LOMBARDIA,89
87,20200516,299,85618,LOMBARDIA,90
31,20200321,1411,27775,LOMBARDIA,91
145,20200713,63,95192,LOMBARDIA,92
88,20200517,86,85704,LOMBARDIA,93
32,20200322,1163,28938,LOMBARDIA,94
146,20200714,79,95271,LOMBARDIA,95
89,20200518,321,86025,LOMBARDIA,96
33,20200323,2192,31130,LOMBARDIA,97
147,20200715,77,95348,LOMBARDIA,98
90,20200519,363,86388,LOMBARDIA,99
34,20200324,2160,33290,LOMBARDIA,100
148,20200716,65,95413,LOMBARDIA,101
91,20200520,375,86763,LOMBARDIA,102
35,20200325,2053,35343,LOMBARDIA,103
149,20200717,85,95498,LOMBARDIA,104
92,20200521,348,87111,LOMBARDIA,105
36,20200326,2056,37399,LOMBARDIA,106
37,20200327,1995,39394,LOMBARDIA,107
38,20200328,1364,40758,LOMBARDIA,108
39,20200329,758,41516,LOMBARDIA,109
40,20200330,1761,43277,LOMBARDIA,110
41,20200331,1543,44820,LOMBARDIA,111
42,20200401,1814,46634,LOMBARDIA,112
43,20200402,1625,48259,LOMBARDIA,113
44,20200403,1619,49878,LOMBARDIA,114
45,20200404,1081,50959,LOMBARDIA,115
46,20200405,640,51599,LOMBARDIA,116
47,20200406,1572,53171,LOMBARDIA,117
48,20200407,1490,54661,LOMBARDIA,118
49,20200408,1501,56162,LOMBARDIA,119
50,20200409,1930,58092,LOMBARDIA,120
51,20200410,2051,60143,LOMBARDIA,121
52,20200411,1136,61279,LOMBARDIA,122
53,20200412,553,61832,LOMBARDIA,123
54,20200413,568,62400,LOMBARDIA,124
55,20200414,1152,63552,LOMBARDIA,125
56,20200415,1383,64935,LOMBARDIA,126
57,20200416,1254,66189,LOMBARDIA,127
150,20200718,49,95547,LOMBARDIA,128
93,20200522,437,87548,LOMBARDIA,129
151,20200719,15,95562,LOMBARDIA,130
94,20200523,167,87715,LOMBARDIA,131
152,20200720,72,95634,LOMBARDIA,132
95,20200524,65,87780,LOMBARDIA,133
153,20200721,69,95703,LOMBARDIA,134
96,20200525,289,88069,LOMBARDIA,135
154,20200722,61,95764,LOMBARDIA,136
97,20200526,322,88391,LOMBARDIA,137
155,20200723,92,95856,LOMBARDIA,138
98,20200527,352,88743,LOMBARDIA,139
156,20200724,83,95939,LOMBARDIA,140
99,20200528,317,89060,LOMBARDIA,141
157,20200725,41,95980,LOMBARDIA,142
100,20200529,223,89283,LOMBARDIA,143
158,20200726,15,95995,LOMBARDIA,144
101,20200530,173,89456,LOMBARDIA,145
159,20200727,81,96076,LOMBARDIA,146
102,20200531,26,89482,LOMBARDIA,147
160,20200728,67,96143,LOMBARDIA,148
103,20200601,246,89728,LOMBARDIA,149
161,20200729,81,96224,LOMBARDIA,150
104,20200602,31,89759,LOMBARDIA,151
162,20200730,52,96276,LOMBARDIA,152
105,20200603,253,90012,LOMBARDIA,153
163,20200731,60,96336,LOMBARDIA,154
106,20200604,248,90260,LOMBARDIA,155
