OBJECTID,DATA_RICEVIMENTO_TAMPONE,NUM_TAMP,INCREMENTO,REGIONE,ObjectId2
67,20200426,228,74779,LOMBARDIA,1
68,20200427,927,75706,LOMBARDIA,2
69,20200428,871,76577,LOMBARDIA,3
70,20200429,1049,77626,LOMBARDIA,4
71,20200430,1034,78660,LOMBARDIA,5
72,20200501,259,78919,LOMBARDIA,6
73,20200502,289,79208,LOMBARDIA,7
74,20200503,115,79323,LOMBARDIA,8
75,20200504,709,80032,LOMBARDIA,9
76,20200505,764,80796,LOMBARDIA,10
77,20200506,717,81513,LOMBARDIA,11
78,20200507,688,82201,LOMBARDIA,12
79,20200508,665,82866,LOMBARDIA,13
80,20200509,248,83114,LOMBARDIA,14
81,20200510,89,83203,LOMBARDIA,15
82,20200511,475,83678,LOMBARDIA,16
83,20200512,430,84108,LOMBARDIA,17
84,20200513,418,84526,LOMBARDIA,18
85,20200514,396,84922,LOMBARDIA,19
86,20200515,361,85283,LOMBARDIA,20
87,20200516,299,85582,LOMBARDIA,21
88,20200517,87,85669,LOMBARDIA,22
89,20200518,321,85990,LOMBARDIA,23
90,20200519,363,86353,LOMBARDIA,24
91,20200520,374,86727,LOMBARDIA,25
92,20200521,348,87075,LOMBARDIA,26
93,20200522,437,87512,LOMBARDIA,27
94,20200523,167,87679,LOMBARDIA,28
95,20200524,64,87743,LOMBARDIA,29
96,20200525,289,88032,LOMBARDIA,30
97,20200526,321,88353,LOMBARDIA,31
98,20200527,351,88704,LOMBARDIA,32
99,20200528,317,89021,LOMBARDIA,33
100,20200529,223,89244,LOMBARDIA,34
101,20200530,172,89416,LOMBARDIA,35
102,20200531,26,89442,LOMBARDIA,36
103,20200601,246,89688,LOMBARDIA,37
104,20200602,31,89719,LOMBARDIA,38
105,20200603,252,89971,LOMBARDIA,39
106,20200604,248,90219,LOMBARDIA,40
107,20200605,255,90474,LOMBARDIA,41
108,20200606,120,90594,LOMBARDIA,42
109,20200607,35,90629,LOMBARDIA,43
110,20200608,173,90802,LOMBARDIA,44
111,20200609,248,91050,LOMBARDIA,45
112,20200610,241,91291,LOMBARDIA,46
113,20200611,324,91615,LOMBARDIA,47
114,20200612,280,91895,LOMBARDIA,48
115,20200613,124,92019,LOMBARDIA,49
116,20200614,40,92059,LOMBARDIA,50
117,20200615,196,92255,LOMBARDIA,51
118,20200616,169,92424,LOMBARDIA,52
119,20200617,204,92628,LOMBARDIA,53
120,20200618,137,92765,LOMBARDIA,54
121,20200619,188,92953,LOMBARDIA,55
122,20200620,60,93013,LOMBARDIA,56
123,20200621,12,93025,LOMBARDIA,57
124,20200622,170,93195,LOMBARDIA,58
125,20200623,149,93344,LOMBARDIA,59
126,20200624,117,93461,LOMBARDIA,60
127,20200625,101,93562,LOMBARDIA,61
128,20200626,107,93669,LOMBARDIA,62
129,20200627,45,93714,LOMBARDIA,63
130,20200628,29,93743,LOMBARDIA,64
131,20200629,136,93879,LOMBARDIA,65
132,20200630,99,93978,LOMBARDIA,66
1,20200220,3,3,LOMBARDIA,67
2,20200221,30,33,LOMBARDIA,68
3,20200222,32,65,LOMBARDIA,69
4,20200223,47,112,LOMBARDIA,70
5,20200224,60,172,LOMBARDIA,71
6,20200225,96,268,LOMBARDIA,72
7,20200226,117,385,LOMBARDIA,73
8,20200227,147,532,LOMBARDIA,74
9,20200228,204,736,LOMBARDIA,75
10,20200229,250,986,LOMBARDIA,76
11,20200301,284,1270,LOMBARDIA,77
12,20200302,398,1668,LOMBARDIA,78
13,20200303,477,2145,LOMBARDIA,79
14,20200304,630,2775,LOMBARDIA,80
15,20200305,793,3568,LOMBARDIA,81
16,20200306,905,4473,LOMBARDIA,82
17,20200307,701,5174,LOMBARDIA,83
18,20200308,772,5946,LOMBARDIA,84
19,20200309,1216,7162,LOMBARDIA,85
20,20200310,1354,8516,LOMBARDIA,86
21,20200311,1335,9851,LOMBARDIA,87
22,20200312,1362,11213,LOMBARDIA,88
23,20200313,1723,12936,LOMBARDIA,89
24,20200314,1375,14311,LOMBARDIA,90
25,20200315,1194,15505,LOMBARDIA,91
26,20200316,2134,17639,LOMBARDIA,92
27,20200317,2089,19728,LOMBARDIA,93
28,20200318,2162,21890,LOMBARDIA,94
29,20200319,2231,24121,LOMBARDIA,95
30,20200320,2226,26347,LOMBARDIA,96
