OBJECTID,DATA_RICEVIMENTO_TAMPONE,NUM_TAMP,INCREMENTO,REGIONE,ObjectId2
1,20200220,3,3,LOMBARDIA,1
58,20200417,1308,67430,LOMBARDIA,2
115,20200613,124,91950,LOMBARDIA,3
2,20200221,30,33,LOMBARDIA,4
59,20200418,756,68186,LOMBARDIA,5
116,20200614,40,91990,LOMBARDIA,6
3,20200222,32,65,LOMBARDIA,7
60,20200419,390,68576,LOMBARDIA,8
117,20200615,195,92185,LOMBARDIA,9
4,20200223,47,112,LOMBARDIA,10
61,20200420,1157,69733,LOMBARDIA,11
118,20200616,169,92354,LOMBARDIA,12
5,20200224,60,172,LOMBARDIA,13
62,20200421,1074,70807,LOMBARDIA,14
119,20200617,204,92558,LOMBARDIA,15
6,20200225,96,268,LOMBARDIA,16
63,20200422,968,71775,LOMBARDIA,17
120,20200618,137,92695,LOMBARDIA,18
7,20200226,117,385,LOMBARDIA,19
64,20200423,1210,72985,LOMBARDIA,20
121,20200619,188,92883,LOMBARDIA,21
8,20200227,147,532,LOMBARDIA,22
65,20200424,1022,74007,LOMBARDIA,23
122,20200620,60,92943,LOMBARDIA,24
9,20200228,204,736,LOMBARDIA,25
66,20200425,496,74503,LOMBARDIA,26
123,20200621,12,92955,LOMBARDIA,27
10,20200229,250,986,LOMBARDIA,28
67,20200426,228,74731,LOMBARDIA,29
124,20200622,170,93125,LOMBARDIA,30
11,20200301,284,1270,LOMBARDIA,31
68,20200427,925,75656,LOMBARDIA,32
125,20200623,149,93274,LOMBARDIA,33
12,20200302,396,1666,LOMBARDIA,34
69,20200428,867,76523,LOMBARDIA,35
126,20200624,117,93391,LOMBARDIA,36
13,20200303,477,2143,LOMBARDIA,37
70,20200429,1049,77572,LOMBARDIA,38
127,20200625,101,93492,LOMBARDIA,39
14,20200304,629,2772,LOMBARDIA,40
71,20200430,1029,78601,LOMBARDIA,41
128,20200626,107,93599,LOMBARDIA,42
15,20200305,791,3563,LOMBARDIA,43
72,20200501,259,78860,LOMBARDIA,44
129,20200627,45,93644,LOMBARDIA,45
16,20200306,904,4467,LOMBARDIA,46
73,20200502,287,79147,LOMBARDIA,47
130,20200628,29,93673,LOMBARDIA,48
17,20200307,701,5168,LOMBARDIA,49
74,20200503,117,79264,LOMBARDIA,50
131,20200629,136,93809,LOMBARDIA,51
18,20200308,771,5939,LOMBARDIA,52
75,20200504,709,79973,LOMBARDIA,53
132,20200630,99,93908,LOMBARDIA,54
19,20200309,1215,7154,LOMBARDIA,55
76,20200505,764,80737,LOMBARDIA,56
133,20200701,125,94033,LOMBARDIA,57
20,20200310,1353,8507,LOMBARDIA,58
77,20200506,716,81453,LOMBARDIA,59
134,20200702,130,94163,LOMBARDIA,60
21,20200311,1335,9842,LOMBARDIA,61
78,20200507,689,82142,LOMBARDIA,62
135,20200703,108,94271,LOMBARDIA,63
22,20200312,1361,11203,LOMBARDIA,64
79,20200508,664,82806,LOMBARDIA,65
136,20200704,102,94373,LOMBARDIA,66
23,20200313,1721,12924,LOMBARDIA,67
80,20200509,247,83053,LOMBARDIA,68
137,20200705,22,94395,LOMBARDIA,69
24,20200314,1374,14298,LOMBARDIA,70
81,20200510,89,83142,LOMBARDIA,71
138,20200706,129,94524,LOMBARDIA,72
25,20200315,1194,15492,LOMBARDIA,73
82,20200511,473,83615,LOMBARDIA,74
139,20200707,94,94618,LOMBARDIA,75
26,20200316,2133,17625,LOMBARDIA,76
83,20200512,430,84045,LOMBARDIA,77
140,20200708,119,94737,LOMBARDIA,78
27,20200317,2086,19711,LOMBARDIA,79
84,20200513,418,84463,LOMBARDIA,80
141,20200709,100,94837,LOMBARDIA,81
28,20200318,2161,21872,LOMBARDIA,82
85,20200514,396,84859,LOMBARDIA,83
142,20200710,106,94943,LOMBARDIA,84
29,20200319,2231,24103,LOMBARDIA,85
86,20200515,361,85220,LOMBARDIA,86
143,20200711,59,95002,LOMBARDIA,87
30,20200320,2225,26328,LOMBARDIA,88
87,20200516,299,85519,LOMBARDIA,89
144,20200712,11,95013,LOMBARDIA,90
31,20200321,1409,27737,LOMBARDIA,91
88,20200517,87,85606,LOMBARDIA,92
145,20200713,62,95075,LOMBARDIA,93
32,20200322,1163,28900,LOMBARDIA,94
89,20200518,321,85927,LOMBARDIA,95
146,20200714,78,95153,LOMBARDIA,96
33,20200323,2191,31091,LOMBARDIA,97
90,20200519,362,86289,LOMBARDIA,98
147,20200715,75,95228,LOMBARDIA,99
34,20200324,2157,33248,LOMBARDIA,100
91,20200520,373,86662,LOMBARDIA,101
148,20200716,66,95294,LOMBARDIA,102
35,20200325,2053,35301,LOMBARDIA,103
92,20200521,350,87012,LOMBARDIA,104
149,20200717,85,95379,LOMBARDIA,105
36,20200326,2053,37354,LOMBARDIA,106
37,20200327,1993,39347,LOMBARDIA,107
38,20200328,1363,40710,LOMBARDIA,108
39,20200329,756,41466,LOMBARDIA,109
40,20200330,1760,43226,LOMBARDIA,110
41,20200331,1541,44767,LOMBARDIA,111
42,20200401,1812,46579,LOMBARDIA,112
43,20200402,1625,48204,LOMBARDIA,113
44,20200403,1618,49822,LOMBARDIA,114
45,20200404,1081,50903,LOMBARDIA,115
46,20200405,640,51543,LOMBARDIA,116
47,20200406,1569,53112,LOMBARDIA,117
48,20200407,1489,54601,LOMBARDIA,118
49,20200408,1500,56101,LOMBARDIA,119
50,20200409,1928,58029,LOMBARDIA,120
51,20200410,2051,60080,LOMBARDIA,121
52,20200411,1136,61216,LOMBARDIA,122
53,20200412,553,61769,LOMBARDIA,123
54,20200413,568,62337,LOMBARDIA,124
55,20200414,1150,63487,LOMBARDIA,125
56,20200415,1382,64869,LOMBARDIA,126
57,20200416,1253,66122,LOMBARDIA,127
93,20200522,437,87449,LOMBARDIA,128
150,20200718,49,95428,LOMBARDIA,129
94,20200523,166,87615,LOMBARDIA,130
151,20200719,15,95443,LOMBARDIA,131
95,20200524,63,87678,LOMBARDIA,132
152,20200720,71,95514,LOMBARDIA,133
96,20200525,289,87967,LOMBARDIA,134
153,20200721,69,95583,LOMBARDIA,135
97,20200526,321,88288,LOMBARDIA,136
154,20200722,61,95644,LOMBARDIA,137
98,20200527,350,88638,LOMBARDIA,138
155,20200723,90,95734,LOMBARDIA,139
99,20200528,317,88955,LOMBARDIA,140
156,20200724,84,95818,LOMBARDIA,141
100,20200529,223,89178,LOMBARDIA,142
157,20200725,39,95857,LOMBARDIA,143
101,20200530,172,89350,LOMBARDIA,144
158,20200726,15,95872,LOMBARDIA,145
102,20200531,26,89376,LOMBARDIA,146
159,20200727,80,95952,LOMBARDIA,147
103,20200601,246,89622,LOMBARDIA,148
160,20200728,69,96021,LOMBARDIA,149
104,20200602,31,89653,LOMBARDIA,150
161,20200729,84,96105,LOMBARDIA,151
105,20200603,252,89905,LOMBARDIA,152
162,20200730,49,96154,LOMBARDIA,153
106,20200604,248,90153,LOMBARDIA,154
163,20200731,60,96214,LOMBARDIA,155
107,20200605,254,90407,LOMBARDIA,156
164,20200801,34,96248,LOMBARDIA,157
108,20200606,119,90526,LOMBARDIA,158
165,20200802,17,96265,LOMBARDIA,159
109,20200607,35,90561,LOMBARDIA,160
166,20200803,170,96435,LOMBARDIA,161
110,20200608,173,90734,LOMBARDIA,162
167,20200804,76,96511,LOMBARDIA,163
111,20200609,249,90983,LOMBARDIA,164
168,20200805,83,96594,LOMBARDIA,165
112,20200610,241,91224,LOMBARDIA,166
169,20200806,84,96678,LOMBARDIA,167
