id,Name
ITF2,Molise
ITF4,Puglia
ITF5,Basilicata
ITF1,Abruzzo
ITE2,Umbria
ITE3,Marche
ITC4,Lombardia
ITC1,Piemonte
ITC3,Liguria
ITD5,Emilia-Romagna
ITD1,Provincia Autonoma Bolzano / Bozen
ITD3,Veneto
ITD4,Friuli-Venezia Giulia
ITE1,Toscana
ITD2,Provincia Autonoma Trento
ITG2,Sardegna
ITE4,Lazio
ITC2,Valle d'Aosta / Vallée d'Aoste
ITF6,Calabria
ITG1,Sicilia
ITF3,Campania
