DATAFLOW,FREQ,ETA,ITTER107,SESSO,STATO_CIV,TIPO_INDDEM,TIME_PERIOD,OBS_VALUE,BREAK,CONF_STATUS,OBS_PRE_BREAK,OBS_STATUS,BASE_PER,UNIT_MEAS,UNIT_MULT,METADATA_EN,METADATA_IT
IT1:22_289(1.4),A,TOTAL,001025,9,99,JAN,2020,3470,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001026,9,99,JAN,2020,547,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001027,9,99,JAN,2020,2131,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001028,9,99,JAN,2020,11907,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001029,9,99,JAN,2020,588,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001030,9,99,JAN,2020,3596,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001031,9,99,JAN,2020,790,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001032,9,99,JAN,2020,2197,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001033,9,99,JAN,2020,3095,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001034,9,99,JAN,2020,8638,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001035,9,99,JAN,2020,4593,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001036,9,99,JAN,2020,401,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001037,9,99,JAN,2020,440,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001038,9,99,JAN,2020,8578,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001039,9,99,JAN,2020,1482,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001040,9,99,JAN,2020,1510,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001041,9,99,JAN,2020,1355,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001042,9,99,JAN,2020,1126,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001043,9,99,JAN,2020,1623,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001044,9,99,JAN,2020,5806,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001045,9,99,JAN,2020,6346,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001046,9,99,JAN,2020,3358,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001047,9,99,JAN,2020,7411,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001048,9,99,JAN,2020,6011,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001049,9,99,JAN,2020,1339,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001050,9,99,JAN,2020,1176,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001051,9,99,JAN,2020,5645,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001052,9,99,JAN,2020,274,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001053,9,99,JAN,2020,2588,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001054,9,99,JAN,2020,594,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001055,9,99,JAN,2020,2067,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001056,9,99,JAN,2020,906,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001057,9,99,JAN,2020,765,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001058,9,99,JAN,2020,9224,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001059,9,99,JAN,2020,28485,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001060,9,99,JAN,2020,1874,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001061,9,99,JAN,2020,1511,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001062,9,99,JAN,2020,3022,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001063,9,99,JAN,2020,13907,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001064,9,99,JAN,2020,1748,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001065,9,99,JAN,2020,2195,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001066,9,99,JAN,2020,9842,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001067,9,99,JAN,2020,416,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001068,9,99,JAN,2020,6501,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001069,9,99,JAN,2020,2288,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001070,9,99,JAN,2020,5480,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001071,9,99,JAN,2020,1787,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001072,9,99,JAN,2020,1036,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001073,9,99,JAN,2020,161,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001074,9,99,JAN,2020,951,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001075,9,99,JAN,2020,356,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001076,9,99,JAN,2020,1595,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001077,9,99,JAN,2020,2055,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001078,9,99,JAN,2020,36413,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001079,9,99,JAN,2020,217,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001080,9,99,JAN,2020,885,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001081,9,99,JAN,2020,1598,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001082,9,99,JAN,2020,26730,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001083,9,99,JAN,2020,384,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001084,9,99,JAN,2020,241,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001085,9,99,JAN,2020,326,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001086,9,99,JAN,2020,18244,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001087,9,99,JAN,2020,198,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001088,9,99,JAN,2020,1488,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001089,9,99,JAN,2020,3127,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001090,9,99,JAN,2020,49539,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001091,9,99,JAN,2020,299,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001092,9,99,JAN,2020,585,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001093,9,99,JAN,2020,4489,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001094,9,99,JAN,2020,3169,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001095,9,99,JAN,2020,464,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001096,9,99,JAN,2020,954,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001097,9,99,JAN,2020,7889,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001098,9,99,JAN,2020,9614,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001099,9,99,JAN,2020,8909,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001100,9,99,JAN,2020,239,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001101,9,99,JAN,2020,5154,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001102,9,99,JAN,2020,2206,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001103,9,99,JAN,2020,506,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001104,9,99,JAN,2020,2635,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001105,9,99,JAN,2020,763,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001106,9,99,JAN,2020,2277,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001107,9,99,JAN,2020,3307,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001108,9,99,JAN,2020,265,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001109,9,99,JAN,2020,1658,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001110,9,99,JAN,2020,2879,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001111,9,99,JAN,2020,548,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001112,9,99,JAN,2020,9377,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001113,9,99,JAN,2020,1133,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001114,9,99,JAN,2020,609,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001115,9,99,JAN,2020,16257,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001116,9,99,JAN,2020,3959,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001117,9,99,JAN,2020,673,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001118,9,99,JAN,2020,197,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001119,9,99,JAN,2020,981,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001120,9,99,JAN,2020,36928,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001121,9,99,JAN,2020,45,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001122,9,99,JAN,2020,700,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001123,9,99,JAN,2020,380,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001124,9,99,JAN,2020,397,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001125,9,99,JAN,2020,23215,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001126,9,99,JAN,2020,1783,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001127,9,99,JAN,2020,8834,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001128,9,99,JAN,2020,4945,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001129,9,99,JAN,2020,1469,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001130,9,99,JAN,2020,16398,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001131,9,99,JAN,2020,174,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001132,9,99,JAN,2020,1792,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001133,9,99,JAN,2020,444,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001134,9,99,JAN,2020,1434,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001135,9,99,JAN,2020,1719,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001136,9,99,JAN,2020,1049,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001137,9,99,JAN,2020,1153,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001139,9,99,JAN,2020,7262,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001140,9,99,JAN,2020,509,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001141,9,99,JAN,2020,567,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001142,9,99,JAN,2020,1161,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001143,9,99,JAN,2020,412,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001144,9,99,JAN,2020,1301,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001145,9,99,JAN,2020,53,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001146,9,99,JAN,2020,3879,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001147,9,99,JAN,2020,665,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001148,9,99,JAN,2020,4123,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001149,9,99,JAN,2020,824,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001150,9,99,JAN,2020,1253,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001152,9,99,JAN,2020,763,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001153,9,99,JAN,2020,381,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001154,9,99,JAN,2020,645,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001155,9,99,JAN,2020,335,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001156,9,99,JAN,2020,56737,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001157,9,99,JAN,2020,32,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001158,9,99,JAN,2020,711,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001159,9,99,JAN,2020,992,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001160,9,99,JAN,2020,3373,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001161,9,99,JAN,2020,5191,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001162,9,99,JAN,2020,834,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001163,9,99,JAN,2020,851,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001164,9,99,JAN,2020,46957,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001165,9,99,JAN,2020,110,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001166,9,99,JAN,2020,6829,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001167,9,99,JAN,2020,295,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001168,9,99,JAN,2020,7969,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001169,9,99,JAN,2020,528,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001170,9,99,JAN,2020,1455,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001171,9,99,JAN,2020,23284,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001172,9,99,JAN,2020,764,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001173,9,99,JAN,2020,1167,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001174,9,99,JAN,2020,912,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001175,9,99,JAN,2020,3319,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001176,9,99,JAN,2020,1181,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001177,9,99,JAN,2020,851,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001178,9,99,JAN,2020,2038,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001179,9,99,JAN,2020,417,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001180,9,99,JAN,2020,1116,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001181,9,99,JAN,2020,3749,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001183,9,99,JAN,2020,4083,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001184,9,99,JAN,2020,3176,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001185,9,99,JAN,2020,526,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001186,9,99,JAN,2020,626,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001187,9,99,JAN,2020,748,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001188,9,99,JAN,2020,616,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001189,9,99,JAN,2020,15448,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001190,9,99,JAN,2020,2894,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001191,9,99,JAN,2020,35695,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001192,9,99,JAN,2020,8413,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001193,9,99,JAN,2020,3880,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001194,9,99,JAN,2020,18167,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001195,9,99,JAN,2020,3364,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001196,9,99,JAN,2020,1365,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001197,9,99,JAN,2020,10153,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001198,9,99,JAN,2020,993,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001199,9,99,JAN,2020,3210,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001200,9,99,JAN,2020,1052,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001201,9,99,JAN,2020,751,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001202,9,99,JAN,2020,252,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001203,9,99,JAN,2020,1892,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001204,9,99,JAN,2020,219,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001205,9,99,JAN,2020,1265,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001206,9,99,JAN,2020,733,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001207,9,99,JAN,2020,480,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001208,9,99,JAN,2020,329,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001209,9,99,JAN,2020,355,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001210,9,99,JAN,2020,1034,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001211,9,99,JAN,2020,1750,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001212,9,99,JAN,2020,49,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001213,9,99,JAN,2020,1156,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001214,9,99,JAN,2020,19978,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001215,9,99,JAN,2020,4762,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001216,9,99,JAN,2020,2519,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001217,9,99,JAN,2020,12501,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001218,9,99,JAN,2020,1571,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001219,9,99,JAN,2020,47597,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001220,9,99,JAN,2020,3056,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001221,9,99,JAN,2020,1700,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001222,9,99,JAN,2020,2010,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001223,9,99,JAN,2020,2657,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001224,9,99,JAN,2020,297,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001225,9,99,JAN,2020,1859,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001226,9,99,JAN,2020,231,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001227,9,99,JAN,2020,793,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001228,9,99,JAN,2020,4925,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001229,9,99,JAN,2020,2368,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001230,9,99,JAN,2020,784,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001231,9,99,JAN,2020,1843,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001232,9,99,JAN,2020,625,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001233,9,99,JAN,2020,468,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001234,9,99,JAN,2020,75,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001235,9,99,JAN,2020,1539,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001236,9,99,JAN,2020,6000,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001237,9,99,JAN,2020,4009,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001238,9,99,JAN,2020,339,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001239,9,99,JAN,2020,528,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001240,9,99,JAN,2020,4834,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001241,9,99,JAN,2020,3746,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001242,9,99,JAN,2020,1750,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001243,9,99,JAN,2020,3101,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001244,9,99,JAN,2020,2556,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001245,9,99,JAN,2020,978,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001246,9,99,JAN,2020,3299,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001247,9,99,JAN,2020,805,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001248,9,99,JAN,2020,10279,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001249,9,99,JAN,2020,18647,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001250,9,99,JAN,2020,1423,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001251,9,99,JAN,2020,263,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001252,9,99,JAN,2020,3098,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001253,9,99,JAN,2020,1893,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001254,9,99,JAN,2020,3677,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001255,9,99,JAN,2020,4684,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001256,9,99,JAN,2020,4169,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001257,9,99,JAN,2020,10637,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001258,9,99,JAN,2020,241,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001259,9,99,JAN,2020,1082,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001260,9,99,JAN,2020,3263,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001261,9,99,JAN,2020,826,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001262,9,99,JAN,2020,1453,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001263,9,99,JAN,2020,921,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001264,9,99,JAN,2020,466,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001265,9,99,JAN,2020,47006,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001266,9,99,JAN,2020,1541,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001267,9,99,JAN,2020,961,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001268,9,99,JAN,2020,269,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001269,9,99,JAN,2020,6170,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001270,9,99,JAN,2020,6174,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001271,9,99,JAN,2020,771,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001272,9,99,JAN,2020,857910,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001273,9,99,JAN,2020,2971,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001274,9,99,JAN,2020,603,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001275,9,99,JAN,2020,4497,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001276,9,99,JAN,2020,3809,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001278,9,99,JAN,2020,323,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001279,9,99,JAN,2020,528,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001280,9,99,JAN,2020,10823,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001281,9,99,JAN,2020,189,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001282,9,99,JAN,2020,200,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001283,9,99,JAN,2020,1414,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001284,9,99,JAN,2020,3964,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001285,9,99,JAN,2020,915,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001286,9,99,JAN,2020,795,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001287,9,99,JAN,2020,3025,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001288,9,99,JAN,2020,95,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001289,9,99,JAN,2020,852,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001290,9,99,JAN,2020,1458,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001291,9,99,JAN,2020,883,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001292,9,99,JAN,2020,33134,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001293,9,99,JAN,2020,4832,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001294,9,99,JAN,2020,1384,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001295,9,99,JAN,2020,802,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001296,9,99,JAN,2020,247,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001298,9,99,JAN,2020,510,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001299,9,99,JAN,2020,5134,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001300,9,99,JAN,2020,4593,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001301,9,99,JAN,2020,1213,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001302,9,99,JAN,2020,3500,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001303,9,99,JAN,2020,2832,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001304,9,99,JAN,2020,1002,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001305,9,99,JAN,2020,1939,,,,,,,,,
IT1:22_289(1.4),A,TOTAL,001306,9,99,JAN,2020,1061,,,,,,,,,
