Abruzzo	13
Basilicata	17
Calabria	18
Campania	15
Emilia-Romagna	08
Friuli-Venezia Giulia	06
Lazio	12
Liguria	07
Lombardia	03
Marche	11
Molise	14
Trentino-Alto Adige	04
Piemonte	01
Puglia	16
Sardegna	20
Sicilia	19
Toscana	09
Umbria	10
Valle D'Aosta	02
Veneto	05
