X,Y,OBJECTID,COD_ISTATN,NOME_COM,NOME_PRO,SIG_PRO,NOME_REG,COORDX,COORDY,OBJECTID_1,DATA_RICEVIMENTO_TAMPONE,POSITIVI,DECEDUTI,FID
9.34161357,45.55132748,"210","3015051",CARUGATE,MILANO,MI,LOMBARDIA,9.34161357,45.55132748,"210","1582675200000","2","0","1"
9.34161357,45.55132748,"210","3015051",CARUGATE,MILANO,MI,LOMBARDIA,9.34161357,45.55132748,"210","1582934400000","0","1","2"
9.34161357,45.55132748,"210","3015051",CARUGATE,MILANO,MI,LOMBARDIA,9.34161357,45.55132748,"210","1583193600000","1","0","3"
9.34161357,45.55132748,"210","3015051",CARUGATE,MILANO,MI,LOMBARDIA,9.34161357,45.55132748,"210","1583280000000","1","0","4"
9.34161357,45.55132748,"210","3015051",CARUGATE,MILANO,MI,LOMBARDIA,9.34161357,45.55132748,"210","1583366400000","2","1","5"
9.34161357,45.55132748,"210","3015051",CARUGATE,MILANO,MI,LOMBARDIA,9.34161357,45.55132748,"210","1583971200000","2","0","6"
9.10181889,45.31436013,"958","3015055",CASARILE,MILANO,MI,LOMBARDIA,9.10181889,45.31436013,"958","1583366400000","1","0","7"
9.10181889,45.31436013,"958","3015055",CASARILE,MILANO,MI,LOMBARDIA,9.10181889,45.31436013,"958","1583539200000","1","0","8"
9.10181889,45.31436013,"958","3015055",CASARILE,MILANO,MI,LOMBARDIA,9.10181889,45.31436013,"958","1583625600000","1","0","9"
8.90760239,45.52614401,"712","3015058",CASOREZZO,MILANO,MI,LOMBARDIA,8.90760239,45.52614401,"712","1583798400000","2","0","10"
8.90760239,45.52614401,"712","3015058",CASOREZZO,MILANO,MI,LOMBARDIA,8.90760239,45.52614401,"712","1583884800000","1","0","11"
9.5176447,45.52659762,"420","3015059",CASSANO D`ADDA,MILANO,MI,LOMBARDIA,9.5176447,45.52659762,"420","1582588800000","3","0","12"
9.5176447,45.52659762,"420","3015059",CASSANO D`ADDA,MILANO,MI,LOMBARDIA,9.5176447,45.52659762,"420","1583193600000","1","0","13"
9.5176447,45.52659762,"420","3015059",CASSANO D`ADDA,MILANO,MI,LOMBARDIA,9.5176447,45.52659762,"420","1583366400000","2","0","14"
9.5176447,45.52659762,"420","3015059",CASSANO D`ADDA,MILANO,MI,LOMBARDIA,9.5176447,45.52659762,"420","1583452800000","1","0","15"
9.5176447,45.52659762,"420","3015059",CASSANO D`ADDA,MILANO,MI,LOMBARDIA,9.5176447,45.52659762,"420","1583625600000","1","0","16"
9.5176447,45.52659762,"420","3015059",CASSANO D`ADDA,MILANO,MI,LOMBARDIA,9.5176447,45.52659762,"420","1583712000000","1","0","17"
9.5176447,45.52659762,"420","3015059",CASSANO D`ADDA,MILANO,MI,LOMBARDIA,9.5176447,45.52659762,"420","1583971200000","2","0","18"
8.90734389,45.42596674,"491","3015061",CASSINETTA DI LUGAGNANO,MILANO,MI,LOMBARDIA,8.90734389,45.42596674,"491","1583712000000","1","0","19"
8.76641585,45.55032584,"1213","3015062",CASTANO PRIMO,MILANO,MI,LOMBARDIA,8.76641585,45.55032584,"1213","1583107200000","1","0","20"
8.76641585,45.55032584,"1213","3015062",CASTANO PRIMO,MILANO,MI,LOMBARDIA,8.76641585,45.55032584,"1213","1583193600000","2","0","21"
8.76641585,45.55032584,"1213","3015062",CASTANO PRIMO,MILANO,MI,LOMBARDIA,8.76641585,45.55032584,"1213","1583280000000","1","0","22"
8.76641585,45.55032584,"1213","3015062",CASTANO PRIMO,MILANO,MI,LOMBARDIA,8.76641585,45.55032584,"1213","1583452800000","1","0","23"
8.76641585,45.55032584,"1213","3015062",CASTANO PRIMO,MILANO,MI,LOMBARDIA,8.76641585,45.55032584,"1213","1583625600000","1","0","24"
8.76641585,45.55032584,"1213","3015062",CASTANO PRIMO,MILANO,MI,LOMBARDIA,8.76641585,45.55032584,"1213","1583712000000","1","0","25"
9.33235605,45.52608207,"801","3015070",CERNUSCO SUL NAVIGLIO,MILANO,MI,LOMBARDIA,9.33235605,45.52608207,"801","1582675200000","1","0","26"
9.33235605,45.52608207,"801","3015070",CERNUSCO SUL NAVIGLIO,MILANO,MI,LOMBARDIA,9.33235605,45.52608207,"801","1583193600000","1","0","27"
9.33235605,45.52608207,"801","3015070",CERNUSCO SUL NAVIGLIO,MILANO,MI,LOMBARDIA,9.33235605,45.52608207,"801","1583280000000","2","0","28"
9.33235605,45.52608207,"801","3015070",CERNUSCO SUL NAVIGLIO,MILANO,MI,LOMBARDIA,9.33235605,45.52608207,"801","1583366400000","1","0","29"
9.33235605,45.52608207,"801","3015070",CERNUSCO SUL NAVIGLIO,MILANO,MI,LOMBARDIA,9.33235605,45.52608207,"801","1583712000000","1","0","30"
9.33235605,45.52608207,"801","3015070",CERNUSCO SUL NAVIGLIO,MILANO,MI,LOMBARDIA,9.33235605,45.52608207,"801","1583971200000","6","0","31"
8.96514868,45.5895644,"383","3015072",CERRO MAGGIORE,MILANO,MI,LOMBARDIA,8.96514868,45.5895644,"383","1583712000000","2","0","32"
8.96514868,45.5895644,"383","3015072",CERRO MAGGIORE,MILANO,MI,LOMBARDIA,8.96514868,45.5895644,"383","1583884800000","2","0","33"
9.08697661,45.44131742,"21","3015074",CESANO BOSCONE,MILANO,MI,LOMBARDIA,9.08697661,45.44131742,"21","1583452800000","1","0","34"
9.08697661,45.44131742,"21","3015074",CESANO BOSCONE,MILANO,MI,LOMBARDIA,9.08697661,45.44131742,"21","1583539200000","1","0","35"
9.08697661,45.44131742,"21","3015074",CESANO BOSCONE,MILANO,MI,LOMBARDIA,9.08697661,45.44131742,"21","1583625600000","1","0","36"
9.08697661,45.44131742,"21","3015074",CESANO BOSCONE,MILANO,MI,LOMBARDIA,9.08697661,45.44131742,"21","1583712000000","1","0","37"
9.08697661,45.44131742,"21","3015074",CESANO BOSCONE,MILANO,MI,LOMBARDIA,9.08697661,45.44131742,"21","1583884800000","1","0","38"
9.08697661,45.44131742,"21","3015074",CESANO BOSCONE,MILANO,MI,LOMBARDIA,9.08697661,45.44131742,"21","1583971200000","1","0","39"
9.0797419,45.59725249,"57","3015076",CESATE,MILANO,MI,LOMBARDIA,9.0797419,45.59725249,"57","1583280000000","2","0","40"
9.0797419,45.59725249,"57","3015076",CESATE,MILANO,MI,LOMBARDIA,9.0797419,45.59725249,"57","1583452800000","1","1","41"
9.0797419,45.59725249,"57","3015076",CESATE,MILANO,MI,LOMBARDIA,9.0797419,45.59725249,"57","1583798400000","1","0","42"
9.0797419,45.59725249,"57","3015076",CESATE,MILANO,MI,LOMBARDIA,9.0797419,45.59725249,"57","1583884800000","1","0","43"
9.21807915,45.55738614,"883","3015077",CINISELLO BALSAMO,MILANO,MI,LOMBARDIA,9.21807915,45.55738614,"883","1582761600000","0","1","44"
9.21807915,45.55738614,"883","3015077",CINISELLO BALSAMO,MILANO,MI,LOMBARDIA,9.21807915,45.55738614,"883","1583193600000","2","0","45"
9.21807915,45.55738614,"883","3015077",CINISELLO BALSAMO,MILANO,MI,LOMBARDIA,9.21807915,45.55738614,"883","1583366400000","1","0","46"
9.21807915,45.55738614,"883","3015077",CINISELLO BALSAMO,MILANO,MI,LOMBARDIA,9.21807915,45.55738614,"883","1583452800000","1","0","47"
9.21807915,45.55738614,"883","3015077",CINISELLO BALSAMO,MILANO,MI,LOMBARDIA,9.21807915,45.55738614,"883","1583625600000","1","0","48"
9.21807915,45.55738614,"883","3015077",CINISELLO BALSAMO,MILANO,MI,LOMBARDIA,9.21807915,45.55738614,"883","1583712000000","3","0","49"
9.21807915,45.55738614,"883","3015077",CINISELLO BALSAMO,MILANO,MI,LOMBARDIA,9.21807915,45.55738614,"883","1583798400000","3","0","50"
9.21807915,45.55738614,"883","3015077",CINISELLO BALSAMO,MILANO,MI,LOMBARDIA,9.21807915,45.55738614,"883","1583884800000","4","0","51"
9.21807915,45.55738614,"883","3015077",CINISELLO BALSAMO,MILANO,MI,LOMBARDIA,9.21807915,45.55738614,"883","1583971200000","1","0","52"
9.28019315,45.53336234,"1420","3015081",COLOGNO MONZESE,MILANO,MI,LOMBARDIA,9.28019315,45.53336234,"1420","1583020800000","2","0","53"
9.28019315,45.53336234,"1420","3015081",COLOGNO MONZESE,MILANO,MI,LOMBARDIA,9.28019315,45.53336234,"1420","1583107200000","0","1","54"
9.28019315,45.53336234,"1420","3015081",COLOGNO MONZESE,MILANO,MI,LOMBARDIA,9.28019315,45.53336234,"1420","1583193600000","3","0","55"
9.28019315,45.53336234,"1420","3015081",COLOGNO MONZESE,MILANO,MI,LOMBARDIA,9.28019315,45.53336234,"1420","1583539200000","1","0","56"
9.28019315,45.53336234,"1420","3015081",COLOGNO MONZESE,MILANO,MI,LOMBARDIA,9.28019315,45.53336234,"1420","1583625600000","1","0","57"
9.28019315,45.53336234,"1420","3015081",COLOGNO MONZESE,MILANO,MI,LOMBARDIA,9.28019315,45.53336234,"1420","1583884800000","2","0","58"
9.28019315,45.53336234,"1420","3015081",COLOGNO MONZESE,MILANO,MI,LOMBARDIA,9.28019315,45.53336234,"1420","1583971200000","2","1","59"
9.33952037,45.38017577,"169","3015082",COLTURANO,MILANO,MI,LOMBARDIA,9.33952037,45.38017577,"169","1583020800000","0","1","60"
9.33952037,45.38017577,"169","3015082",COLTURANO,MILANO,MI,LOMBARDIA,9.33952037,45.38017577,"169","1583280000000","1","0","61"
8.93026535,45.46005901,"501","3015085",CORBETTA,MILANO,MI,LOMBARDIA,8.93026535,45.46005901,"501","1583539200000","2","0","62"
8.93026535,45.46005901,"501","3015085",CORBETTA,MILANO,MI,LOMBARDIA,8.93026535,45.46005901,"501","1583712000000","6","0","63"
8.93026535,45.46005901,"501","3015085",CORBETTA,MILANO,MI,LOMBARDIA,8.93026535,45.46005901,"501","1583798400000","1","0","64"
8.93026535,45.46005901,"501","3015085",CORBETTA,MILANO,MI,LOMBARDIA,8.93026535,45.46005901,"501","1583971200000","2","0","65"
9.16443164,45.54366277,"894","3015086",CORMANO,MILANO,MI,LOMBARDIA,9.16443164,45.54366277,"894","1583107200000","1","0","66"
9.16443164,45.54366277,"894","3015086",CORMANO,MILANO,MI,LOMBARDIA,9.16443164,45.54366277,"894","1583193600000","1","0","67"
9.16443164,45.54366277,"894","3015086",CORMANO,MILANO,MI,LOMBARDIA,9.16443164,45.54366277,"894","1583366400000","1","0","68"
9.16443164,45.54366277,"894","3015086",CORMANO,MILANO,MI,LOMBARDIA,9.16443164,45.54366277,"894","1583452800000","4","0","69"
9.16443164,45.54366277,"894","3015086",CORMANO,MILANO,MI,LOMBARDIA,9.16443164,45.54366277,"894","1583625600000","2","0","70"
9.16443164,45.54366277,"894","3015086",CORMANO,MILANO,MI,LOMBARDIA,9.16443164,45.54366277,"894","1583712000000","3","0","71"
9.16443164,45.54366277,"894","3015086",CORMANO,MILANO,MI,LOMBARDIA,9.16443164,45.54366277,"894","1583798400000","2","0","72"
9.16443164,45.54366277,"894","3015086",CORMANO,MILANO,MI,LOMBARDIA,9.16443164,45.54366277,"894","1583884800000","2","0","73"
9.16443164,45.54366277,"894","3015086",CORMANO,MILANO,MI,LOMBARDIA,9.16443164,45.54366277,"894","1583971200000","1","0","74"
9.02386769,45.49171608,"1369","3015087",CORNAREDO,MILANO,MI,LOMBARDIA,9.02386769,45.49171608,"1369","1583366400000","1","0","75"
9.02386769,45.49171608,"1369","3015087",CORNAREDO,MILANO,MI,LOMBARDIA,9.02386769,45.49171608,"1369","1583625600000","1","0","76"
9.02386769,45.49171608,"1369","3015087",CORNAREDO,MILANO,MI,LOMBARDIA,9.02386769,45.49171608,"1369","1583712000000","1","0","77"
9.02386769,45.49171608,"1369","3015087",CORNAREDO,MILANO,MI,LOMBARDIA,9.02386769,45.49171608,"1369","1583798400000","1","0","78"
9.02386769,45.49171608,"1369","3015087",CORNAREDO,MILANO,MI,LOMBARDIA,9.02386769,45.49171608,"1369","1583884800000","1","0","79"
9.10092002,45.4331063,"38","3015093",CORSICO,MILANO,MI,LOMBARDIA,9.10092002,45.4331063,"38","1582934400000","1","0","80"
9.10092002,45.4331063,"38","3015093",CORSICO,MILANO,MI,LOMBARDIA,9.10092002,45.4331063,"38","1583020800000","1","0","81"
9.10092002,45.4331063,"38","3015093",CORSICO,MILANO,MI,LOMBARDIA,9.10092002,45.4331063,"38","1583107200000","0","1","82"
9.10092002,45.4331063,"38","3015093",CORSICO,MILANO,MI,LOMBARDIA,9.10092002,45.4331063,"38","1583452800000","1","0","83"
9.10092002,45.4331063,"38","3015093",CORSICO,MILANO,MI,LOMBARDIA,9.10092002,45.4331063,"38","1583539200000","1","0","84"
9.10092002,45.4331063,"38","3015093",CORSICO,MILANO,MI,LOMBARDIA,9.10092002,45.4331063,"38","1583625600000","2","0","85"
9.10092002,45.4331063,"38","3015093",CORSICO,MILANO,MI,LOMBARDIA,9.10092002,45.4331063,"38","1583712000000","1","0","86"
9.10092002,45.4331063,"38","3015093",CORSICO,MILANO,MI,LOMBARDIA,9.10092002,45.4331063,"38","1583798400000","2","0","87"
8.79940814,45.50469937,"1179","3015096",CUGGIONO,MILANO,MI,LOMBARDIA,8.79940814,45.50469937,"1179","1583280000000","1","0","88"
8.79940814,45.50469937,"1179","3015096",CUGGIONO,MILANO,MI,LOMBARDIA,8.79940814,45.50469937,"1179","1583539200000","1","0","89"
8.79940814,45.50469937,"1179","3015096",CUGGIONO,MILANO,MI,LOMBARDIA,8.79940814,45.50469937,"1179","1583625600000","1","0","90"
9.02959614,45.44677577,"1110","3015097",CUSAGO,MILANO,MI,LOMBARDIA,9.02959614,45.44677577,"1110","1583366400000","1","0","91"
9.02959614,45.44677577,"1110","3015097",CUSAGO,MILANO,MI,LOMBARDIA,9.02959614,45.44677577,"1110","1583884800000","1","0","92"
9.18451619,45.55264438,"664","3015098",CUSANO MILANINO,MILANO,MI,LOMBARDIA,9.18451619,45.55264438,"664","1582934400000","1","0","93"
9.18451619,45.55264438,"664","3015098",CUSANO MILANINO,MILANO,MI,LOMBARDIA,9.18451619,45.55264438,"664","1583020800000","2","0","94"
9.18451619,45.55264438,"664","3015098",CUSANO MILANINO,MILANO,MI,LOMBARDIA,9.18451619,45.55264438,"664","1583107200000","1","0","95"
9.18451619,45.55264438,"664","3015098",CUSANO MILANINO,MILANO,MI,LOMBARDIA,9.18451619,45.55264438,"664","1583193600000","2","0","96"
9.18451619,45.55264438,"664","3015098",CUSANO MILANINO,MILANO,MI,LOMBARDIA,9.18451619,45.55264438,"664","1583280000000","1","0","97"
9.18451619,45.55264438,"664","3015098",CUSANO MILANINO,MILANO,MI,LOMBARDIA,9.18451619,45.55264438,"664","1583452800000","2","0","98"
9.18451619,45.55264438,"664","3015098",CUSANO MILANINO,MILANO,MI,LOMBARDIA,9.18451619,45.55264438,"664","1583712000000","4","0","99"
9.18451619,45.55264438,"664","3015098",CUSANO MILANINO,MILANO,MI,LOMBARDIA,9.18451619,45.55264438,"664","1583798400000","2","0","100"
9.66394814,45.69651092,"1324","3016024",BERGAMO,BERGAMO,BG,LOMBARDIA,9.66394814,45.69651092,"1324","1583366400000","18","2","101"
9.66394814,45.69651092,"1324","3016024",BERGAMO,BERGAMO,BG,LOMBARDIA,9.66394814,45.69651092,"1324","1583452800000","44","2","102"
9.66394814,45.69651092,"1324","3016024",BERGAMO,BERGAMO,BG,LOMBARDIA,9.66394814,45.69651092,"1324","1583539200000","31","1","103"
9.66394814,45.69651092,"1324","3016024",BERGAMO,BERGAMO,BG,LOMBARDIA,9.66394814,45.69651092,"1324","1583625600000","18","2","104"
9.66394814,45.69651092,"1324","3016024",BERGAMO,BERGAMO,BG,LOMBARDIA,9.66394814,45.69651092,"1324","1583712000000","43","1","105"
9.66394814,45.69651092,"1324","3016024",BERGAMO,BERGAMO,BG,LOMBARDIA,9.66394814,45.69651092,"1324","1583798400000","46","0","106"
9.66394814,45.69651092,"1324","3016024",BERGAMO,BERGAMO,BG,LOMBARDIA,9.66394814,45.69651092,"1324","1583884800000","11","0","107"
9.66394814,45.69651092,"1324","3016024",BERGAMO,BERGAMO,BG,LOMBARDIA,9.66394814,45.69651092,"1324","1583971200000","2","0","108"
9.91107647,45.71360191,"605","3016025",BERZO SAN FERMO,BERGAMO,BG,LOMBARDIA,9.91107647,45.71360191,"605","1583452800000","3","0","109"
9.91107647,45.71360191,"605","3016025",BERZO SAN FERMO,BERGAMO,BG,LOMBARDIA,9.91107647,45.71360191,"605","1583539200000","1","0","110"
9.90023072,45.77460643,"773","3016026",BIANZANO,BERGAMO,BG,LOMBARDIA,9.90023072,45.77460643,"773","1583107200000","2","0","111"
9.90023072,45.77460643,"773","3016026",BIANZANO,BERGAMO,BG,LOMBARDIA,9.90023072,45.77460643,"773","1583712000000","1","0","112"
9.81865603,45.63150718,"977","3016028",BOLGARE,BERGAMO,BG,LOMBARDIA,9.81865603,45.63150718,"977","1582934400000","1","0","113"
9.81865603,45.63150718,"977","3016028",BOLGARE,BERGAMO,BG,LOMBARDIA,9.81865603,45.63150718,"977","1583452800000","2","0","114"
9.81865603,45.63150718,"977","3016028",BOLGARE,BERGAMO,BG,LOMBARDIA,9.81865603,45.63150718,"977","1583539200000","2","0","115"
9.5777806,45.59883472,"223","3016029",BOLTIERE,BERGAMO,BG,LOMBARDIA,9.5777806,45.59883472,"223","1583107200000","1","0","116"
9.5777806,45.59883472,"223","3016029",BOLTIERE,BERGAMO,BG,LOMBARDIA,9.5777806,45.59883472,"223","1583280000000","1","0","117"
9.5777806,45.59883472,"223","3016029",BOLTIERE,BERGAMO,BG,LOMBARDIA,9.5777806,45.59883472,"223","1583452800000","1","0","118"
9.5777806,45.59883472,"223","3016029",BOLTIERE,BERGAMO,BG,LOMBARDIA,9.5777806,45.59883472,"223","1583539200000","1","1","119"
9.5777806,45.59883472,"223","3016029",BOLTIERE,BERGAMO,BG,LOMBARDIA,9.5777806,45.59883472,"223","1583625600000","1","0","120"
9.5777806,45.59883472,"223","3016029",BOLTIERE,BERGAMO,BG,LOMBARDIA,9.5777806,45.59883472,"223","1583712000000","1","0","121"
9.5777806,45.59883472,"223","3016029",BOLTIERE,BERGAMO,BG,LOMBARDIA,9.5777806,45.59883472,"223","1583884800000","1","0","122"
9.56201029,45.68170658,"27","3016030",BONATE SOPRA,BERGAMO,BG,LOMBARDIA,9.56201029,45.68170658,"27","1583020800000","1","0","123"
9.56201029,45.68170658,"27","3016030",BONATE SOPRA,BERGAMO,BG,LOMBARDIA,9.56201029,45.68170658,"27","1583280000000","1","0","124"
9.56201029,45.68170658,"27","3016030",BONATE SOPRA,BERGAMO,BG,LOMBARDIA,9.56201029,45.68170658,"27","1583366400000","1","0","125"
9.56201029,45.68170658,"27","3016030",BONATE SOPRA,BERGAMO,BG,LOMBARDIA,9.56201029,45.68170658,"27","1583539200000","2","0","126"
9.18451619,45.55264438,"664","3015098",CUSANO MILANINO,MILANO,MI,LOMBARDIA,9.18451619,45.55264438,"664","1583884800000","3","0","127"
9.56201029,45.68170658,"27","3016030",BONATE SOPRA,BERGAMO,BG,LOMBARDIA,9.56201029,45.68170658,"27","1583712000000","1","0","128"
9.56201029,45.68170658,"27","3016030",BONATE SOPRA,BERGAMO,BG,LOMBARDIA,9.56201029,45.68170658,"27","1583798400000","1","0","129"
9.56205345,45.66333938,"1395","3016031",BONATE SOTTO,BERGAMO,BG,LOMBARDIA,9.56205345,45.66333938,"1395","1583366400000","1","0","130"
9.56205345,45.66333938,"1395","3016031",BONATE SOTTO,BERGAMO,BG,LOMBARDIA,9.56205345,45.66333938,"1395","1583539200000","1","0","131"
9.56205345,45.66333938,"1395","3016031",BONATE SOTTO,BERGAMO,BG,LOMBARDIA,9.56205345,45.66333938,"1395","1583712000000","4","1","132"
9.51289341,45.63917556,"180","3016034",BOTTANUCO,BERGAMO,BG,LOMBARDIA,9.51289341,45.63917556,"180","1583539200000","1","0","133"
9.51289341,45.63917556,"180","3016034",BOTTANUCO,BERGAMO,BG,LOMBARDIA,9.51289341,45.63917556,"180","1583712000000","1","0","134"
9.51289341,45.63917556,"180","3016034",BOTTANUCO,BERGAMO,BG,LOMBARDIA,9.51289341,45.63917556,"180","1583798400000","1","0","135"
9.54808542,45.6078523,"49","3016037",BREMBATE,BERGAMO,BG,LOMBARDIA,9.54808542,45.6078523,"49","1583020800000","1","0","136"
9.54808542,45.6078523,"49","3016037",BREMBATE,BERGAMO,BG,LOMBARDIA,9.54808542,45.6078523,"49","1583107200000","1","0","137"
9.54808542,45.6078523,"49","3016037",BREMBATE,BERGAMO,BG,LOMBARDIA,9.54808542,45.6078523,"49","1583366400000","3","0","138"
9.54808542,45.6078523,"49","3016037",BREMBATE,BERGAMO,BG,LOMBARDIA,9.54808542,45.6078523,"49","1583452800000","2","0","139"
9.54808542,45.6078523,"49","3016037",BREMBATE,BERGAMO,BG,LOMBARDIA,9.54808542,45.6078523,"49","1583712000000","2","1","140"
9.54808542,45.6078523,"49","3016037",BREMBATE,BERGAMO,BG,LOMBARDIA,9.54808542,45.6078523,"49","1583884800000","1","0","141"
9.580488,45.71757637,"1463","3016038",BREMBATE DI SOPRA,BERGAMO,BG,LOMBARDIA,9.580488,45.71757637,"1463","1583107200000","2","0","142"
9.580488,45.71757637,"1463","3016038",BREMBATE DI SOPRA,BERGAMO,BG,LOMBARDIA,9.580488,45.71757637,"1463","1583193600000","1","0","143"
9.580488,45.71757637,"1463","3016038",BREMBATE DI SOPRA,BERGAMO,BG,LOMBARDIA,9.580488,45.71757637,"1463","1583366400000","2","0","144"
9.580488,45.71757637,"1463","3016038",BREMBATE DI SOPRA,BERGAMO,BG,LOMBARDIA,9.580488,45.71757637,"1463","1583539200000","3","0","145"
9.580488,45.71757637,"1463","3016038",BREMBATE DI SOPRA,BERGAMO,BG,LOMBARDIA,9.580488,45.71757637,"1463","1583625600000","1","0","146"
9.580488,45.71757637,"1463","3016038",BREMBATE DI SOPRA,BERGAMO,BG,LOMBARDIA,9.580488,45.71757637,"1463","1583712000000","7","0","147"
9.580488,45.71757637,"1463","3016038",BREMBATE DI SOPRA,BERGAMO,BG,LOMBARDIA,9.580488,45.71757637,"1463","1583798400000","2","0","148"
9.580488,45.71757637,"1463","3016038",BREMBATE DI SOPRA,BERGAMO,BG,LOMBARDIA,9.580488,45.71757637,"1463","1583884800000","1","0","149"
9.65428536,45.54789034,"222","3016040",BRIGNANO GERA D`ADDA,BERGAMO,BG,LOMBARDIA,9.65428536,45.54789034,"222","1582761600000","0","1","150"
9.65428536,45.54789034,"222","3016040",BRIGNANO GERA D`ADDA,BERGAMO,BG,LOMBARDIA,9.65428536,45.54789034,"222","1583193600000","0","1","151"
9.65428536,45.54789034,"222","3016040",BRIGNANO GERA D`ADDA,BERGAMO,BG,LOMBARDIA,9.65428536,45.54789034,"222","1583366400000","2","0","152"
9.65428536,45.54789034,"222","3016040",BRIGNANO GERA D`ADDA,BERGAMO,BG,LOMBARDIA,9.65428536,45.54789034,"222","1583712000000","1","0","153"
9.65428536,45.54789034,"222","3016040",BRIGNANO GERA D`ADDA,BERGAMO,BG,LOMBARDIA,9.65428536,45.54789034,"222","1583971200000","1","0","154"
9.76366316,45.66978517,"828","3016042",BRUSAPORTO,BERGAMO,BG,LOMBARDIA,9.76366316,45.66978517,"828","1582934400000","0","1","155"
9.76366316,45.66978517,"828","3016042",BRUSAPORTO,BERGAMO,BG,LOMBARDIA,9.76366316,45.66978517,"828","1583020800000","1","0","156"
9.76366316,45.66978517,"828","3016042",BRUSAPORTO,BERGAMO,BG,LOMBARDIA,9.76366316,45.66978517,"828","1583280000000","1","0","157"
9.76366316,45.66978517,"828","3016042",BRUSAPORTO,BERGAMO,BG,LOMBARDIA,9.76366316,45.66978517,"828","1583452800000","1","0","158"
9.76366316,45.66978517,"828","3016042",BRUSAPORTO,BERGAMO,BG,LOMBARDIA,9.76366316,45.66978517,"828","1583539200000","1","0","159"
9.76366316,45.66978517,"828","3016042",BRUSAPORTO,BERGAMO,BG,LOMBARDIA,9.76366316,45.66978517,"828","1583625600000","1","0","160"
9.76366316,45.66978517,"828","3016042",BRUSAPORTO,BERGAMO,BG,LOMBARDIA,9.76366316,45.66978517,"828","1583712000000","2","0","161"
9.76366316,45.66978517,"828","3016042",BRUSAPORTO,BERGAMO,BG,LOMBARDIA,9.76366316,45.66978517,"828","1583798400000","3","0","162"
9.76366316,45.66978517,"828","3016042",BRUSAPORTO,BERGAMO,BG,LOMBARDIA,9.76366316,45.66978517,"828","1583884800000","1","0","163"
9.79048424,45.62084932,"381","3016043",CALCINATE,BERGAMO,BG,LOMBARDIA,9.79048424,45.62084932,"381","1582934400000","1","0","164"
9.79048424,45.62084932,"381","3016043",CALCINATE,BERGAMO,BG,LOMBARDIA,9.79048424,45.62084932,"381","1583625600000","2","0","165"
9.79048424,45.62084932,"381","3016043",CALCINATE,BERGAMO,BG,LOMBARDIA,9.79048424,45.62084932,"381","1583798400000","1","0","166"
9.84361978,45.50264269,"1415","3016044",CALCIO,BERGAMO,BG,LOMBARDIA,9.84361978,45.50264269,"1415","1582934400000","1","0","167"
9.84361978,45.50264269,"1415","3016044",CALCIO,BERGAMO,BG,LOMBARDIA,9.84361978,45.50264269,"1415","1583539200000","1","0","168"
9.84361978,45.50264269,"1415","3016044",CALCIO,BERGAMO,BG,LOMBARDIA,9.84361978,45.50264269,"1415","1583625600000","1","0","169"
9.84361978,45.50264269,"1415","3016044",CALCIO,BERGAMO,BG,LOMBARDIA,9.84361978,45.50264269,"1415","1583798400000","1","0","170"
9.84361978,45.50264269,"1415","3016044",CALCIO,BERGAMO,BG,LOMBARDIA,9.84361978,45.50264269,"1415","1583884800000","1","0","171"
9.84361978,45.50264269,"1415","3016044",CALCIO,BERGAMO,BG,LOMBARDIA,9.84361978,45.50264269,"1415","1583971200000","1","0","172"
9.47770666,45.68721281,"1341","3016046",CALUSCO D`ADDA,BERGAMO,BG,LOMBARDIA,9.47770666,45.68721281,"1341","1583020800000","1","0","173"
9.47770666,45.68721281,"1341","3016046",CALUSCO D`ADDA,BERGAMO,BG,LOMBARDIA,9.47770666,45.68721281,"1341","1583193600000","2","0","174"
9.47770666,45.68721281,"1341","3016046",CALUSCO D`ADDA,BERGAMO,BG,LOMBARDIA,9.47770666,45.68721281,"1341","1583280000000","2","0","175"
9.47770666,45.68721281,"1341","3016046",CALUSCO D`ADDA,BERGAMO,BG,LOMBARDIA,9.47770666,45.68721281,"1341","1583366400000","2","0","176"
9.47770666,45.68721281,"1341","3016046",CALUSCO D`ADDA,BERGAMO,BG,LOMBARDIA,9.47770666,45.68721281,"1341","1583452800000","3","0","177"
9.47770666,45.68721281,"1341","3016046",CALUSCO D`ADDA,BERGAMO,BG,LOMBARDIA,9.47770666,45.68721281,"1341","1583539200000","2","0","178"
9.47770666,45.68721281,"1341","3016046",CALUSCO D`ADDA,BERGAMO,BG,LOMBARDIA,9.47770666,45.68721281,"1341","1583625600000","1","0","179"
9.47770666,45.68721281,"1341","3016046",CALUSCO D`ADDA,BERGAMO,BG,LOMBARDIA,9.47770666,45.68721281,"1341","1583712000000","1","0","180"
9.47770666,45.68721281,"1341","3016046",CALUSCO D`ADDA,BERGAMO,BG,LOMBARDIA,9.47770666,45.68721281,"1341","1583798400000","1","0","181"
9.47770666,45.68721281,"1341","3016046",CALUSCO D`ADDA,BERGAMO,BG,LOMBARDIA,9.47770666,45.68721281,"1341","1583884800000","1","0","182"
9.60124955,45.48918466,"443","3016047",CALVENZANO,BERGAMO,BG,LOMBARDIA,9.60124955,45.48918466,"443","1582675200000","1","0","183"
9.60124955,45.48918466,"443","3016047",CALVENZANO,BERGAMO,BG,LOMBARDIA,9.60124955,45.48918466,"443","1582934400000","2","0","184"
