FID,OBJECTID,COD_ISTATN,NOME_COM,NOME_PRO,SIG_PRO,NOME_REG,SHAPE_AREA,SHAPE_LEN,POSITIVI,DECEDUTI,TOTALE,Shape__Area,Shape__Length
"525","553","03016083",CORTENUOVA,BERGAMO,BG,LOMBARDIA,"7224864.96436","15993.2431129352","10","6","16",14732514.144043,22827.7761906484
"526","554","03016206",SPIRANO,BERGAMO,BG,LOMBARDIA,"9323143.743245","16340.0468069769","32","10","42",19043816.6884766,23359.7643540523
"527","555","03012083",INDUNO OLONA,VARESE,VA,LOMBARDIA,"12358715.3478025","20884.7735975522","7","2","9",25494755.5068359,30006.0240971201
"528","556","03016188",SAN GIOVANNI BIANCO,BERGAMO,BG,LOMBARDIA,"31503004.4711304","31535.2153894938","36","16","52",65041007.0395508,45330.6343646453
"529","557","03098021",CORNEGLIANO LAUDENSE,LODI,LO,LOMBARDIA,"5663507.56772549","14945.7107182463","15","4","19",11449662.3100586,21248.4642859631
"530","558","03016073",CHIUDUNO,BERGAMO,BG,LOMBARDIA,"6814760.21409783","12141.8909539006","35","9","44",13953701.7568359,17376.1857563623
"531","559","03017149",PONTEVICO,BRESCIA,BS,LOMBARDIA,"29238483.0081373","28996.3433723306","66","18","84",59087828.0556641,41226.7478961045
"532","560","03015009",ARESE,MILANO,MI,LOMBARDIA,"6579359.67806705","21069.0743487268","38","3","41",13425550.4648438,30102.881220603
"533","561","03016211",TAVERNOLA BERGAMASCA,BERGAMO,BG,LOMBARDIA,"12981893.4709825","18139.1179794458","12","5","17",26629046.9013672,25981.5913575443
"534","562","03015144",MESERO,MILANO,MI,LOMBARDIA,"5695968.605875","16716.1244669713","20","2","22",11600556.0849609,23854.5432910103
"535","563","03019108",TORRICELLA DEL PIZZO,CREMONA,CR,LOMBARDIA,"24119469.3949787","27719.8375389665","4","1","5",48295146.2680664,39234.5669527846
"536","565","03019091",SAN MARTINO DEL LAGO,CREMONA,CR,LOMBARDIA,"10447384.0114615","16801.9381370489","3","0","3",20963446.0673828,23803.5042714473
"537","566","03097090",VIGANO`,LECCO,LC,LOMBARDIA,"1610944.12147802","6696.43444122317","14","1","15",3307342.57568359,9596.51772038061
"538","567","03014061",SONDRIO,SONDRIO,SO,LOMBARDIA,"20382188.1825891","24943.8492373147","70","9","79",42533166.2075195,36033.0791375296
"539","568","03012013",BESOZZO,VARESE,VA,LOMBARDIA,"14080465.9509712","30952.341402966","6","1","7",29037933.9941406,44438.5358106677
"540","569","03014063",TALAMONA,SONDRIO,SO,LOMBARDIA,"21188715.9556918","23408.6885810551","14","5","19",44127789.5253906,33786.2352611525
"541","570","03013249",GRAVEDONA ED UNITI,COMO,CO,LOMBARDIA,"39766582.7009333","69088.3886207864","28","3","31",82917814.6635742,99744.8941857433
"542","571","03018173",VELLEZZO BELLINI,PAVIA,PV,LOMBARDIA,"7947099.003883","18276.4407288008","18","2","20",16059246.5532227,25982.9888920668
"543","572","03019104",TICENGO,CREMONA,CR,LOMBARDIA,"8040391.48347399","22427.3064298064","3","2","5",16308106.3100586,31956.9441892646
"544","573","03016019",BARBATA,BERGAMO,BG,LOMBARDIA,"8074699.92310899","20027.8389177897","3","0","3",16422281.9003906,28574.5826960078
"545","574","03015172",PESSANO CON BORNAGO,MILANO,MI,LOMBARDIA,"6634359.13967849","16375.8080696263","48","6","54",13537801.0737305,23386.218604662
"546","575","03018075",GRAVELLONA LOMELLINA,PAVIA,PV,LOMBARDIA,"20389443.461039","24147.1697461754","13","3","16",41293251.4145508,34366.1133299264
"547","577","03015204",SEDRIANO,MILANO,MI,LOMBARDIA,"7795626.49167301","19101.3039910393","39","11","50",15872017.6064453,27261.5885924115
"548","591","03019072",PIANENGO,CREMONA,CR,LOMBARDIA,"5869790.1429095","14796.9277864681","27","3","30",11914868.4638672,21081.208988113
"549","592","03017054",CIMBERGO,BRESCIA,BS,LOMBARDIA,"24561265.8936732","27677.6397888671","2","0","2",50956458.5820313,39860.5557185215
"550","593","03018153",STRADELLA,PAVIA,PV,LOMBARDIA,"18795628.426314","27192.7532615413","48","11","59",37720224.9003906,38523.1632840468
"551","594","03014012",CAMPODOLCINO,SONDRIO,SO,LOMBARDIA,"48297205.573419","36290.8563846493","2","1","3",101611841.767578,52626.124778163
"552","595","03017138",SAN PAOLO,BRESCIA,BS,LOMBARDIA,"18700093.919782","25558.1838349762","50","13","63",37916962.8408203,36393.1926723875
"553","725","03016093",ENDINE GAIANO,BERGAMO,BG,LOMBARDIA,"21036874.6089628","25732.8404286063","19","7","26",43281905.2709961,36907.524963237
"554","726","03017137",PAVONE DEL MELLA,BRESCIA,BS,LOMBARDIA,"11698263.3473971","18604.3266876347","24","13","37",23658391.8964844,26459.5302942432
"555","727","03016058",CASAZZA,BERGAMO,BG,LOMBARDIA,"7119037.25892609","12863.2090579972","33","3","36",14626397.9428711,18432.2821755045
"556","728","03016021",BARZANA,BERGAMO,BG,LOMBARDIA,"2068166.92822464","7424.24646213964","12","2","14",4247183.15917969,10643.8883849168
"557","729","03018134",SAN DAMIANO AL COLLE,PAVIA,PV,LOMBARDIA,"6392804.84262599","14916.2128668242","5","1","6",12809640.4443359,21115.8621881709
"558","730","03017194",VALVESTINO,BRESCIA,BS,LOMBARDIA,"31256609.9666663","32527.5299517459","2","0","2",64237991.4594727,46628.7346334815
"559","731","03012143",CADREZZATE CON OSMATE,VARESE,VA,LOMBARDIA,"8416200.70042216","16047.2088010818","3","1","4",17321111.5205078,23022.8229959721
"560","732","03019047",GENIVOLTA,CREMONA,CR,LOMBARDIA,"18684419.2041301","31523.2732427765","8","0","8",37839572.4052734,44874.0101506503
"561","733","03017197",VESTONE,BRESCIA,BS,LOMBARDIA,"12977189.9241637","19379.3577925033","36","2","38",26622961.0947266,27753.9282323288
"562","734","03016025",BERZO SAN FERMO,BERGAMO,BG,LOMBARDIA,"5873107.10653994","11072.2225137391","9","7","16",12052519.6132813,15856.1964050765
"563","736","03018036",CASTANA,PAVIA,PV,LOMBARDIA,"5359299.484166","17658.474835787","6","1","7",10735975.2416992,24993.5981019332
"564","737","03019022",CASALMORANO,CREMONA,CR,LOMBARDIA,"12129976.4024867","21510.0026535621","19","4","23",24521533.996582,30592.5451272929
"565","738","03012089",LONATE CEPPINO,VARESE,VA,LOMBARDIA,"4781068.6928704","12416.962057693","8","2","10",9810591.16796875,17798.7463186873
"566","596","03018188",ZERBO,PAVIA,PV,LOMBARDIA,"6475668.919365","13183.0164047733","1","1","2",13009446.5996094,18681.4476967648
"567","597","03020029",MAGNACAVALLO,MANTOVA,MN,LOMBARDIA,"28236542.0470307","29524.769560563","3","3","6",56483412.4174805,41749.0461642875
"568","598","03014036",LANZADA,SONDRIO,SO,LOMBARDIA,"116983523.995199","59299.2485443801","8","1","9",245348599.791992,85870.2198335813
"569","599","03017151",POZZOLENGO,BRESCIA,BS,LOMBARDIA,"21327532.9652732","25604.9397461415","11","4","15",43287805.2036133,36481.7999253758
"570","600","03017156",PROVAGLIO D`ISEO,BRESCIA,BS,LOMBARDIA,"16211494.2091255","23596.2157630139","54","13","67",33171353.2548828,33755.7680711714
"571","601","03017072",FLERO,BRESCIA,BS,LOMBARDIA,"9869559.30316699","16215.789962517","33","9","42",20085791.9663086,23133.9316159848
"572","602","03015105",GARBAGNATE MILANESE,MILANO,MI,LOMBARDIA,"8891391.35131498","18690.7941860032","108","16","124",18158965.5932617,26704.8015020989
"573","603","03015221",TREZZO SULL`ADDA,MILANO,MI,LOMBARDIA,"12966896.824487","24824.463829884","92","26","118",26513667.8989258,35504.7573178679
"574","604","03019074",PIEVE D`OLMI,CREMONA,CR,LOMBARDIA,"19318111.8251085","29004.3101787235","14","2","16",38765888.1699219,41106.1550575001
"575","605","03019084",RIVOLTA D`ADDA,CREMONA,CR,LOMBARDIA,"29976010.6538725","31236.3901531902","63","10","73",60970637.012207,44560.3974086365
"576","606","03015224",TRUCCAZZANO,MILANO,MI,LOMBARDIA,"22190940.138073","30437.0540220538","20","3","23",45168283.0195313,43426.9397495326
"577","607","03016060",CASNIGO,BERGAMO,BG,LOMBARDIA,"13149349.4770818","22904.086563224","28","16","44",27092484.4609375,32881.9497583509
"578","608","03012030",CANTELLO,VARESE,VA,LOMBARDIA,"9171411.09944527","15567.2189614292","9","1","10",18899207.7749023,22349.2406048439
"579","609","03020065",SUZZARA,MANTOVA,MN,LOMBARDIA,"60884565.0401522","52591.6642350305","45","6","51",121827899.024414,74397.8878227165
"580","610","03018073",GODIASCO SALICE TERME,PAVIA,PV,LOMBARDIA,"20596889.705109","29169.9451982953","9","3","12",41069184.3325195,41192.0154396993
"581","611","03018045",CERGNAGO,PAVIA,PV,LOMBARDIA,"13562069.634629","25616.7735996186","2","0","2",27333746.0297852,36367.1225361097
"582","612","03018016",BORGO PRIOLO,PAVIA,PV,LOMBARDIA,"28746910.192268","32223.5374597748","3","3","6",57451117.7182617,45550.8598009254
"583","615","03019067",PANDINO,CREMONA,CR,LOMBARDIA,"22184657.873228","24315.4569478208","68","21","89",45044324.0615234,34648.1214908124
"584","616","03014066",TIRANO,SONDRIO,SO,LOMBARDIA,"32448834.8941531","27127.0247845168","39","4","43",67785512.2446289,39216.9471880385
"585","617","03018004",ALBUZZANO,PAVIA,PV,LOMBARDIA,"15420394.4768315","23557.9792335617","30","12","42",31068535.5146484,33436.3062673308
"586","618","03108050",VIMERCATE,MONZA E DELLA BRIANZA,MB,LOMBARDIA,"20618891.9339613","37459.0841264561","127","18","145",42170477.6552734,53571.1976065772
"587","619","03015247",ZIBIDO SAN GIACOMO,MILANO,MI,LOMBARDIA,"24585451.921897","37150.7625194223","8","0","8",49846865.4487305,52906.6152116963
"588","620","03018161",TORRICELLA VERZATE,PAVIA,PV,LOMBARDIA,"3552849.2005205","11430.0834813799","2","0","2",7117075.55273438,16184.2300922763
"589","621","03020036",MONZAMBANO,MANTOVA,MN,LOMBARDIA,"29900107.9822387","29955.5112044878","8","1","9",60622105.2749023,42647.4105644372
"590","622","03018114",PIEVE PORTO MORONE,PAVIA,PV,LOMBARDIA,"16236882.5654451","26670.7304905863","27","4","31",32621257.2802734,37791.3559333685
"591","624","03019028",CELLA DATI,CREMONA,CR,LOMBARDIA,"19174975.2535292","26521.0051353262","3","0","3",38487508.5449219,37572.0793325812
"592","625","03015166",PADERNO DUGNANO,MILANO,MI,LOMBARDIA,"14108737.1444855","22137.8372185853","134","14","148",28811740.03125,31627.8357385796
"593","626","03016066",CAVERNAGO,BERGAMO,BG,LOMBARDIA,"7743276.5027105","13950.7275374722","6","5","11",15838776.9677734,19957.7397924551
"594","627","03012076",GERMIGNAGA,VARESE,VA,LOMBARDIA,"3879303.86534337","13955.9011520788","3","0","3",8041037.52099609,20096.8901509143
"595","628","03019051",GRUMELLO CREMONESE ED UNITI,CREMONA,CR,LOMBARDIA,"22286097.4957862","27233.098690538","13","4","17",44919125.7617188,38667.7965790162
"596","629","03020027",GONZAGA,MANTOVA,MN,LOMBARDIA,"50392612.1823123","43155.7851828564","24","0","24",100654583.884766,60988.0042641425
"597","630","03016056",CARONA,BERGAMO,BG,LOMBARDIA,"44197559.2689462","32022.1733233315","1","0","1",91724607.1367188,46110.8696295061
"598","631","03015015",BASIGLIO,MILANO,MI,LOMBARDIA,"8532502.745074","15503.070522555","21","3","24",17287889.3920898,22074.7354039198
"599","632","03012038",CASCIAGO,VARESE,VA,LOMBARDIA,"4019071.72062504","14640.5006434235","3","2","5",8282809.86669922,21017.0720904473
"600","633","03016117",GRASSOBBIO,BERGAMO,BG,LOMBARDIA,"8489522.57180363","12869.6704422161","52","13","65",17381803.0332031,18425.0670768807
"601","634","03016247",COSTA SERINA,BERGAMO,BG,LOMBARDIA,"12151423.4532264","17173.0958867407","9","3","12",25036182.6240234,24652.9321339488
"602","635","03019088",SAN BASSANO,CREMONA,CR,LOMBARDIA,"13879998.6692125","28357.068759298","18","4","22",28011872.9350586,40286.5580057929
"603","636","03016071",CERETE,BERGAMO,BG,LOMBARDIA,"14268400.17446","20174.2936342313","12","1","13",29428560.3574219,28968.4529446662
"604","637","03012087",LAVENO - MOMBELLO,VARESE,VA,LOMBARDIA,"28049409.8329853","24663.5873868723","14","1","15",57959293.5043945,35455.9962637577
"605","638","03016015",AVIATICO,BERGAMO,BG,LOMBARDIA,"8519094.31206619","15229.364915679","5","1","6",17531412.0283203,21840.854728385
"606","639","03013037",CAGLIO,COMO,CO,LOMBARDIA,"6617154.41488683","13429.5828805554","3","0","3",13657303.3505859,19292.0866616417
"607","640","03016234",VERTOVA,BERGAMO,BG,LOMBARDIA,"16066860.7674835","22757.2874852702","35","20","55",33108200.8647461,32663.087880829
"608","641","03018026",CAMPOSPINOSO,PAVIA,PV,LOMBARDIA,"3579196.481772","11540.0342624148","6","2","8",7187632.06640625,16353.4014622263
"609","643","03016221",UBIALE CLANEZZO,BERGAMO,BG,LOMBARDIA,"7365994.32391078","13894.7637003566","6","4","10",15153777.2446289,19933.5326343639
"610","644","03015195",SAN GIULIANO MILANESE,MILANO,MI,LOMBARDIA,"30594978.4279285","34229.4151422031","116","28","144",62061634.7963867,48750.7502376858
"611","645","03012078",GORLA MAGGIORE,VARESE,VA,LOMBARDIA,"5390145.97906626","10908.3215060712","4","0","4",11044267.1186523,15610.468745495
"612","646","03013202",ROVELLO PORRO,COMO,CO,LOMBARDIA,"5619656.81492446","16866.4364506437","9","1","10",11509610.1850586,24143.1432667051
"613","647","03013188",PONTE LAMBRO,COMO,CO,LOMBARDIA,"3213369.68361514","12247.5965347177","4","2","6",6622357.88671875,17579.743230258
"614","648","03019081",RIPALTA CREMASCA,CREMONA,CR,LOMBARDIA,"11872711.242562","19953.7631121029","39","5","44",24036093.0966797,28385.2722662269
"615","649","03015229",VANZAGO,MILANO,MI,LOMBARDIA,"6129620.563748","14685.0816727091","21","2","23",12494301.6958008,20965.5618190718
"616","650","03012042",CASTELLANZA,VARESE,VA,LOMBARDIA,"6860452.78986601","21413.3269694517","27","2","29",14029536.8823242,30617.0171097692
"617","651","03015098",CUSANO MILANINO,MILANO,MI,LOMBARDIA,"3096340.2938295","8651.09812641097","65","10","75",6318763.13037109,12355.8339730536
"618","652","03097040",INTROBIO,LECCO,LC,LOMBARDIA,"26091842.9485102","35676.3674522314","7","2","9",54099267.5053711,51372.9576095901
"619","653","03016163",PIARIO,BERGAMO,BG,LOMBARDIA,"1549021.73016913","6272.69164948247","12","3","15",3199164.48144531,9014.69884707464
"620","654","03017145",POLPENAZZE DEL GARDA,BRESCIA,BS,LOMBARDIA,"9116645.98084656","19855.4905084816","12","2","14",18594103.4628906,28353.7932700973
"621","655","03098059",VALERA FRATTA,LODI,LO,LOMBARDIA,"8208502.37079851","17518.7264343884","6","2","8",16576894.699707,24894.9660691577
"622","656","03013004",ALBESE CON CASSANO,COMO,CO,LOMBARDIA,"8225156.25184084","18328.6517742478","74","2","76",16938659.8959961,26315.1251208835
"623","657","03108049",VILLASANTA,MONZA E DELLA BRIANZA,MB,LOMBARDIA,"4888668.834777","13098.8563883112","32","3","35",9995659.61523438,18730.1301179772
"624","658","03097005",BARZAGO,LECCO,LC,LOMBARDIA,"3603901.54528115","14435.9774640198","7","3","10",7407305.34863281,20695.0139596872
"625","659","03017134",PARATICO,BRESCIA,BS,LOMBARDIA,"6183025.636175","12660.6224428346","34","7","41",12662555.5664063,18118.4673261883
"626","660","03016059",CASIRATE D`ADDA,BERGAMO,BG,LOMBARDIA,"10387712.3479085","17704.5247649276","21","6","27",21156688.3579102,25262.089727863
"627","735","03017133",PALAZZOLO SULL`OGLIO,BRESCIA,BS,LOMBARDIA,"23014578.7966758","33437.8002335713","119","40","159",47027541.0117188,47806.7211285156
"628","739","03014017",CERCINO,SONDRIO,SO,LOMBARDIA,"6128161.60695516","14083.5360958689","2","0","2",12782138.0698242,20348.3293658353
"629","740","03017047",CEDEGOLO,BRESCIA,BS,LOMBARDIA,"10777093.6149413","22497.2898919779","11","0","11",22389891.0976563,32426.1455898079
"630","741","03017070",ESINE,BRESCIA,BS,LOMBARDIA,"30357116.0950533","29531.7666950188","53","6","59",62685839.0073242,42442.0462400037
"631","661","03015134",MARCALLO CON CASONE,MILANO,MI,LOMBARDIA,"8131978.32440001","19120.6578863839","18","1","19",16556343.2460938,27280.0056045449
"632","662","03019099",SOSPIRO,CREMONA,CR,LOMBARDIA,"19123007.4385425","28002.4760808842","36","6","42",38412147.5546875,39686.08021388
"633","663","03015116",LAINATE,MILANO,MI,LOMBARDIA,"12767720.356089","23181.5367893136","66","7","73",26067843.3623047,33122.104953818
"634","664","03015022",BESATE,MILANO,MI,LOMBARDIA,"12606983.11978","22104.687145223","3","0","3",25505473.5571289,31445.7617671166
"635","665","03097002",AIRUNO,LECCO,LC,LOMBARDIA,"4265010.27196339","12444.6954943708","9","2","11",8766236.04833984,17840.8496671555
"636","666","03098001",ABBADIA CERRETO,LODI,LO,LOMBARDIA,"6213359.3047685","18580.8032851826","3","0","3",12572589.3017578,26440.0699656015
"637","667","03015050",CARPIANO,MILANO,MI,LOMBARDIA,"17216146.972751","28118.2925719261","7","0","7",34875440.8706055,40017.0264531782
"638","668","03017035",CAPO DI PONTE,BRESCIA,BS,LOMBARDIA,"18613730.6997187","25852.8241036499","20","1","21",38649437.6884766,37253.7014143921
"639","670","03017040",CASTEGNATO,BRESCIA,BS,LOMBARDIA,"9244317.30465506","15555.1523058995","43","19","62",18865023.7866211,22218.5196929271
"640","671","03020010",CASALMORO,MANTOVA,MN,LOMBARDIA,"13852586.3002022","18429.8689116781","17","6","23",27981389.4570313,26202.4434113396
"641","672","03019068",PERSICO DOSIMO,CREMONA,CR,LOMBARDIA,"20576774.1560287","33043.3847915802","47","4","51",41443254.8383789,46884.5962594883
"642","673","03017100",MALEGNO,BRESCIA,BS,LOMBARDIA,"6935802.9433935","12605.3647162947","22","3","25",14357474.2426758,18132.8153702825
"643","674","03098033",MACCASTORNA,LODI,LO,LOMBARDIA,"5711081.22136949","14528.2489882421","1","0","1",11487854.1201172,20611.9726782511
"644","675","03018068",GAMBOLO`,PAVIA,PV,LOMBARDIA,"51587013.011695","45870.4639248709","32","9","41",104191147.05127,65174.6788435971
"645","677","03108020",COGLIATE,MONZA E DELLA BRIANZA,MB,LOMBARDIA,"7025283.99741305","16305.1292088647","16","0","16",14383626.5473633,23317.6457203637
"646","678","03019109",TRESCORE CREMASCO,CREMONA,CR,LOMBARDIA,"5889551.5959385","16136.3956040545","20","6","26",11953335.7783203,22990.6246880652
"647","679","03012035",CARONNO VARESINO,VARESE,VA,LOMBARDIA,"5647719.37692881","13269.8974364244","7","0","7",11602309.0009766,19019.0939447044
"648","680","03016240",VILLA DI SERIO,BERGAMO,BG,LOMBARDIA,"4694461.19674518","9978.68276744724","55","24","79",9637748.77197266,14296.3442037344
"649","681","03019018",CASALETTO CEREDANO,CREMONA,CR,LOMBARDIA,"6482248.2733755","14266.0791304401","9","0","9",13116632.675293,20297.3334624198
"650","682","03017112",MONTICELLI BRUSATI,BRESCIA,BS,LOMBARDIA,"10816948.8557407","16883.4782753979","28","7","35",22134954.0688477,24158.7742272266
"651","683","03013131",LOCATE VARESINO,COMO,CO,LOMBARDIA,"5844196.31660895","15375.7816510416","2","1","3",11984648.2099609,22022.4309801356
"652","684","03098062",CASTELGERUNDO,LODI,LO,LOMBARDIA,"19914945.939317","25801.8262079357","32","1","33",40137587.7114258,36634.8174513257
"653","685","03018058",COSTA DE` NOBILI,PAVIA,PV,LOMBARDIA,"11876466.779045","17655.0408792928","4","0","4",23882508.4541016,25034.7047123441
"654","686","03020058",SAN GIOVANNI DEL DOSSO,MANTOVA,MN,LOMBARDIA,"15112923.098314","26395.4232470409","8","1","9",30200408.6518555,37311.848428869
"655","687","03012072",GAVIRATE,VARESE,VA,LOMBARDIA,"12595578.5078557","20515.6806585667","8","0","8",25968956.34375,29459.7192883761
"656","688","03019087",SALVIROLA,CREMONA,CR,LOMBARDIA,"7378401.023473","21696.0492483332","10","0","10",14952341.9550781,30889.2658634676
"657","689","03015136",MASATE,MILANO,MI,LOMBARDIA,"4364751.033918","12587.5366847571","9","4","13",8910804.21240234,17988.2608096367
"658","691","03016108",GANDINO,BERGAMO,BG,LOMBARDIA,"29240406.3386977","27714.1238212902","35","11","46",60242972.0898438,39765.8853363039
"659","692","03016116",GORNO,BERGAMO,BG,LOMBARDIA,"10076255.614414","17087.9828450998","22","5","27",20791582.0229492,24562.3661570725
"660","693","03017180",SOIANO DEL LAGO,BRESCIA,BS,LOMBARDIA,"5780384.04882936","12485.7823705383","7","2","9",11783298.2304688,17826.6909794572
"661","694","03017167",RUDIANO,BRESCIA,BS,LOMBARDIA,"9779506.49261918","14947.9986320235","22","3","25",19909362.3554688,21328.7359804045
