date,valore
2020-02-20T00:00:00,83
2020-02-21T00:00:00,116
2020-02-22T00:00:00,97
2020-02-23T00:00:00,137
2020-02-24T00:00:00,164
2020-02-25T00:00:00,240
2020-02-26T00:00:00,244
2020-02-27T00:00:00,289
2020-02-28T00:00:00,330
2020-02-29T00:00:00,349
2020-03-01T00:00:00,412
2020-03-02T00:00:00,588
2020-03-03T00:00:00,728
2020-03-04T00:00:00,799
2020-03-05T00:00:00,990
2020-03-06T00:00:00,1081
2020-03-07T00:00:00,1015
2020-03-08T00:00:00,1012
2020-03-09T00:00:00,1233
2020-03-10T00:00:00,1349
2020-03-11T00:00:00,1455
2020-03-12T00:00:00,1599
2020-03-13T00:00:00,1943
2020-03-14T00:00:00,1689
2020-03-15T00:00:00,1600
2020-03-16T00:00:00,2097
2020-03-17T00:00:00,2265
2020-03-18T00:00:00,2290
2020-03-19T00:00:00,2299
2020-03-20T00:00:00,2353
2020-03-21T00:00:00,2058
2020-03-22T00:00:00,1825
2020-03-23T00:00:00,2209
2020-03-24T00:00:00,2159
2020-03-25T00:00:00,1961
2020-03-26T00:00:00,1761
2020-03-27T00:00:00,1832
2020-03-28T00:00:00,1446
2020-03-29T00:00:00,1203
2020-03-30T00:00:00,1400
2020-03-31T00:00:00,1314
2020-04-01T00:00:00,1252
2020-04-02T00:00:00,1218
2020-04-03T00:00:00,1036
2020-04-04T00:00:00,837
2020-04-05T00:00:00,692
2020-04-06T00:00:00,862
2020-04-07T00:00:00,834
2020-04-08T00:00:00,870
2020-04-09T00:00:00,845
2020-04-10T00:00:00,758
2020-04-11T00:00:00,642
2020-04-12T00:00:00,544
2020-04-13T00:00:00,520
2020-04-14T00:00:00,695
2020-04-15T00:00:00,569
2020-04-16T00:00:00,595
2020-04-17T00:00:00,592
2020-04-18T00:00:00,482
2020-04-19T00:00:00,390
2020-04-20T00:00:00,536
2020-04-21T00:00:00,485
2020-04-22T00:00:00,494
2020-04-23T00:00:00,470
2020-04-24T00:00:00,464
2020-04-25T00:00:00,353
2020-04-26T00:00:00,301
2020-04-27T00:00:00,364
2020-04-28T00:00:00,361
