date,valore
2020-01-28T00:00:00,7
2020-01-29T00:00:00,6
2020-01-30T00:00:00,13
2020-01-31T00:00:00,10
2020-02-01T00:00:00,31
2020-02-02T00:00:00,27
2020-02-03T00:00:00,14
2020-02-04T00:00:00,13
2020-02-05T00:00:00,21
2020-02-06T00:00:00,15
2020-02-07T00:00:00,9
2020-02-08T00:00:00,13
2020-02-09T00:00:00,11
2020-02-10T00:00:00,35
2020-02-11T00:00:00,14
2020-02-12T00:00:00,32
2020-02-13T00:00:00,31
2020-02-14T00:00:00,43
2020-02-15T00:00:00,93
2020-02-16T00:00:00,53
2020-02-17T00:00:00,94
2020-02-18T00:00:00,97
2020-02-19T00:00:00,80
2020-02-20T00:00:00,258
2020-02-21T00:00:00,185
2020-02-22T00:00:00,225
2020-02-23T00:00:00,304
2020-02-24T00:00:00,360
2020-02-25T00:00:00,469
2020-02-26T00:00:00,422
2020-02-27T00:00:00,459
2020-02-28T00:00:00,655
2020-02-29T00:00:00,590
2020-03-01T00:00:00,1381
2020-03-02T00:00:00,991
2020-03-03T00:00:00,1128
2020-03-04T00:00:00,891
2020-03-05T00:00:00,1210
2020-03-06T00:00:00,1269
2020-03-07T00:00:00,1298
2020-03-08T00:00:00,1451
2020-03-09T00:00:00,1611
2020-03-10T00:00:00,2486
2020-03-11T00:00:00,1437
2020-03-12T00:00:00,1637
2020-03-13T00:00:00,1747
2020-03-14T00:00:00,1535
2020-03-15T00:00:00,2041
2020-03-16T00:00:00,1688
2020-03-17T00:00:00,1419
2020-03-18T00:00:00,1411
2020-03-19T00:00:00,1234
2020-03-20T00:00:00,2050
2020-03-21T00:00:00,1082
2020-03-22T00:00:00,1116
2020-03-23T00:00:00,1322
2020-03-24T00:00:00,987
2020-03-25T00:00:00,1186
2020-03-26T00:00:00,915
2020-03-27T00:00:00,1010
2020-03-28T00:00:00,889
2020-03-29T00:00:00,641
2020-03-30T00:00:00,1051
2020-03-31T00:00:00,715
2020-04-01T00:00:00,1260
2020-04-02T00:00:00,699
2020-04-03T00:00:00,782
2020-04-04T00:00:00,596
2020-04-05T00:00:00,564
2020-04-06T00:00:00,603
2020-04-07T00:00:00,616
2020-04-08T00:00:00,584
2020-04-09T00:00:00,580
2020-04-10T00:00:00,864
2020-04-11T00:00:00,410
2020-04-12T00:00:00,492
2020-04-13T00:00:00,352
2020-04-14T00:00:00,483
2020-04-15T00:00:00,622
2020-04-16T00:00:00,414
