date,valore
2020-02-20T00:00:00,67
2020-02-21T00:00:00,93
2020-02-22T00:00:00,88
2020-02-23T00:00:00,110
2020-02-24T00:00:00,119
2020-02-25T00:00:00,188
2020-02-26T00:00:00,186
2020-02-27T00:00:00,212
2020-02-28T00:00:00,258
2020-02-29T00:00:00,253
2020-03-01T00:00:00,300
2020-03-02T00:00:00,445
2020-03-03T00:00:00,528
2020-03-04T00:00:00,603
2020-03-05T00:00:00,735
2020-03-06T00:00:00,798
2020-03-07T00:00:00,730
2020-03-08T00:00:00,726
2020-03-09T00:00:00,884
2020-03-10T00:00:00,940
2020-03-11T00:00:00,1025
2020-03-12T00:00:00,1068
2020-03-13T00:00:00,1275
2020-03-14T00:00:00,1097
2020-03-15T00:00:00,994
2020-03-16T00:00:00,1352
2020-03-17T00:00:00,1395
2020-03-18T00:00:00,1380
2020-03-19T00:00:00,1313
2020-03-20T00:00:00,1298
2020-03-21T00:00:00,1120
2020-03-22T00:00:00,1012
2020-03-23T00:00:00,1252
2020-03-24T00:00:00,1209
2020-03-25T00:00:00,1086
2020-03-26T00:00:00,994
2020-03-27T00:00:00,1028
2020-03-28T00:00:00,782
2020-03-29T00:00:00,652
2020-03-30T00:00:00,786
2020-03-31T00:00:00,728
2020-04-01T00:00:00,704
2020-04-02T00:00:00,676
2020-04-03T00:00:00,585
2020-04-04T00:00:00,440
2020-04-05T00:00:00,345
2020-04-06T00:00:00,469
2020-04-07T00:00:00,402
2020-04-08T00:00:00,439
2020-04-09T00:00:00,421
2020-04-10T00:00:00,393
2020-04-11T00:00:00,309
2020-04-12T00:00:00,287
2020-04-13T00:00:00,270
2020-04-14T00:00:00,341
2020-04-15T00:00:00,296
2020-04-16T00:00:00,313
2020-04-17T00:00:00,267
2020-04-18T00:00:00,202
2020-04-19T00:00:00,146
2020-04-20T00:00:00,231
2020-04-21T00:00:00,219
2020-04-22T00:00:00,211
2020-04-23T00:00:00,197
2020-04-24T00:00:00,186
2020-04-25T00:00:00,146
2020-04-26T00:00:00,130
2020-04-27T00:00:00,165
2020-04-28T00:00:00,170
2020-04-29T00:00:00,144
2020-04-30T00:00:00,130
2020-05-01T00:00:00,108
2020-05-02T00:00:00,88
2020-05-03T00:00:00,68
2020-05-04T00:00:00,111
2020-05-05T00:00:00,102
2020-05-06T00:00:00,114
2020-05-07T00:00:00,97
2020-05-08T00:00:00,110
2020-05-09T00:00:00,66
2020-05-10T00:00:00,62
2020-05-11T00:00:00,97
2020-05-12T00:00:00,69
2020-05-13T00:00:00,75
2020-05-14T00:00:00,68
2020-05-15T00:00:00,57
2020-05-16T00:00:00,50
2020-05-17T00:00:00,47
2020-05-18T00:00:00,44
2020-05-19T00:00:00,56
2020-05-20T00:00:00,53
2020-05-21T00:00:00,36
2020-05-22T00:00:00,36
2020-05-23T00:00:00,33
2020-05-24T00:00:00,35
2020-05-25T00:00:00,41
2020-05-26T00:00:00,42
2020-05-27T00:00:00,34
2020-05-28T00:00:00,34
2020-05-29T00:00:00,42
2020-05-30T00:00:00,32
2020-05-31T00:00:00,21
2020-06-01T00:00:00,32
2020-06-02T00:00:00,21
2020-06-03T00:00:00,26
2020-06-04T00:00:00,24
2020-06-05T00:00:00,32
2020-06-06T00:00:00,18
2020-06-07T00:00:00,20
2020-06-08T00:00:00,28
2020-06-09T00:00:00,25
2020-06-10T00:00:00,24
2020-06-11T00:00:00,21
2020-06-12T00:00:00,18
2020-06-13T00:00:00,27
2020-06-14T00:00:00,17
2020-06-15T00:00:00,35
2020-06-16T00:00:00,19
2020-06-17T00:00:00,17
2020-06-18T00:00:00,25
2020-06-19T00:00:00,19
2020-06-20T00:00:00,9
2020-06-21T00:00:00,9
2020-06-22T00:00:00,22
2020-06-23T00:00:00,22
2020-06-24T00:00:00,27
2020-06-25T00:00:00,19
2020-06-26T00:00:00,26
2020-06-27T00:00:00,16
2020-06-28T00:00:00,14
2020-06-29T00:00:00,26
2020-06-30T00:00:00,22
2020-07-01T00:00:00,18
2020-07-02T00:00:00,21
2020-07-03T00:00:00,26
2020-07-04T00:00:00,18
2020-07-05T00:00:00,13
2020-07-06T00:00:00,15
2020-07-07T00:00:00,18
2020-07-08T00:00:00,19
2020-07-09T00:00:00,19
2020-07-10T00:00:00,25
2020-07-11T00:00:00,23
2020-07-12T00:00:00,12
2020-07-13T00:00:00,17
2020-07-14T00:00:00,16
2020-07-15T00:00:00,14
2020-07-16T00:00:00,10
2020-07-17T00:00:00,17
2020-07-18T00:00:00,12
2020-07-19T00:00:00,12
2020-07-20T00:00:00,13
2020-07-21T00:00:00,16
2020-07-22T00:00:00,22
2020-07-23T00:00:00,19
2020-07-24T00:00:00,18
2020-07-25T00:00:00,16
2020-07-26T00:00:00,17
2020-07-27T00:00:00,12
2020-07-28T00:00:00,16
2020-07-29T00:00:00,15
2020-07-30T00:00:00,13
2020-07-31T00:00:00,27
2020-08-01T00:00:00,16
2020-08-02T00:00:00,11
2020-08-03T00:00:00,22
2020-08-04T00:00:00,19
2020-08-05T00:00:00,27
2020-08-06T00:00:00,10
2020-08-07T00:00:00,21
2020-08-08T00:00:00,17
2020-08-09T00:00:00,14
2020-08-10T00:00:00,31
2020-08-11T00:00:00,18
2020-08-12T00:00:00,26
2020-08-13T00:00:00,29
2020-08-14T00:00:00,30
2020-08-15T00:00:00,14
2020-08-16T00:00:00,9
2020-08-17T00:00:00,21
2020-08-18T00:00:00,27
2020-08-19T00:00:00,31
2020-08-20T00:00:00,25
2020-08-21T00:00:00,22
2020-08-22T00:00:00,35
2020-08-23T00:00:00,24
2020-08-24T00:00:00,39
2020-08-25T00:00:00,44
2020-08-26T00:00:00,50
2020-08-27T00:00:00,43
2020-08-28T00:00:00,36
2020-08-29T00:00:00,32
2020-08-30T00:00:00,31
2020-08-31T00:00:00,34
2020-09-01T00:00:00,39
2020-09-02T00:00:00,36
2020-09-03T00:00:00,38
2020-09-04T00:00:00,39
2020-09-05T00:00:00,28
2020-09-06T00:00:00,25
2020-09-07T00:00:00,43
2020-09-08T00:00:00,39
2020-09-09T00:00:00,38
2020-09-10T00:00:00,39
2020-09-11T00:00:00,38
2020-09-12T00:00:00,23
2020-09-13T00:00:00,27
2020-09-14T00:00:00,45
2020-09-15T00:00:00,47
2020-09-16T00:00:00,44
2020-09-17T00:00:00,44
2020-09-18T00:00:00,46
2020-09-19T00:00:00,39
2020-09-20T00:00:00,25
2020-09-21T00:00:00,47
2020-09-22T00:00:00,47
2020-09-23T00:00:00,49
2020-09-24T00:00:00,47
2020-09-25T00:00:00,48
2020-09-26T00:00:00,34
2020-09-27T00:00:00,26
2020-09-28T00:00:00,40
2020-09-29T00:00:00,52
2020-09-30T00:00:00,38
2020-10-01T00:00:00,51
2020-10-02T00:00:00,72
2020-10-03T00:00:00,66
2020-10-04T00:00:00,48
2020-10-05T00:00:00,88
2020-10-06T00:00:00,96
2020-10-07T00:00:00,121
2020-10-08T00:00:00,122
2020-10-09T00:00:00,154
2020-10-10T00:00:00,151
2020-10-11T00:00:00,157
2020-10-12T00:00:00,204
2020-10-13T00:00:00,231
2020-10-14T00:00:00,216
2020-10-15T00:00:00,293
2020-10-16T00:00:00,291
2020-10-17T00:00:00,323
2020-10-18T00:00:00,336
2020-10-19T00:00:00,407
2020-10-20T00:00:00,452
2020-10-21T00:00:00,518
2020-10-22T00:00:00,547
2020-10-23T00:00:00,558
2020-10-24T00:00:00,591
2020-10-25T00:00:00,556
2020-10-26T00:00:00,705
2020-10-27T00:00:00,697
2020-10-28T00:00:00,705
2020-10-29T00:00:00,751
2020-10-30T00:00:00,785
2020-10-31T00:00:00,684
2020-11-01T00:00:00,642
2020-11-02T00:00:00,836
2020-11-03T00:00:00,848
2020-11-04T00:00:00,902
2020-11-05T00:00:00,866
2020-11-06T00:00:00,899
2020-11-07T00:00:00,734
2020-11-08T00:00:00,671
2020-11-09T00:00:00,808
2020-11-10T00:00:00,737
2020-11-11T00:00:00,830
2020-11-12T00:00:00,782
2020-11-13T00:00:00,770
2020-11-14T00:00:00,619
2020-11-15T00:00:00,541
2020-11-16T00:00:00,688
2020-11-17T00:00:00,672
2020-11-18T00:00:00,610
2020-11-19T00:00:00,613
2020-11-20T00:00:00,556
2020-11-21T00:00:00,414
2020-11-22T00:00:00,336
2020-11-23T00:00:00,534
2020-11-24T00:00:00,464
2020-11-25T00:00:00,431
2020-11-26T00:00:00,377
2020-11-27T00:00:00,417
2020-11-28T00:00:00,344
2020-11-29T00:00:00,293
2020-11-30T00:00:00,347
2020-12-01T00:00:00,310
2020-12-02T00:00:00,351
2020-12-03T00:00:00,332
2020-12-04T00:00:00,328
2020-12-05T00:00:00,303
2020-12-06T00:00:00,281
2020-12-07T00:00:00,276
2020-12-08T00:00:00,252
2020-12-09T00:00:00,293
2020-12-10T00:00:00,309
2020-12-11T00:00:00,337
2020-12-12T00:00:00,265
2020-12-13T00:00:00,176
2020-12-14T00:00:00,274
2020-12-15T00:00:00,247
2020-12-16T00:00:00,226
2020-12-17T00:00:00,268
2020-12-18T00:00:00,247
2020-12-19T00:00:00,227
2020-12-20T00:00:00,176
2020-12-21T00:00:00,264
2020-12-22T00:00:00,243
2020-12-23T00:00:00,239
2020-12-24T00:00:00,193
2020-12-25T00:00:00,182
2020-12-26T00:00:00,219
2020-12-27T00:00:00,241
2020-12-28T00:00:00,265
2020-12-29T00:00:00,260
2020-12-30T00:00:00,254
2020-12-31T00:00:00,238
2021-01-01T00:00:00,193
2021-01-02T00:00:00,289
2021-01-03T00:00:00,225
2021-01-04T00:00:00,326
2021-01-05T00:00:00,315
2021-01-06T00:00:00,221
2021-01-07T00:00:00,314
2021-01-08T00:00:00,299
2021-01-09T00:00:00,233
2021-01-10T00:00:00,199
2021-01-11T00:00:00,280
2021-01-12T00:00:00,235
2021-01-13T00:00:00,246
2021-01-14T00:00:00,255
2021-01-15T00:00:00,254
2021-01-16T00:00:00,193
2021-01-17T00:00:00,172
2021-01-18T00:00:00,235
2021-01-19T00:00:00,223
2021-01-20T00:00:00,205
2021-01-21T00:00:00,212
2021-01-22T00:00:00,227
2021-01-23T00:00:00,212
2021-01-24T00:00:00,188
2021-01-25T00:00:00,258
2021-01-26T00:00:00,220
2021-01-27T00:00:00,214
2021-01-28T00:00:00,209
2021-01-29T00:00:00,259
2021-01-30T00:00:00,183
2021-01-31T00:00:00,165
2021-02-01T00:00:00,265
2021-02-02T00:00:00,218
